Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
415	1	-13158.2	-13106.1	-52.0531	0.6433632	0.397659	0.219802	0.223351	0.19219	0.257023	0.215901	0.263169	0.184799	0.173915	0.404305	0.152987	0.170346	0.250983	0.271595	0.269709	0.320289	0.354616	0.265373	0.285836	0.146686	0.245706	0.102088	0.831414	0.00880636	0.335439	0.0743875	0.0455411	0.191892	0.0837795	0.17147	0.0259285	0.0588291	0.050101	0.0242524	0.0644843	0.340375	0.0693476	0.251016	0.0590138	0.173889	0.103277	0.0925481	0.0859499	0.027929	0.422644	0.0382423	0.0143106	0.436299	0.0605754	0.0621574	0.335535	0.901926	2.70038	0.365224	0.35988	0.0611969	0.213699	0.3646361	8.510071
416	0	-13150.9	-13113.1	-37.7545	0.6523027	0.30967	0.107873	0.203309	0.192032	0.228284	0.182067	0.254602	0.127903	0.170287	0.355205	0.182249	0.146515	0.189443	0.216229	0.24238	0.310753	0.248537	0.201192	0.255099	0.0883532	0.174835	0.128396	0.498941	0.0612713	0.00815347	0.0423471	0.192448	0.0957679	0.127783	0.126055	0.0338436	0.0564334	0.06088	0.268953	0.0609411	0.0221315	0.26913	0.0628727	0.140494	0.106029	0.0505613	0.0842265	0.195735	0.0307327	0.399438	0.03997	0.0314748	0.438682	0.0597029	0.0640443	0.340128	0.905824	2.69	0.346226	0.386805	0.0583121	0.208657	0.3646395	7.080213
417	1	-13156.5	-13110.6	-45.8468	0.8305318	0.396737	0.162976	0.211071	0.109588	0.256606	0.173332	0.238339	0.196449	0.150876	0.395033	0.0898375	0.207437	0.259242	0.275761	0.181592	0.380904	0.349506	0.219066	0.295872	0.108167	0.126118	0.217688	0.608631	0.0422925	0.227343	0.0674304	0.0592564	0.206456	0.0626739	0.17147	0.0488434	0.086341	0.10051	0.0323449	0.0625069	0.206287	0.094287	0.273804	0.100045	0.0962105	0.140114	0.0521549	0.14824	0.0266921	0.444395	0.0458606	0.0275308	0.395075	0.060447	0.102037	0.419142	0.965069	2.51375	0.341075	0.376696	0.0569818	0.225247	0.3670322	7.889442
418	0	-13147.7	-13105.4	-42.287	0.5973772	0.357739	0.189261	0.223042	0.153535	0.238437	0.170666	0.251583	0.192369	0.100193	0.390606	0.165577	0.126898	0.294026	0.275479	0.24238	0.353111	0.309782	0.2421	0.265789	0.0970802	0.171065	0.120259	0.582065	0.0245702	0.00163829	0.0481755	0.334925	0.0591752	0.0199631	0.117075	0.0574548	0.0352067	0.113261	0.163147	0.0893422	0.00581141	0.234658	0.0439524	0.146574	0.0606282	0.0773837	0.06573	0.321753	0.0244848	0.383005	0.0468364	0.0337666	0.462058	0.0498497	0.0525676	0.310811	0.879975	2.75665	0.359737	0.374211	0.0595155	0.206537	0.315324	7.533469
419	1	-13147.8	-13108.2	-39.6028	0.8284777	0.306032	0.149077	0.246271	0.145936	0.219787	0.188299	0.290737	0.164043	0.155584	0.389913	0.095278	0.183501	0.252647	0.321801	0.186611	0.277474	0.241441	0.198183	0.267145	0.0772056	0.164995	0.109151	0.548073	0.020477	0.258429	0.0967889	0.0219225	0.15481	0.0578656	0.223913	0.0484416	0.0481035	0.060446	0.0121942	0.108397	0.269084	0.0671652	0.21758	0.0841884	0.0669122	0.155164	0.0418642	0.0721181	0.032298	0.433619	0.0447486	0.0394645	0.39652	0.0533499	0.101602	0.418352	0.964544	2.5155	0.340619	0.369523	0.0579594	0.231898	0.3662054	7.265048
420	0	-13144	-13108.3	-35.7401	0.7956284	0.320962	0.141693	0.183333	0.137211	0.213643	0.169133	0.232352	0.199343	0.118012	0.310704	0.110819	0.117732	0.271838	0.244029	0.264074	0.2782	0.267111	0.226527	0.270708	0.120784	0.159995	0.0739591	0.526073	0.0635245	0.00615978	0.0560351	0.200938	0.0444948	0.022934	0.118214	0.0589509	0.0765438	0.0541253	0.200705	0.0820382	0.0202272	0.185701	0.0372667	0.209407	0.0879632	0.0920035	0.06573	0.237583	0.032301	0.352601	0.0472818	0.0333024	0.479699	0.0548144	0.0946282	0.405368	0.955736	2.54427	0.358412	0.364289	0.0607593	0.216539	0.3812025	6.878778
421	1	-13150.2	-13105.5	-44.7081	0.7715284	0.444464	0.170597	0.235109	0.211361	0.213487	0.149242	0.226046	0.2116	0.167809	0.389308	0.147333	0.147445	0.259107	0.261699	0.197171	0.376003	0.335596	0.272606	0.249171	0.114249	0.1621	0.11286	0.501863	0.0235123	0.287571	0.0900048	0.0576839	0.144033	0.103776	0.140544	0.00289734	0.0855158	0.0814714	0.0538308	0.0645669	0.274392	0.0984113	0.241022	0.0937231	0.132237	0.109001	0.0353551	0.0998021	0.0261523	0.430873	0.0433992	0.0350258	0.39356	0.0709893	0.0894875	0.395413	0.948742	2.56636	0.335861	0.384633	0.0592102	0.220295	0.357716	7.775575
422	0	-13140.1	-13105.9	-34.2276	0.8847572	0.33952	0.166553	0.187908	0.112035	0.238467	0.132827	0.226325	0.191045	0.158769	0.333098	0.0977318	0.157646	0.187703	0.169877	0.227235	0.344733	0.291524	0.229815	0.269169	0.09091	0.132365	0.113999	0.499131	0.0444457	0.0666163	0.0803734	0.226896	0.0420016	0.037473	0.13186	0.0288744	0.0508255	0.0387709	0.126829	0.0796001	0.0493561	0.189548	0.0594635	0.133233	0.0490393	0.0718851	0.0790453	0.243002	0.0409833	0.309132	0.0591813	0.0220498	0.540716	0.0279374	0.113426	0.439145	0.977932	2.4695	0.342556	0.360465	0.0818976	0.215081	0.3727726	6.727523
423	1	-13163	-13118.2	-44.7908	0.8330666	0.350776	0.16613	0.149098	0.14198	0.284172	0.165764	0.251963	0.196172	0.149972	0.390514	0.153436	0.175053	0.209323	0.239525	0.231361	0.342064	0.30908	0.272606	0.25893	0.0822644	0.178103	0.0798208	0.622349	0.0248518	0.299158	0.200963	0.0617152	0.196576	0.116214	0.235153	0.0524613	0.14045	0.08108	0.00412085	0.0430373	0.172458	0.0100218	0.285214	0.0936265	0.100927	0.145612	0.0117545	0.108	0.0211	0.394692	0.0473679	0.0354137	0.45733	0.044096	0.102573	0.420114	0.965712	2.5116	0.351849	0.377577	0.0572906	0.213283	0.4034433	7.783849
424	0	-13150.5	-13115.3	-35.1732	0.6548279	0.299887	0.171706	0.200701	0.127084	0.258582	0.158482	0.282056	0.145808	0.170938	0.336352	0.0919842	0.130911	0.287164	0.216101	0.250305	0.355714	0.223782	0.227125	0.267276	0.0557002	0.203924	0.114883	0.528139	0.0344227	0.00197022	0.0473546	0.165106	0.0562273	0.0217586	0.0862085	0.0653261	0.0394921	0.0224018	0.199413	0.0426396	0.0773732	0.248534	0.0646453	0.142164	0.0436612	0.0623705	0.0804136	0.216005	0.0352569	0.336398	0.0473621	0.0168555	0.514348	0.0497791	0.0645784	0.341414	0.906906	2.6871	0.366654	0.363777	0.0707923	0.198777	0.3541412	6.822088
425	1	-13156.1	-13108.7	-47.3845	0.7833296	0.331592	0.158108	0.262499	0.153477	0.18875	0.216824	0.244487	0.194619	0.18286	0.340381	0.171803	0.155349	0.273187	0.266545	0.366975	0.372652	0.29158	0.323176	0.298136	0.121574	0.218739	0.0987252	0.512764	0.0252768	0.289386	0.14287	0.0716234	0.172989	0.0975837	0.1556	0.0605377	0.114409	0.0443664	0.0134645	0.0766627	0.322893	0.0618085	0.277439	0.0731061	0.101637	0.125689	0.00855769	0.0625163	0.0287333	0.426689	0.047266	0.0228814	0.416647	0.0577838	0.0920068	0.400335	0.952227	2.55543	0.345167	0.383279	0.0629722	0.208582	0.3519499	8.043218
426	0	-13157.1	-13115.9	-41.2182	0.632212	0.335431	0.178945	0.15937	0.125418	0.244957	0.142749	0.249016	0.127273	0.145065	0.377595	0.127858	0.147715	0.243317	0.265167	0.242358	0.380158	0.360353	0.167223	0.248755	0.157847	0.12535	0.123992	0.57061	0.00351532	0.012348	0.0568594	0.236578	0.0277251	0.047459	0.16742	0.135731	0.0307063	0.123843	0.205742	0.087452	0.0773732	0.193691	0.0897046	0.205047	0.0416656	0.0437469	0.162195	0.231258	0.026826	0.341181	0.0544473	0.0271961	0.507257	0.0430931	0.0598125	0.329711	0.896903	2.71357	0.372285	0.35087	0.0694544	0.20739	0.3375354	7.426584
427	1	-13149.6	-13104.7	-44.8175	0.6898626	0.349035	0.124868	0.29735	0.161658	0.240528	0.145522	0.294539	0.142844	0.18286	0.403779	0.186354	0.104482	0.193176	0.292412	0.353081	0.367033	0.339145	0.227743	0.256638	0.0974683	0.180414	0.16126	0.536851	0.00681688	0.329481	0.0863606	0.0634561	0.172375	0.0663179	0.199011	0.012635	0.0557027	0.109137	0.0437022	0.0371069	0.302803	0.0584709	0.214982	0.0901448	0.097323	0.120218	0.0228705	0.0585603	0.0306695	0.397843	0.0423592	0.0214245	0.441725	0.0659785	0.0720243	0.358708	0.921053	2.64821	0.356057	0.371904	0.0593093	0.21273	0.3315843	7.786515
428	0	-13161.9	-13117.6	-44.3275	0.7865444	0.322462	0.137461	0.239773	0.153312	0.235955	0.137457	0.248442	0.121101	0.157303	0.615915	0.136234	0.170503	0.239947	0.252932	0.19233	0.380158	0.28164	0.274431	0.297255	0.10004	0.169952	0.0900024	0.479201	0.0249725	0.0314663	0.0275623	0.266525	0.0769799	0.0318892	0.147908	0.0480837	0.0265579	0.0625629	0.250866	0.113679	0.0398344	0.270536	0.0355832	0.295265	0.121701	0.0515192	0.0906118	0.289604	0.0244764	0.289359	0.0534084	0.0253492	0.569198	0.0382086	0.0926924	0.40166	0.953156	2.55249	0.379071	0.350772	0.06524	0.204917	0.3578333	7.737515
429	1	-13150.5	-13111.7	-38.7709	0.8760551	0.332079	0.116756	0.24281	0.141703	0.233467	0.184394	0.268133	0.196089	0.134519	0.376229	0.079796	0.153802	0.264235	0.314618	0.171703	0.394799	0.326293	0.220332	0.206188	0.115749	0.187802	0.133695	0.417076	0.0520841	0.268202	0.0753736	0.0180913	0.172375	0.0868703	0.199011	0.0473372	0.0136186	0.0574043	0.0340482	0.109088	0.218088	0.0236465	0.190806	0.104308	0.0804088	0.122859	0.0569758	0.0389976	0.021818	0.406949	0.0461836	0.0307191	0.417755	0.076575	0.11161	0.436043	0.975989	2.47636	0.36442	0.371224	0.0550142	0.209342	0.3651726	7.18186
430	0	-13154.1	-13108.9	-45.2552	0.7498083	0.322462	0.199624	0.201053	0.111207	0.218178	0.134927	0.299428	0.162515	0.146323	0.37421	0.153247	0.158441	0.217439	0.327627	0.253235	0.380158	0.347217	0.274431	0.28502	0.100157	0.164106	0.121449	0.538613	0.0650767	0.0238942	0.0715576	0.233794	0.0622383	0.0468765	0.146962	0.080398	0.0247594	0.0722102	0.261488	0.079012	0.0519141	0.240568	0.0769753	0.180608	0.0640304	0.100566	0.129538	0.326753	0.0256174	0.297669	0.048471	0.0113335	0.555112	0.0617978	0.0848435	0.386113	0.942015	2.58703	0.354502	0.368514	0.0720461	0.204938	0.3727848	7.830286
431	1	-13144.3	-13105	-39.3342	0.7032352	0.318207	0.13014	0.178803	0.156735	0.234459	0.138688	0.264815	0.115506	0.14059	0.410805	0.138573	0.137256	0.255421	0.223772	0.243164	0.315054	0.27851	0.22525	0.268167	0.073628	0.171959	0.139781	0.614115	0.0344103	0.258455	0.0490902	0.0732317	0.13658	0.0932414	0.169307	0.0535363	0.114157	0.0714551	0.0302837	0.0965058	0.242572	0.00837222	0.227651	0.10353	0.0641419	0.122537	0.0526867	0.063045	0.0224576	0.430178	0.0562081	0.0327313	0.423228	0.0351961	0.0748795	0.365053	0.926061	2.63401	0.356152	0.371696	0.0626253	0.209527	0.3457321	7.238188
432	0	-13144.1	-13105.8	-38.3277	0.7888086	0.315284	0.207568	0.229532	0.155434	0.205456	0.180734	0.256013	0.155783	0.167938	0.327647	0.152652	0.118356	0.335555	0.181354	0.230917	0.312978	0.27275	0.260248	0.258549	0.11274	0.173125	0.105714	0.454785	0.028001	0.0201183	0.0419239	0.231898	0.0712209	0.0716577	0.107277	0.0457263	0.0696248	0.0811465	0.171618	0.0969164	0.0174914	0.177902	0.0714956	0.163295	0.0941776	0.0675008	0.0861008	0.251327	0.0341327	0.400422	0.0409728	0.0218613	0.459601	0.0430098	0.0931752	0.402589	0.953805	2.55043	0.350051	0.370623	0.064666	0.214661	0.3607837	7.137533
433	1	-13148.1	-13106.6	-41.5678	0.7284159	0.368409	0.189016	0.21528	0.132091	0.199213	0.165129	0.273381	0.19452	0.172407	0.38096	0.177456	0.121337	0.2677	0.28032	0.271398	0.360024	0.248469	0.244529	0.247532	0.0868611	0.147832	0.0844444	0.554551	0.0251002	0.195581	0.0927147	0.0840085	0.21046	0.101355	0.185067	0.0697918	0.0545662	0.086756	0.0558121	0.0640358	0.164887	0.0676636	0.224023	0.0702801	0.151437	0.0943052	0.0395282	0.0413092	0.0304673	0.355409	0.0528835	0.0255459	0.495322	0.0403713	0.0802653	0.376635	0.93496	2.60814	0.369535	0.353414	0.0637525	0.213298	0.3550469	7.461543
434	0	-13145	-13105.5	-39.5667	0.7918494	0.369901	0.163867	0.214399	0.130099	0.293672	0.11757	0.279055	0.20045	0.116607	0.383265	0.152652	0.148417	0.275009	0.254527	0.230917	0.304369	0.232992	0.315787	0.232332	0.0975623	0.174493	0.11417	0.584046	0.0594744	0.0298833	0.0498446	0.265947	0.0732047	0.0197444	0.110707	0.0260635	0.0696248	0.0811465	0.192927	0.0748624	0.00541443	0.1596	0.0374026	0.110082	0.107517	0.0552195	0.141356	0.205255	0.0304733	0.361936	0.0614676	0.0264634	0.466136	0.0535234	0.0938232	0.403832	0.954671	2.54767	0.331246	0.387957	0.0664967	0.214301	0.3709169	7.261434
435	1	-13140.7	-13103	-37.7367	0.8629936	0.290042	0.148258	0.194489	0.16672	0.228132	0.200801	0.233482	0.159576	0.168694	0.359153	0.141192	0.12492	0.281571	0.227469	0.172698	0.331498	0.288417	0.216899	0.259074	0.0759892	0.155051	0.145395	0.49981	0.0510195	0.275536	0.050573	0.0338834	0.166739	0.0786955	0.228989	0.0116125	0.0835128	0.101198	0.0373934	0.0863236	0.182918	0.0907811	0.244192	0.0522186	0.0883736	0.05699	0.0284667	0.0596841	0.0336759	0.35866	0.0491055	0.0273439	0.493135	0.0380798	0.108875	0.431311	0.97299	2.48682	0.36399	0.359156	0.0692895	0.207565	0.3903559	7.07843
436	0	-13159.7	-13122	-37.6944	0.7888586	0.308404	0.198179	0.210417	0.10308	0.195177	0.16034	0.227536	0.143544	0.126733	0.404582	0.139498	0.105054	0.243608	0.231261	0.274414	0.334837	0.231047	0.214808	0.294122	0.0880343	0.231711	0.0942763	0.507772	0.0392914	0.00141458	0.0175094	0.211479	0.071608	0.0135086	0.200436	0.00731561	0.0678758	0.0720831	0.200952	0.143492	0.0182806	0.259471	0.062512	0.139618	0.0401502	0.100344	0.133172	0.205255	0.0277156	0.347963	0.0640819	0.0228769	0.501819	0.0355432	0.0931858	0.402609	0.953819	2.55039	0.356174	0.384428	0.0681158	0.191282	0.3583466	7.074202
437	1	-13153.2	-13116.2	-36.9098	0.8979773	0.308111	0.169014	0.202913	0.144954	0.249415	0.145768	0.208439	0.159576	0.112776	0.51646	0.159633	0.127093	0.229858	0.293436	0.217121	0.311289	0.288417	0.253029	0.251265	0.0981813	0.141474	0.131792	0.461463	0.0183094	0.260528	0.0259333	0.0608394	0.159215	0.0336197	0.17125	0.0643519	0.0835128	0.082169	0.0482068	0.019227	0.262918	0.0224085	0.152112	0.0245892	0.0874684	0.0816527	0.0637288	0.092232	0.0333458	0.373239	0.0434526	0.0259589	0.46502	0.0589835	0.116175	0.443782	0.9808	2.45924	0.361628	0.368854	0.0593231	0.210194	0.3911881	6.995749
438	0	-13149	-13109.4	-39.5718	0.835332	0.337772	0.154646	0.209907	0.134862	0.258354	0.184864	0.336622	0.133595	0.183359	0.278687	0.14069	0.134562	0.250286	0.247193	0.227997	0.350448	0.293142	0.228722	0.313281	0.0839208	0.223431	0.139505	0.530454	0.0218596	0.0244388	0.0933009	0.159107	0.0570313	0.00653208	0.0915914	0.0267012	0.0882903	0.0779194	0.150772	0.0620141	0.00721752	0.196032	0.0675642	0.136645	0.0960945	0.116076	0.16415	0.24231	0.0272701	0.317052	0.0645846	0.0242615	0.515463	0.0513682	0.103052	0.420979	0.966284	2.50969	0.348728	0.376392	0.0672194	0.20766	0.353554	7.261946
439	1	-13137.1	-13098.7	-38.4729	0.7370241	0.338747	0.160162	0.200539	0.106325	0.195343	0.178234	0.217254	0.165016	0.158325	0.411599	0.145378	0.157628	0.220924	0.278315	0.203687	0.353833	0.373563	0.223759	0.25447	0.103685	0.135594	0.124424	0.5505	0.0539651	0.193881	0.0542511	0.0617828	0.158847	0.102228	0.192501	0.0474302	0.054366	0.0628583	0.00843287	0.0637237	0.207602	0.043048	0.198217	0.0402373	0.10993	0.0779328	0.089445	0.0740723	0.0296298	0.361437	0.0495677	0.0232731	0.477431	0.0586617	0.0821077	0.380488	0.937852	2.59955	0.371936	0.359511	0.0653791	0.203174	0.3435022	7.152057
440	0	-13143.3	-13103.3	-39.9107	0.7505009	0.336698	0.189975	0.253242	0.135621	0.258352	0.137986	0.301737	0.148247	0.183359	0.409972	0.14391	0.11161	0.293769	0.252503	0.25118	0.288697	0.233284	0.236172	0.268801	0.120405	0.150615	0.119327	0.582658	0.0832129	0.0173829	0.0347267	0.212375	0.0882514	0.0750997	0.0830388	0.0310604	0.0568268	0.0416615	0.189135	0.13221	0.0190547	0.207523	0.0367485	0.132691	0.0530242	0.116008	0.104511	0.173171	0.0259336	0.351553	0.0569972	0.0182694	0.490201	0.057046	0.0849917	0.386415	0.942236	2.58636	0.361232	0.369701	0.0654316	0.203636	0.3825897	7.29583
441	1	-13145.1	-13110.3	-34.7974	0.655775	0.32728	0.137561	0.187883	0.128647	0.181264	0.131211	0.25967	0.15336	0.160213	0.352868	0.104346	0.161701	0.246696	0.234625	0.185255	0.32725	0.270757	0.25029	0.245563	0.0938453	0.137858	0.0849855	0.518495	0.0539651	0.238359	0.0756072	0.0213144	0.169662	0.129144	0.148243	0.0918111	0.0295896	0.124139	0.0388551	0.0641123	0.197731	0.0401693	0.120615	0.0799813	0.119452	0.0808685	0.00916569	0.0700998	0.0336359	0.386871	0.0444419	0.0393525	0.438904	0.0567952	0.0647788	0.341894	0.907309	2.68602	0.362816	0.361645	0.0589569	0.216582	0.3506054	6.784507
442	0	-13144.9	-13108.3	-36.6172	0.822778	0.345971	0.189817	0.167316	0.139072	0.276644	0.157809	0.323495	0.186789	0.137286	0.315682	0.0950296	0.158033	0.206019	0.242698	0.19853	0.364925	0.278142	0.221654	0.232723	0.0858556	0.149542	0.14547	0.553184	0.050197	0.0113799	0.0131062	0.197429	0.0493311	0.0208886	0.0962409	0.0724379	0.0602436	0.0387903	0.165526	0.0659486	0.0508725	0.203248	0.0758944	0.148256	0.09017	0.0653735	0.106756	0.212712	0.0241291	0.32709	0.0530311	0.0290343	0.506603	0.060112	0.100396	0.416145	0.963072	2.52039	0.38172	0.355211	0.067452	0.195616	0.3470051	6.966487
443	1	-13145.8	-13111.9	-33.9708	0.9005018	0.278734	0.0964399	0.215751	0.152318	0.180512	0.175845	0.293449	0.172822	0.147559	0.344817	0.114426	0.135622	0.242234	0.194854	0.199931	0.356632	0.213703	0.197476	0.232981	0.1248	0.127134	0.0897321	0.446432	0.0293624	0.24612	0.140516	0.0409555	0.143711	0.0902755	0.157936	0.0664544	0.0798293	0.0671797	0.0222584	0.077695	0.144523	0.0571173	0.22529	0.0798942	0.106836	0.098217	0.047944	0.0455293	0.0308069	0.455259	0.0452217	0.0249955	0.405451	0.0382652	0.116699	0.444658	0.981337	2.45731	0.362016	0.362438	0.0563412	0.219205	0.3494265	6.70185
444	0	-13150.5	-13108.9	-41.6501	0.9174445	0.323751	0.168236	0.243472	0.138679	0.243644	0.22617	0.300093	0.150949	0.171924	0.365628	0.152496	0.146131	0.209051	0.297303	0.237575	0.343475	0.292757	0.230507	0.261226	0.114751	0.155922	0.0894663	0.595864	0.0913026	0.00478017	0.00349878	0.229383	0.0788857	0.0732689	0.132278	0.0298859	0.0708069	0.0648385	0.171763	0.0831364	0.0134585	0.291314	0.0271864	0.158149	0.0868697	0.0338559	0.157101	0.208946	0.0283801	0.391971	0.0463318	0.029	0.431633	0.0726838	0.120202	0.450449	0.98485	2.4445	0.346057	0.382084	0.0590483	0.212811	0.3721514	7.469778
445	1	-13153.4	-13120.8	-32.6292	0.7789995	0.320498	0.172502	0.177502	0.19085	0.159831	0.112387	0.249328	0.109711	0.157049	0.296918	0.0993657	0.150243	0.217667	0.28417	0.1702	0.362703	0.27749	0.273004	0.231476	0.084074	0.172932	0.0994596	0.372242	0.0199541	0.18267	0.0931113	0.0535693	0.148042	0.0311142	0.170367	0.0359549	0.0599987	0.0689776	0.0167524	0.0382999	0.24478	0.0427813	0.202709	0.120525	0.0898808	0.113634	0.0361826	0.0567752	0.031852	0.422014	0.0408969	0.0199732	0.389006	0.0962582	0.0910828	0.39854	0.950962	2.55942	0.35632	0.369457	0.0586749	0.215548	0.3688073	6.567684
446	0	-13154.1	-13113.3	-40.8569	0.7948206	0.343187	0.180365	0.203087	0.111979	0.275095	0.162291	0.300093	0.156551	0.169318	0.348142	0.151234	0.078836	0.206467	0.2722	0.279316	0.351921	0.338042	0.187668	0.269946	0.123754	0.176522	0.181309	0.516509	0.0704222	0.0392758	0.023016	0.24366	0.0731577	0.0330997	0.172497	0.0139384	0.066167	0.0441659	0.121759	0.0593583	0.0370324	0.296768	0.065624	0.166504	0.0685525	0.112656	0.0833469	0.215619	0.0250637	0.372229	0.0446175	0.02607	0.452436	0.0795835	0.0944561	0.40504	0.955509	2.54499	0.352541	0.372795	0.064606	0.210058	0.3368008	7.390453
447	1	-13154.8	-13109.6	-45.2612	0.8291012	0.328763	0.182709	0.184331	0.136086	0.29175	0.110684	0.275954	0.200743	0.183307	0.392957	0.112664	0.143172	0.234135	0.287245	0.291525	0.369313	0.387166	0.270401	0.286396	0.124084	0.171056	0.0880603	0.663974	0.0172489	0.245814	0.0477519	0.0697721	0.188954	0.0677419	0.214379	0.0398097	0.0935997	0.0464523	0.0470929	0.123595	0.271514	0.0342332	0.252773	0.0451537	0.106759	0.105258	0.0513123	0.045194	0.0293575	0.429389	0.0362777	0.0213814	0.43397	0.0496246	0.101734	0.418592	0.964703	2.51497	0.357212	0.365543	0.0572468	0.219998	0.4064089	7.830885
448	0	-13149.9	-13102.8	-47.1251	0.8518044	0.294509	0.138938	0.267272	0.170117	0.228054	0.184608	0.372878	0.160917	0.172835	0.500618	0.130038	0.150441	0.216607	0.2119	0.301133	0.431981	0.337265	0.23388	0.324426	0.101086	0.188867	0.109858	0.610503	0.0380271	0.0762005	0.0300856	0.30999	0.0540214	0.024797	0.0866884	0.0249815	0.112827	0.0328934	0.249328	0.0910343	0.0370324	0.271347	0.065624	0.213162	0.0767306	0.0941346	0.116925	0.172711	0.0209764	0.395568	0.0531525	0.0413455	0.451195	0.0377625	0.106525	0.427184	0.970337	2.49595	0.368449	0.361664	0.0597619	0.210125	0.3889058	8.017271
449	1	-13154.9	-13111.6	-43.3101	0.8333319	0.392179	0.126797	0.19785	0.168659	0.175634	0.177298	0.337337	0.146434	0.148756	0.356464	0.186037	0.119613	0.252197	0.287245	0.210637	0.387551	0.319487	0.19214	0.289877	0.0731801	0.150026	0.157612	0.559805	0.0105313	0.277152	0.0297376	0.110803	0.201057	0.157022	0.201522	0.0632098	0.0855064	0.0489452	0.031082	0.0520838	0.173852	0.0815779	0.181546	0.125372	0.105592	0.177628	0.0294577	0.0792766	0.0276411	0.403578	0.0428701	0.0303762	0.448282	0.0472531	0.102629	0.420215	0.965779	2.51138	0.355029	0.373191	0.0615555	0.210224	0.3412629	7.635772
450	0	-13148	-13107.4	-40.6422	0.7166246	0.317522	0.118807	0.181484	0.186748	0.208974	0.159605	0.284027	0.214169	0.144883	0.382008	0.142416	0.170163	0.196984	0.237538	0.218375	0.337485	0.287831	0.222626	0.326608	0.077679	0.196613	0.131099	0.525627	0.0610138	0.022711	0.0452877	0.227671	0.0720521	0.0284581	0.11053	0.0443303	0.0393871	0.0771714	0.249212	0.0635332	0.00118519	0.371324	0.072991	0.1171	0.0854801	0.0784688	0.110711	0.221101	0.0219046	0.379064	0.0524249	0.0232068	0.447284	0.0761157	0.0777422	0.37127	0.930877	2.62011	0.352103	0.373355	0.0642	0.210342	0.3483393	7.368988
451	1	-13144.1	-13105.4	-38.6934	0.7223798	0.289067	0.14008	0.207593	0.139346	0.200874	0.154537	0.351747	0.189534	0.12156	0.416731	0.179599	0.146452	0.252167	0.225753	0.225439	0.419266	0.273825	0.199207	0.235644	0.0969419	0.119379	0.098905	0.569637	0.0107933	0.195398	0.0614317	0.101209	0.159739	0.087959	0.166731	0.0177794	0.0733111	0.0602841	0.050236	0.0829744	0.273419	0.0299138	0.167128	0.0541725	0.114822	0.120065	0.0447474	0.0487076	0.0282244	0.378639	0.0583336	0.0324693	0.469079	0.0332546	0.0789736	0.373901	0.932887	2.61424	0.357177	0.37582	0.0609546	0.206048	0.3681276	7.174104
