Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1873	1	-13160.3	-13116.4	-43.8725	0.7711836	0.298508	0.202737	0.156602	0.210799	0.237622	0.223628	0.222645	0.15711	0.194098	0.482296	0.193268	0.150683	0.267297	0.210684	0.218753	0.400651	0.299521	0.191961	0.294287	0.08632	0.148857	0.108175	0.606122	0.0435597	0.254087	0.133332	0.0270172	0.266993	0.113438	0.182868	0.0473107	0.0460792	0.0950733	0.0202735	0.14175	0.283661	0.0457938	0.162439	0.0167442	0.0784464	0.125073	0.000505612	0.0449473	0.02448	0.333833	0.0682978	0.0286567	0.511195	0.0335377	0.0894139	0.395268	0.948639	2.56668	0.349111	0.379323	0.0682074	0.203359	0.3586125	7.692016
1874	0	-13151.8	-13107.6	-44.1658	0.7396276	0.339976	0.185711	0.231538	0.16051	0.231657	0.21562	0.295743	0.171016	0.142988	0.384019	0.133095	0.158595	0.224821	0.217737	0.191853	0.418424	0.318075	0.271313	0.256453	0.114028	0.113791	0.158212	0.690158	0.00923208	0.0905161	0.0187398	0.265375	0.0569294	0.0426334	0.12437	0.0420798	0.0546902	0.0120051	0.241861	0.092256	0.0124882	0.222462	0.0218121	0.204775	0.0950245	0.0885775	0.157086	0.243097	0.0292438	0.382264	0.0511224	0.0196972	0.46873	0.0489426	0.0826649	0.381643	0.938712	2.59698	0.339403	0.382118	0.0607577	0.217721	0.3218591	7.721343
1875	1	-13154.1	-13105.9	-48.2647	0.8757133	0.396839	0.15469	0.254581	0.198211	0.277767	0.208773	0.388547	0.16765	0.197145	0.365204	0.131343	0.170343	0.24627	0.353413	0.281616	0.379253	0.326241	0.228457	0.327478	0.102677	0.139532	0.12546	0.623997	0.125798	0.331413	0.0794975	0.0432266	0.18161	0.0766622	0.162427	0.0469394	0.102128	0.0417823	0.0144467	0.0511801	0.195645	0.0356727	0.250957	0.0176621	0.0927326	0.114778	0.0592771	0.0619083	0.0209174	0.365282	0.0492708	0.0314048	0.47583	0.0572955	0.111539	0.435921	0.975912	2.47663	0.354985	0.360138	0.0645126	0.220365	0.3598822	8.13123
1876	0	-13148.6	-13104.8	-43.7648	0.7187082	0.363469	0.158727	0.222487	0.106078	0.255267	0.201561	0.309281	0.192534	0.143714	0.337628	0.129889	0.175718	0.255281	0.335338	0.272911	0.416578	0.301757	0.210112	0.214936	0.111952	0.150867	0.123397	0.483184	0.052122	0.058254	0.105484	0.278592	0.0811068	0.0695927	0.133016	0.0216877	0.188079	0.0716667	0.129628	0.0734082	0.0244805	0.245343	0.0823729	0.151288	0.0779538	0.0667468	0.130103	0.167655	0.0276622	0.329986	0.0554054	0.030883	0.51584	0.0402232	0.078188	0.372225	0.931609	2.61798	0.3561	0.366956	0.0686598	0.208284	0.3557932	7.681249
1877	1	-13148	-13105.7	-42.304	0.7331493	0.343729	0.117502	0.204626	0.191171	0.241433	0.181222	0.284054	0.141418	0.155219	0.350478	0.136047	0.139041	0.212893	0.273589	0.260962	0.386629	0.326241	0.238284	0.222314	0.118805	0.189892	0.149902	0.465945	0.130889	0.264625	0.0823776	0.0297768	0.207656	0.0838367	0.210841	0.0675224	0.0717571	0.113668	0.0160777	0.0257174	0.21354	0.0520462	0.297324	0.0138173	0.116742	0.147268	0.0118249	0.0464581	0.0212683	0.336488	0.0680126	0.0338053	0.517223	0.0232022	0.0812784	0.37876	0.936559	2.6034	0.355108	0.372188	0.0665651	0.206139	0.373011	7.535162
1878	0	-13142.6	-13105.9	-36.7253	0.8959356	0.344337	0.159105	0.225522	0.112714	0.235809	0.146548	0.237765	0.157663	0.161378	0.32916	0.129889	0.128816	0.268891	0.225876	0.20137	0.36392	0.288186	0.287938	0.254928	0.0994622	0.120855	0.0820952	0.509766	0.0438258	0.0499857	0.0638646	0.227924	0.0832621	0.0894203	0.110431	0.0411437	0.106408	0.0435542	0.157318	0.116411	0.0420542	0.165545	0.0519292	0.143898	0.0606611	0.115361	0.068173	0.124132	0.0319543	0.354186	0.051262	0.0300176	0.470316	0.062264	0.115751	0.443072	0.980363	2.46081	0.365776	0.36605	0.0591452	0.209028	0.3530443	6.977298
1879	1	-13145.2	-13107.8	-37.4224	0.71183	0.241288	0.169389	0.220464	0.155643	0.282975	0.166294	0.252814	0.130375	0.205036	0.350478	0.10091	0.139677	0.278187	0.21676	0.248913	0.343498	0.304418	0.185202	0.302879	0.0849505	0.13899	0.0876408	0.640484	0.123569	0.170896	0.0798549	0.0673085	0.104194	0.0628081	0.174105	0.042118	0.0585944	0.0697929	0.0207495	0.0657043	0.22895	0.0233222	0.208041	0.0100589	0.112414	0.0830096	0.0452493	0.0489987	0.0321444	0.354582	0.0636224	0.0142157	0.498508	0.0369281	0.0767168	0.369059	0.929175	2.62505	0.354418	0.365512	0.0722078	0.207862	0.3457663	7.047004
1880	0	-13147.4	-13112	-35.3332	0.7415266	0.304875	0.122556	0.162299	0.14505	0.218013	0.107025	0.299142	0.190021	0.152465	0.31644	0.170279	0.12725	0.252992	0.238798	0.234425	0.323523	0.303077	0.307875	0.266928	0.125243	0.166121	0.107188	0.435631	0.0460304	0.0429378	0.0638646	0.150624	0.0454188	0.0530594	0.109869	0.00577034	0.0782409	0.0771233	0.132792	0.0687308	0.0116316	0.174128	0.0452807	0.141146	0.0882688	0.0261923	0.135098	0.264659	0.0289238	0.404811	0.0464003	0.0242608	0.433369	0.0622351	0.0830713	0.382482	0.939336	2.59511	0.333757	0.390461	0.0592359	0.216546	0.39064	6.838084
1881	1	-13147.2	-13108.5	-38.71	0.6464527	0.316617	0.110857	0.167693	0.131718	0.198984	0.145736	0.296724	0.151925	0.130798	0.358645	0.166843	0.119549	0.284763	0.224451	0.20787	0.363031	0.25979	0.230078	0.229155	0.0960153	0.130407	0.105934	0.701492	0.0693591	0.293998	0.0880418	0.0389001	0.238945	0.0672715	0.24192	0.0519272	0.0195232	0.0698074	0.0167167	0.0482591	0.219276	0.0419765	0.180319	0.0317043	0.119883	0.112259	0.027182	0.069424	0.0271882	0.358288	0.0507387	0.0330586	0.497719	0.0330074	0.0628088	0.33713	0.903286	2.69677	0.356347	0.372712	0.0687504	0.20219	0.3318387	7.175767
1882	0	-13146.5	-13113.9	-32.5609	0.6782528	0.229747	0.172843	0.179625	0.118356	0.190185	0.132681	0.229387	0.145312	0.128095	0.31644	0.0993669	0.149854	0.25967	0.205409	0.185109	0.402816	0.301397	0.166937	0.232399	0.0835331	0.181251	0.104109	0.46304	0.0876435	0.0222966	0.0500139	0.188131	0.0506611	0.0530594	0.0984063	0.039246	0.0780816	0.0445948	0.153039	0.065291	0.042058	0.173513	0.0538595	0.205141	0.0720249	0.0921921	0.0706245	0.243419	0.023464	0.403213	0.0511342	0.033595	0.423523	0.0650705	0.0695504	0.353086	0.916535	2.66083	0.353756	0.382098	0.0593243	0.204821	0.3770314	6.560858
1883	1	-13150.7	-13115.7	-35.0582	0.7850545	0.339809	0.164713	0.199507	0.165281	0.250592	0.104687	0.328917	0.214679	0.11542	0.390368	0.0751499	0.140481	0.242322	0.205447	0.187684	0.330891	0.277745	0.220662	0.21688	0.0933592	0.159583	0.0960945	0.441354	0.0652379	0.273584	0.047289	0.0263852	0.133084	0.0780661	0.21831	0.0606955	0.012541	0.0706119	0.0207295	0.0746818	0.168666	0.04942	0.236308	0.0391289	0.075699	0.102031	0.0327225	0.0637718	0.0264562	0.420131	0.0467307	0.0245548	0.437051	0.0450763	0.0923747	0.401047	0.952726	2.55385	0.349414	0.380027	0.0635692	0.20699	0.3606195	6.810589
1884	0	-13132.9	-13095.4	-37.5068	0.8337136	0.273853	0.161656	0.215411	0.131321	0.221711	0.171973	0.235215	0.182549	0.141667	0.397912	0.134285	0.12239	0.221002	0.241968	0.208588	0.368395	0.276886	0.241878	0.280983	0.0882758	0.12249	0.1327	0.467186	0.0289018	0.0768254	0.0291192	0.272958	0.0677457	0.0530116	0.130751	0.0212468	0.0697078	0.0690862	0.176811	0.0612661	0.0173574	0.207173	0.0500523	0.182552	0.0730868	0.104951	0.11354	0.20901	0.0236069	0.414094	0.0525141	0.0294524	0.434952	0.0453802	0.10271	0.420361	0.965876	2.51105	0.361052	0.368718	0.0589446	0.211285	0.3770314	7.055447
1885	1	-13148.1	-13105.7	-42.3707	0.8481732	0.349571	0.169111	0.25288	0.142286	0.264692	0.138527	0.310316	0.184601	0.206894	0.373378	0.113845	0.147536	0.299546	0.238264	0.255019	0.344314	0.333361	0.214134	0.252188	0.0994366	0.105491	0.164118	0.502826	0.114086	0.228372	0.0713836	0.0331609	0.169983	0.060797	0.202426	0.0971522	0.035306	0.057882	0.016313	0.0946836	0.242796	0.0390947	0.178161	0.0391289	0.137989	0.107086	0.0894032	0.0642951	0.0268824	0.406579	0.0491323	0.0291823	0.422355	0.0658696	0.10576	0.425829	0.969459	2.49895	0.345551	0.378293	0.0610508	0.215106	0.3520738	7.541833
1886	0	-13147.4	-13110.4	-37.0165	0.8097891	0.329788	0.212618	0.219635	0.14775	0.209134	0.160322	0.232351	0.143233	0.170036	0.374216	0.109862	0.121424	0.178032	0.265794	0.208588	0.364178	0.29128	0.246004	0.172898	0.15503	0.173907	0.0904603	0.635013	0.0346685	0.052832	0.0316141	0.25408	0.0554162	0.0209764	0.134594	0.067148	0.0753808	0.0316447	0.120014	0.0736244	0.0139976	0.197346	0.0642511	0.11075	0.0795088	0.0525415	0.12323	0.201241	0.0251438	0.401722	0.0556534	0.0330835	0.427919	0.056478	0.09764	0.411046	0.959631	2.53168	0.354076	0.376681	0.0620396	0.207203	0.3637335	7.006416
1887	1	-13143.9	-13103.2	-40.6244	0.7610397	0.323761	0.146227	0.213161	0.148696	0.242571	0.146557	0.292411	0.222859	0.146851	0.451545	0.133508	0.16931	0.220178	0.314913	0.212807	0.338998	0.33176	0.233542	0.282814	0.0994366	0.156182	0.134366	0.501997	0.0671872	0.169552	0.0712367	0.0325847	0.11009	0.0845034	0.171613	0.0358977	0.0617036	0.0829722	0.0409891	0.0999262	0.218848	0.0341782	0.308778	0.0391289	0.104077	0.0902157	0.0248684	0.0544124	0.0378034	0.301441	0.0475549	0.031716	0.53871	0.0427738	0.0872459	0.390962	0.945546	2.57625	0.370746	0.350586	0.0775732	0.201095	0.3386119	7.36721
1888	0	-13146.3	-13103.3	-42.9894	0.8091581	0.366325	0.115888	0.216691	0.117199	0.244247	0.154237	0.226475	0.145771	0.144994	0.36607	0.127404	0.176021	0.259778	0.282144	0.276241	0.371404	0.316715	0.25268	0.191609	0.101994	0.148012	0.106017	0.583123	0.0696143	0.0453395	0.0193847	0.219018	0.0497274	0.071417	0.0980234	0.021591	0.117396	0.0529673	0.21124	0.0880708	0.0459634	0.257084	0.0826062	0.16496	0.0863127	0.0871713	0.127945	0.396836	0.0270538	0.308006	0.058016	0.0189025	0.539849	0.048173	0.097506	0.410795	0.959461	2.53224	0.361197	0.367905	0.0692814	0.201616	0.3693844	7.603705
1889	1	-13143.7	-13106.6	-37.0609	0.8272536	0.313751	0.117826	0.268901	0.148756	0.25062	0.157114	0.197322	0.155855	0.138094	0.279922	0.107548	0.159473	0.239483	0.21877	0.199874	0.297999	0.286452	0.162838	0.284587	0.112417	0.179021	0.134366	0.584693	0.148877	0.201984	0.0712367	0.0389307	0.150721	0.0999322	0.15183	0.0425747	0.0995604	0.0435368	0.0115812	0.0316485	0.281019	0.0535741	0.182836	0.00914865	0.170344	0.104759	0.0495972	0.071481	0.0351948	0.331328	0.0540506	0.0211486	0.512423	0.0458545	0.101343	0.417879	0.96423	2.51655	0.358108	0.366542	0.0670183	0.208332	0.3586599	7.010854
1890	0	-13146	-13105	-41.013	0.6743783	0.311338	0.145543	0.234963	0.167054	0.283035	0.151175	0.260397	0.187861	0.131122	0.381132	0.0965871	0.150856	0.27836	0.282144	0.211309	0.301893	0.315469	0.238297	0.273559	0.134562	0.123043	0.0876511	0.538893	0.0690569	0.0233492	0.0253692	0.215179	0.0840077	0.0353702	0.0969269	0.0391217	0.0471077	0.0863314	0.156634	0.115173	0.0538037	0.21804	0.121913	0.216403	0.0687045	0.0956857	0.101221	0.250419	0.0288156	0.363924	0.0545617	0.0193531	0.493402	0.039943	0.0687261	0.351186	0.914991	2.6651	0.356067	0.360446	0.0654975	0.217989	0.3815118	7.406063
1891	1	-13148.9	-13107	-41.8862	0.8426251	0.338006	0.144099	0.258415	0.209321	0.283821	0.184555	0.294318	0.153119	0.196931	0.365583	0.176125	0.176469	0.300051	0.224076	0.208997	0.296523	0.249739	0.303467	0.268678	0.126487	0.169524	0.0990955	0.575793	0.0500824	0.252249	0.0617357	0.0477834	0.167217	0.106752	0.227058	0.047021	0.058572	0.0648365	0.0198575	0.0436071	0.158613	0.0386057	0.217526	0.00425135	0.128661	0.109536	0.0520675	0.0341537	0.0379137	0.307621	0.0538522	0.020511	0.535064	0.0450384	0.104591	0.423745	0.9681	2.50356	0.363023	0.351906	0.0784787	0.206593	0.3679258	7.493381
1892	0	-13143.4	-13105.5	-37.8869	0.9826845	0.3134	0.160032	0.217986	0.127821	0.211244	0.187446	0.294083	0.139931	0.179761	0.334925	0.113929	0.179614	0.310449	0.249201	0.188207	0.319334	0.299926	0.214023	0.224908	0.0623341	0.143496	0.121552	0.493343	0.05111	0.0521447	0.0759465	0.239616	0.0776415	0.0376097	0.0983062	0.0236728	0.0737097	0.0442385	0.177824	0.0452877	0.000651601	0.304575	0.0598235	0.161995	0.110021	0.0828129	0.115098	0.174426	0.0371374	0.379868	0.051887	0.0263559	0.452128	0.0526229	0.133486	0.471485	0.997071	2.39796	0.351334	0.364074	0.068412	0.216179	0.3520888	7.093459
1893	1	-13156.5	-13116.8	-39.7323	0.7976387	0.329538	0.170746	0.181864	0.139458	0.283821	0.214582	0.25016	0.174577	0.119953	0.369592	0.154816	0.0907737	0.202087	0.235905	0.158686	0.315799	0.307155	0.19198	0.268678	0.155922	0.212276	0.138295	0.613943	0.0894122	0.180433	0.0606222	0.0449632	0.149551	0.0746339	0.243606	0.0248069	0.058572	0.0882396	0.0281937	0.0647882	0.158515	0.0654896	0.274495	0.0807693	0.132042	0.0901051	0.0226914	0.0654599	0.0312036	0.398051	0.0545996	0.0358892	0.454664	0.0255925	0.0950562	0.406182	0.956298	2.54246	0.341113	0.372245	0.0646781	0.221964	0.3949826	7.277996
1894	0	-13154.4	-13113.5	-40.8534	0.9872303	0.369662	0.165763	0.197038	0.147852	0.258594	0.173939	0.215229	0.140264	0.177652	0.305055	0.113929	0.148709	0.2483	0.237816	0.264698	0.374818	0.296138	0.317562	0.260344	0.0823674	0.117197	0.130365	0.503498	0.0364429	0.0692119	0.0251601	0.239616	0.0608946	0.032643	0.101764	0.0484266	0.0228768	0.12176	0.235651	0.0943508	0.00404602	0.194995	0.118276	0.189652	0.102577	0.046653	0.137121	0.261197	0.0342812	0.350653	0.0557432	0.0321437	0.508768	0.0184112	0.134399	0.47288	0.997851	2.39487	0.364954	0.357329	0.0641745	0.213542	0.3819625	7.390105
1895	1	-13155.4	-13111.1	-44.2296	0.5963265	0.306991	0.14678	0.270193	0.0930379	0.224109	0.231537	0.250371	0.174577	0.118518	0.503262	0.104888	0.169436	0.265529	0.205267	0.324656	0.421633	0.335311	0.325896	0.255121	0.145033	0.203631	0.0802846	0.602435	0.103107	0.249104	0.0999603	0.0290971	0.175752	0.0492312	0.166843	0.0652676	0.0475868	0.0710471	0.0350035	0.115512	0.163602	0.0390169	0.179326	0.0296939	0.174075	0.0967784	0.0233976	0.0558282	0.0273395	0.380356	0.0486239	0.0293451	0.472643	0.0416931	0.0523513	0.310224	0.879433	2.75799	0.362172	0.364155	0.0633443	0.210329	0.3094331	7.727728
1896	0	-13152.3	-13114.7	-37.5431	0.7741359	0.348539	0.184286	0.195908	0.140752	0.342825	0.141012	0.254963	0.177486	0.172326	0.379834	0.135395	0.127231	0.242908	0.224756	0.24277	0.258541	0.313313	0.261473	0.282748	0.0838895	0.134421	0.0984632	0.490104	0.0454749	0.0605752	0.0656785	0.282274	0.0446288	0.0435211	0.0851991	0.0333264	0.0668245	0.0254665	0.154451	0.102944	0.0108219	0.17751	0.0475379	0.145834	0.0933549	0.0463125	0.146684	0.146717	0.0298134	0.348704	0.0554334	0.0196534	0.52473	0.0216655	0.0900444	0.396509	0.949522	2.56392	0.370584	0.356193	0.0684019	0.204821	0.3784468	7.059077
1897	1	-13151.7	-13111.4	-40.2423	0.9770222	0.318661	0.113161	0.238982	0.14791	0.237446	0.133669	0.325139	0.152659	0.119812	0.40695	0.132892	0.171313	0.209511	0.236109	0.211702	0.401583	0.258988	0.206559	0.26119	0.111566	0.131261	0.0802846	0.572004	0.118568	0.308388	0.0645439	0.0825275	0.154911	0.0549041	0.166843	0.00741558	0.067791	0.0515648	0.0302575	0.068664	0.199023	0.119152	0.351759	0.0667194	0.0807193	0.100634	0.0148348	0.0404258	0.0289269	0.401534	0.05648	0.0274044	0.441384	0.0442708	0.132347	0.469735	0.996086	2.40183	0.348196	0.37097	0.0628715	0.217963	0.3851559	7.328998
1898	0	-13155.2	-13115.5	-39.7084	0.7056289	0.371466	0.167963	0.2337	0.140772	0.230441	0.180787	0.264119	0.148373	0.14087	0.395606	0.130658	0.125186	0.245213	0.247674	0.227757	0.265535	0.26825	0.297807	0.27415	0.110868	0.173663	0.058466	0.396527	0.0691732	0.0130529	0.0656785	0.270244	0.0577781	0.0571548	0.127419	0.0511162	0.0798665	0.0298132	0.177133	0.146075	0.000547618	0.275108	0.0149864	0.0980103	0.13374	0.0828068	0.165016	0.265038	0.0246533	0.402225	0.0456052	0.0350053	0.431697	0.0608142	0.075391	0.366174	0.926937	2.6315	0.370003	0.365573	0.0610598	0.203365	0.3690534	7.275608
1899	1	-13147.5	-13106.9	-40.5774	0.6773281	0.330025	0.104026	0.185072	0.197153	0.24338	0.151221	0.223049	0.184709	0.188484	0.337965	0.111289	0.143954	0.2434	0.223672	0.211702	0.446876	0.295512	0.206559	0.240606	0.104423	0.168697	0.156383	0.47323	0.139274	0.192486	0.0879359	0.0345312	0.190853	0.104132	0.187314	0.0107254	0.103685	0.0543357	0.0313349	0.0748126	0.332664	0.0533478	0.230452	0.0169956	0.142956	0.103152	0.0350669	0.0650667	0.0243483	0.414361	0.0562724	0.0217583	0.449451	0.033809	0.0693536	0.352634	0.916168	2.66184	0.365619	0.372303	0.0623561	0.199721	0.3135783	7.36251
1900	0	-13154.5	-13105.1	-49.39	0.7634501	0.413142	0.21119	0.230235	0.169555	0.264989	0.201772	0.266031	0.254026	0.108323	0.375653	0.123661	0.207361	0.234117	0.274024	0.234665	0.355555	0.348475	0.27254	0.313683	0.145659	0.199218	0.178719	0.596894	0.0103375	0.0772362	0.0192968	0.26558	0.034424	0.0790758	0.134659	0.0379759	0.0911985	0.0932308	0.22888	0.0916418	0.000127552	0.292049	0.0537723	0.251065	0.0531605	0.0777491	0.16265	0.210174	0.0276954	0.39065	0.0493105	0.0282354	0.462154	0.0419544	0.0877612	0.391992	0.946289	2.57396	0.376582	0.356219	0.0599402	0.207259	0.3522205	8.243769
1901	1	-13160.5	-13123.6	-36.9062	0.6018896	0.288408	0.163549	0.191416	0.186064	0.286738	0.0960847	0.282209	0.245282	0.119587	0.37449	0.111249	0.166994	0.177451	0.258214	0.206513	0.270459	0.233573	0.237319	0.338152	0.0330024	0.149778	0.109509	0.457576	0.0783259	0.185324	0.0901986	0.0665167	0.0926972	0.0534243	0.234681	0.0633554	0.0467804	0.0702232	0.0152096	0.0367144	0.215708	0.0612242	0.172973	0.012898	0.150841	0.173847	0.0610476	0.129783	0.0250457	0.391923	0.0583505	0.0206233	0.46391	0.040148	0.053498	0.313321	0.88228	2.7509	0.356506	0.376062	0.0613101	0.206122	0.3266009	6.99539
1902	0	-13156.3	-13108.5	-47.832	0.5575108	0.429994	0.190777	0.291268	0.184254	0.235036	0.200227	0.29595	0.179016	0.160279	0.3955	0.144641	0.16776	0.243634	0.288308	0.228122	0.385943	0.334733	0.26193	0.220318	0.133975	0.27944	0.108546	0.633671	0.0462396	0.0466133	0.0867091	0.199734	0.0311901	0.0407903	0.124876	0.0260292	0.0465089	0.0322565	0.26251	0.0649713	0.000672071	0.277849	0.0696452	0.180852	0.0764487	0.088036	0.131479	0.261235	0.0224093	0.32795	0.0542051	0.0342928	0.516665	0.0444783	0.0444806	0.287812	0.857991	2.80972	0.367655	0.355259	0.0678338	0.209252	0.3180428	8.087968
1903	1	-13142.9	-13099.5	-43.3429	0.7418698	0.383518	0.165866	0.18775	0.167033	0.328816	0.113889	0.264923	0.132205	0.155022	0.371331	0.140469	0.205778	0.231675	0.310772	0.237283	0.356045	0.276694	0.184583	0.308327	0.0937706	0.139589	0.177571	0.539576	0.079385	0.246682	0.0841342	0.0468954	0.156202	0.0586277	0.1897	0.0850224	0.102456	0.0869748	0.0265014	0.0594534	0.244373	0.0376851	0.254897	0.0242632	0.116983	0.134621	0.0446606	0.0870552	0.0279769	0.386689	0.0416244	0.0258608	0.457715	0.0601335	0.0831448	0.382634	0.939448	2.59477	0.362332	0.363883	0.0609134	0.212871	0.3748171	7.639056
1904	0	-13150.9	-13108.4	-42.5215	0.5998167	0.356054	0.17462	0.280091	0.112512	0.230922	0.192224	0.332566	0.160567	0.131911	0.35006	0.109125	0.156058	0.229186	0.321213	0.189747	0.341737	0.287506	0.233228	0.231733	0.123504	0.168321	0.147622	0.598071	0.0125539	0.0375711	0.0473435	0.331371	0.0195237	0.054526	0.106497	0.0160046	0.0496766	0.0327115	0.263233	0.0530527	0.0161985	0.237066	0.0373514	0.24884	0.0605674	0.114873	0.154694	0.204677	0.0232141	0.38455	0.0509764	0.0246627	0.457246	0.0593507	0.0530703	0.31217	0.881225	2.75353	0.367662	0.362296	0.0629576	0.207084	0.3246043	7.55691
1905	1	-13158.8	-13119.1	-39.7506	0.7927918	0.383259	0.161479	0.237087	0.133224	0.26328	0.247262	0.251872	0.109293	0.153873	0.341278	0.126768	0.16084	0.222462	0.216887	0.216482	0.30626	0.384427	0.242705	0.370971	0.102586	0.131169	0.144183	0.482021	0.0875461	0.314593	0.0605872	0.0865771	0.0910697	0.0417145	0.13729	0.0209356	0.0902478	0.080827	0.0221668	0.089966	0.245868	0.0504164	0.158211	0.0343378	0.103311	0.0846636	0.0337391	0.0560932	0.0336299	0.429735	0.0507237	0.0166293	0.408308	0.0609738	0.094024	0.404216	0.954937	2.54682	0.330923	0.386879	0.0628856	0.219312	0.354731	7.279828
1906	0	-13149.4	-13103.2	-46.1264	0.7549211	0.342509	0.169431	0.244863	0.152712	0.268471	0.140783	0.258634	0.182421	0.193716	0.405557	0.120306	0.106362	0.261575	0.274286	0.271153	0.397727	0.331726	0.205047	0.258472	0.055081	0.143139	0.119657	0.600256	0.0301154	0.0585197	0.0712579	0.229324	0.108878	0.105388	0.13042	0.0344792	0.0909348	0.0982417	0.263233	0.0935362	0.0130674	0.20643	0.0803356	0.212636	0.108557	0.081964	0.117708	0.278492	0.0233603	0.384573	0.0552489	0.0249131	0.45898	0.0529245	0.0859373	0.388331	0.943636	2.58209	0.372625	0.361163	0.0657483	0.200463	0.3532183	7.917403
1907	1	-13138.1	-13103.5	-34.6007	0.8629222	0.22923	0.122654	0.22	0.134548	0.233398	0.130642	0.222435	0.14187	0.149004	0.426828	0.102701	0.124797	0.215733	0.217865	0.161948	0.341275	0.28474	0.225849	0.2498	0.117096	0.187737	0.116749	0.523646	0.0982607	0.224446	0.0660599	0.0438284	0.157405	0.0526404	0.155194	0.0202114	0.099324	0.0474873	0.0253677	0.0262082	0.219861	0.0396624	0.20965	0.0552007	0.144141	0.103929	0.0506989	0.0447146	0.0360592	0.41983	0.0499182	0.0194927	0.421784	0.052916	0.10886	0.431285	0.972973	2.48688	0.343396	0.380523	0.0590802	0.217001	0.3741888	6.764835
1908	0	-13158.5	-13111.7	-46.7584	0.6848408	0.313391	0.145252	0.210389	0.181934	0.293341	0.121521	0.284051	0.157387	0.215251	0.447617	0.0924976	0.189671	0.256389	0.256373	0.210854	0.352363	0.331726	0.324981	0.279599	0.0988299	0.271161	0.15007	0.585391	0.0301154	0.0750005	0.121578	0.228624	0.0408242	0.0278792	0.155769	0.0170112	0.126479	0.0884642	0.184564	0.0391298	0.00344605	0.335198	0.0662796	0.182301	0.0653678	0.122275	0.111132	0.189125	0.020053	0.343612	0.0521625	0.01982	0.502485	0.0618674	0.0709536	0.356289	0.919119	2.65364	0.372569	0.36195	0.0655484	0.199933	0.3839103	7.980604
1909	1	-13144.2	-13114.2	-30.0164	0.8081468	0.256235	0.10571	0.190297	0.130944	0.196024	0.163003	0.244415	0.126546	0.15539	0.299003	0.123606	0.0758308	0.207153	0.229994	0.208662	0.280903	0.249673	0.212179	0.26974	0.092545	0.152393	0.0712382	0.490415	0.0674099	0.255103	0.0587571	0.0573949	0.144651	0.0417417	0.152037	0.0196475	0.0723371	0.0408753	0.00189127	0.0542715	0.184028	0.0911166	0.189846	0.0552007	0.0635096	0.143601	0.0211766	0.05991	0.0386832	0.413007	0.0460201	0.0246825	0.415002	0.0626051	0.0972911	0.410393	0.959187	2.53313	0.335988	0.37472	0.0668398	0.222451	0.3561499	6.306405
1910	0	-13151.4	-13103.9	-47.4588	0.7521435	0.35191	0.237856	0.203505	0.13564	0.293105	0.243204	0.298734	0.164306	0.188928	0.383965	0.100873	0.2338	0.229117	0.277411	0.282768	0.476503	0.330191	0.239719	0.252418	0.0927363	0.128453	0.14365	0.611377	0.066371	0.0421944	0.0299757	0.249642	0.088531	0.0238027	0.126744	0.0201607	0.0799403	0.0688148	0.202074	0.0703611	0.0913828	0.267723	0.0506933	0.225618	0.066401	0.0501951	0.165092	0.164758	0.0190106	0.341272	0.0624211	0.0271153	0.500233	0.0499482	0.0853431	0.387129	0.942758	2.58477	0.367195	0.368776	0.0638438	0.200185	0.3592621	8.050642
1911	1	-13164.6	-13126.8	-37.8086	0.854125	0.329609	0.103964	0.261528	0.105272	0.163393	0.131194	0.289488	0.188417	0.198616	0.346789	0.136313	0.144547	0.207595	0.209842	0.246406	0.363235	0.239519	0.225497	0.267805	0.092545	0.0992374	0.107384	0.445559	0.0593977	0.299348	0.0997087	0.0441978	0.188983	0.109725	0.171797	0.094371	0.026198	0.0578743	0.0626183	0.0551423	0.25527	0.0485744	0.173766	0.129352	0.0928432	0.0807364	0.0689297	0.0630393	0.0320824	0.393371	0.0415366	0.0158444	0.434492	0.0826732	0.107013	0.428046	0.970893	2.49405	0.353233	0.368554	0.0638198	0.214393	0.3846854	7.085625
