Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
1755	1	-13144.2	-13106.6	-37.6536	0.8747106	0.266435	0.1513	0.257422	0.141781	0.234827	0.164905	0.243811	0.18389	0.164517	0.439024	0.126946	0.156934	0.239002	0.244023	0.221024	0.4112	0.326179	0.221339	0.24627	0.130766	0.181369	0.180693	0.465379	0.077213	0.153018	0.0942146	0.0934973	0.0386588	0.0365899	0.0849553	0.248429	0.171123	0.0617459	0.0539138	0.060738	0.045096	0.0702519	0.0589032	0.0515735	0.159452	0.075292	0.0751413	0.224485	0.111329	0.43556	0.975685	2.47743	11.50143	0.345273	0.377216	0.0576227	0.219889	0.3524343	7.333328
1756	0	-13159.2	-13125.4	-33.8127	0.8857226	0.316936	0.138084	0.165883	0.19059	0.20713	0.167324	0.286149	0.169655	0.185112	0.409099	0.143231	0.143591	0.271717	0.231951	0.207411	0.250968	0.27664	0.188637	0.243658	0.0593953	0.0917641	0.0846722	0.527512	0.0728058	0.12772	0.0700222	0.0195642	0.0962643	0.227655	0.0782872	0.068468	0.0129928	0.145152	0.110778	0.0365867	0.277873	0.0259348	0.00950884	0.0421073	0.157573	0.0191397	0.0908939	0.310104	0.113627	0.439487	0.978144	2.46874	11.42605	0.346389	0.37014	0.0577042	0.225767	0.3892155	6.956539
1757	1	-13152.5	-13110.2	-42.3172	0.7867576	0.278468	0.192366	0.242901	0.160935	0.302472	0.134036	0.325476	0.0936771	0.201762	0.406249	0.146346	0.127287	0.324235	0.272588	0.261869	0.378732	0.260556	0.283339	0.274919	0.1089	0.145971	0.132683	0.483522	0.0226984	0.206713	0.0518924	0.113339	0.0528051	0.00740762	0.0745934	0.219325	0.306868	0.0712938	0.0631575	0.0744958	0.101453	0.103024	0.0629795	0.078616	0.211927	0.110884	0.0437763	0.246541	0.0927379	0.401747	0.953217	2.5523	11.23752	0.351085	0.369796	0.0651184	0.214001	0.3428476	7.763077
1758	0	-13150.5	-13112.2	-38.3209	0.8792988	0.337755	0.181243	0.220498	0.183234	0.212709	0.190322	0.271064	0.204401	0.0998364	0.476472	0.129374	0.121963	0.262653	0.256788	0.23518	0.363147	0.322499	0.215925	0.265016	0.0947894	0.195743	0.12288	0.550919	0.0430254	0.0907047	0.0510992	0.0332277	0.0928476	0.158543	0.061131	0.0719129	0.010112	0.121691	0.0724854	0.0352845	0.277873	0.0309501	0.051194	0.0610589	0.219117	0.114201	0.0613175	0.240856	0.112287	0.437204	0.976719	2.47379	11.14231	0.347863	0.364665	0.0628285	0.224643	0.3838799	7.413044
1759	1	-13142.9	-13111.2	-31.6997	0.7796228	0.27278	0.146065	0.18885	0.133976	0.201333	0.193261	0.259504	0.158151	0.106527	0.39201	0.161597	0.125392	0.204826	0.256772	0.222009	0.309502	0.313611	0.251193	0.213828	0.105775	0.109401	0.0726003	0.445067	0.0403735	0.166358	0.0368159	0.100617	0.0327051	0.0818748	0.0548481	0.157391	0.165622	0.107105	0.108879	0.0522758	0.0235251	0.125465	0.030917	0.120546	0.150072	0.0805766	0.0155226	0.216513	0.0912159	0.398799	0.951145	2.55884	10.76207	0.347959	0.369741	0.0624192	0.219881	0.3765959	6.712032
1760	0	-13153.7	-13117.3	-36.3174	0.7875301	0.334309	0.141685	0.279363	0.176107	0.21114	0.178106	0.249903	0.186075	0.135617	0.359693	0.125798	0.135536	0.249954	0.195076	0.212406	0.36257	0.331719	0.198798	0.265599	0.131951	0.120901	0.0896729	0.465241	0.125998	0.127267	0.0598493	0.0168331	0.0411035	0.105685	0.126051	0.0397821	0.000655009	0.127197	0.0550239	0.0809993	0.185493	0.117135	0.0516954	0.0488247	0.254811	0.0968351	0.0929237	0.275585	0.0929026	0.402065	0.953439	2.55159	11.12464	0.341759	0.372601	0.0599631	0.225677	0.3359284	7.16697
1761	1	-13153.8	-13114.1	-39.6689	0.7800999	0.348011	0.167113	0.241828	0.145771	0.219506	0.219626	0.380563	0.210377	0.210432	0.313889	0.104101	0.183366	0.208246	0.285086	0.218964	0.349079	0.328401	0.260662	0.23305	0.107516	0.114043	0.116667	0.565825	0.0894799	0.16211	0.0140397	0.164125	0.068872	0.0196016	0.0675294	0.182097	0.180192	0.0811993	0.0673896	0.0642433	0.0353423	0.113058	0.0503633	0.110128	0.152492	0.0676159	0.0233751	0.236796	0.0913177	0.398997	0.951285	2.5584	11.64918	0.345605	0.37988	0.057406	0.21711	0.3373229	7.48217
1762	0	-13143.3	-13110	-33.2933	0.770709	0.346158	0.14541	0.184179	0.140477	0.203013	0.160811	0.26037	0.147031	0.155346	0.330254	0.100517	0.145554	0.285535	0.278119	0.231938	0.371555	0.221809	0.202898	0.234375	0.0955845	0.15103	0.08446	0.479402	0.0734033	0.138971	0.0931788	0.00268648	0.0415109	0.161541	0.0835274	0.085652	0.0102307	0.137554	0.0468806	0.0330663	0.176801	0.019298	0.019127	0.0891038	0.283916	0.0763006	0.121628	0.199091	0.0893125	0.395068	0.948496	2.56712	11.31483	0.352436	0.375834	0.055482	0.216248	0.3438025	6.849292
1763	1	-13140.3	-13108.7	-31.5814	0.8091088	0.311021	0.112673	0.190235	0.163574	0.227046	0.195635	0.186652	0.171286	0.149867	0.273238	0.0989264	0.187002	0.215271	0.236243	0.193828	0.333498	0.328401	0.233043	0.202243	0.118263	0.158597	0.118533	0.54854	0.0365158	0.195211	0.0621482	0.0677027	0.0540676	0.0196016	0.0805886	0.225849	0.141758	0.0536989	0.0780619	0.0502421	0.0397542	0.088144	0.0580262	0.0571824	0.154529	0.0398094	0.0277663	0.229873	0.0974955	0.410776	0.959447	2.53228	10.83026	0.346996	0.37071	0.0608053	0.221489	0.3506964	6.714147
1764	0	-13139.3	-13103.9	-35.473	0.8865752	0.319927	0.155282	0.212003	0.142783	0.175491	0.18473	0.269567	0.149572	0.165184	0.364946	0.12745	0.141979	0.253919	0.225005	0.223197	0.345097	0.280446	0.195329	0.303639	0.111907	0.187937	0.117647	0.627455	0.102863	0.125915	0.0876349	0.00440885	0.0284082	0.121041	0.0763294	0.0620198	0.00929126	0.199478	0.0695021	0.0210727	0.239006	0.034797	0.0278442	0.0906267	0.182317	0.0709344	0.113897	0.184301	0.113805	0.439788	0.978332	2.46808	11.12212	0.344468	0.373921	0.0581728	0.223437	0.3889279	7.132183
1765	1	-13147.3	-13116.8	-30.4281	0.933929	0.287101	0.117663	0.174576	0.187945	0.172128	0.139237	0.250065	0.141446	0.149867	0.368662	0.123955	0.111961	0.227225	0.185072	0.193828	0.352056	0.294661	0.200965	0.219858	0.117286	0.129068	0.0653785	0.635547	0.0237866	0.178258	0.0661288	0.0665379	0.0207023	0.0406054	0.0702336	0.222192	0.242078	0.0663778	0.0339081	0.067728	0.00523648	0.0872973	0.0213206	0.0883738	0.138297	0.0521972	0.0247934	0.307739	0.12359	0.45595	0.988127	2.43233	10.44682	0.342203	0.379351	0.0570629	0.221383	0.3855498	6.669342
1766	0	-13141	-13106.9	-34.0602	0.9716312	0.310623	0.114475	0.182716	0.186328	0.20185	0.170519	0.216412	0.145586	0.16265	0.395377	0.125662	0.141979	0.231526	0.215189	0.235064	0.363673	0.267026	0.255007	0.274684	0.105912	0.138476	0.0923134	0.462969	0.0866743	0.101048	0.0838097	0.00864269	0.100449	0.139662	0.0951586	0.0632805	0.0503372	0.159919	0.0496054	0.0531434	0.158002	0.0617188	0.0297274	0.0884264	0.248396	0.0968564	0.0991545	0.250753	0.131259	0.468056	0.995136	2.40555	11.30827	0.34991	0.367796	0.0632953	0.218999	0.3685144	7.02078
1767	1	-13144.7	-13113	-31.7142	0.843788	0.286844	0.150553	0.159001	0.129667	0.200916	0.184917	0.232577	0.202734	0.167991	0.368942	0.126186	0.140737	0.190318	0.179727	0.202089	0.304287	0.296059	0.249096	0.275578	0.078572	0.181436	0.126213	0.420463	0.0429812	0.183915	0.0521262	0.143082	0.0296186	0.0354045	0.0732322	0.205813	0.232102	0.0889095	0.0341436	0.0820682	0.021722	0.110767	0.0252124	0.0890485	0.158629	0.0535605	0.0283359	0.214508	0.104836	0.424184	0.968387	2.50259	10.35868	0.325509	0.385781	0.0638801	0.22483	0.3768514	6.760084
1768	0	-13141.9	-13113.8	-28.1485	0.9338737	0.315505	0.132287	0.181951	0.132428	0.212364	0.117626	0.227	0.171983	0.100676	0.269017	0.096446	0.140075	0.219466	0.276874	0.168111	0.280228	0.251342	0.220835	0.224733	0.128668	0.129914	0.0622467	0.447776	0.0683112	0.115664	0.0420775	0.067826	0.0629755	0.158132	0.0521345	0.0264294	0.0461455	0.159919	0.0793249	0.0531434	0.196407	0.0603256	0.0592313	0.0807943	0.203489	0.100126	0.0909712	0.185861	0.123578	0.455932	0.988116	2.43237	11.23225	0.349108	0.366432	0.0627985	0.221661	0.3980089	6.416837
1769	1	-13147.7	-13110.4	-37.282	0.9237039	0.402247	0.137487	0.199709	0.11184	0.225026	0.150759	0.26896	0.146958	0.184487	0.373939	0.151206	0.140737	0.274694	0.230091	0.173081	0.320202	0.335322	0.202992	0.327066	0.101054	0.169762	0.126213	0.544914	0.0709443	0.15594	0.0789667	0.124824	0.0336341	0.0325981	0.104987	0.176569	0.265025	0.0817583	0.0763675	0.0801819	0.0520661	0.0242197	0.0675409	0.0615348	0.187994	0.0642855	0.0179605	0.2711	0.12149	0.452554	0.986111	2.43985	11.18954	0.345356	0.370788	0.0618084	0.222048	0.382651	7.327243
1770	0	-13146.7	-13114	-32.6828	0.9575338	0.356559	0.156815	0.233684	0.142732	0.214032	0.178763	0.226994	0.147771	0.179605	0.342655	0.164094	0.108347	0.251267	0.241482	0.258617	0.316665	0.243613	0.204898	0.226862	0.103871	0.166695	0.104943	0.569393	0.0778276	0.128172	0.0828694	0.018713	0.0291778	0.157669	0.0596963	0.0531499	0.0101065	0.139115	0.0428426	0.0505427	0.182815	0.0421323	0.0654688	0.0749827	0.174771	0.124775	0.0855372	0.167299	0.128405	0.463605	0.992591	2.4154	10.33312	0.334198	0.375496	0.0673153	0.222991	0.3952321	6.90802
1771	1	-13150	-13118.6	-31.3946	0.6073111	0.258886	0.105302	0.156921	0.152836	0.24655	0.150196	0.218718	0.180892	0.118743	0.415137	0.0968656	0.159289	0.208612	0.21766	0.187078	0.249506	0.255898	0.174741	0.220267	0.0986123	0.165029	0.104345	0.571532	0.0466019	0.166041	0.0864877	0.0992698	0.0247105	0.0145816	0.105087	0.212744	0.163317	0.0820765	0.0596232	0.050183	0.044815	0.0633135	0.0187385	0.0969314	0.139593	0.0909717	0.0431421	0.213547	0.0546194	0.316312	0.885003	2.74407	11.6656	0.355159	0.36937	0.0620976	0.213374	0.3617783	6.535391
1772	0	-13149.7	-13119.8	-29.9369	0.9002674	0.317985	0.191226	0.164435	0.132819	0.220555	0.121495	0.259918	0.145832	0.138218	0.398691	0.138645	0.144126	0.171464	0.246372	0.241243	0.352742	0.293764	0.181619	0.253867	0.130032	0.156477	0.128462	0.338619	0.0326269	0.088578	0.112319	0.0183058	0.0521121	0.141995	0.0809004	0.0531499	0.0184958	0.0893442	0.0649823	0.0505927	0.215821	0.069121	0.0762644	0.0688018	0.185968	0.0484902	0.090256	0.193811	0.11665	0.444576	0.981287	2.45749	9.995292	0.340733	0.361949	0.066424	0.230894	0.3477941	6.620541
1773	1	-13155.1	-13123	-32.0192	0.9558418	0.202308	0.105611	0.184019	0.135522	0.208543	0.158647	0.301259	0.18129	0.116667	0.30462	0.0870817	0.159289	0.244971	0.294271	0.18798	0.350523	0.257529	0.228193	0.257718	0.0823654	0.167896	0.149227	0.492282	0.092453	0.160895	0.0322772	0.097285	0.0342107	0.0294166	0.00773287	0.150902	0.147678	0.103664	0.0811001	0.0858142	0.0389852	0.191293	0.0347284	0.0974874	0.150451	0.0632123	0.0896652	0.262372	0.128061	0.463064	0.99228	2.41659	11.34352	0.350316	0.366199	0.063475	0.220011	0.3842714	6.809437
1774	0	-13146.8	-13116.3	-30.5115	0.8464742	0.287521	0.168679	0.148801	0.146901	0.200589	0.177015	0.265364	0.148786	0.140376	0.367821	0.108866	0.150219	0.226952	0.21462	0.264627	0.274617	0.263185	0.216539	0.268928	0.086882	0.135032	0.107499	0.428032	0.0741183	0.0671015	0.0587016	0.0229324	0.0377283	0.171029	0.0605317	0.0566988	0.0204014	0.14853	0.0562439	0.0640038	0.215821	0.0132735	0.0775076	0.0777133	0.215536	0.0876774	0.121876	0.181313	0.105403	0.425193	0.969045	2.50036	10.81717	0.351001	0.375694	0.0647186	0.208587	0.3441604	6.626591
1775	1	-13161.6	-13122.9	-38.6817	0.9441113	0.327295	0.124142	0.184019	0.104714	0.257226	0.229319	0.328159	0.193699	0.159798	0.28049	0.128063	0.144471	0.220246	0.245715	0.271459	0.570021	0.274206	0.262929	0.313936	0.0697272	0.14515	0.139654	0.569823	0.092453	0.255644	0.0431747	0.112768	0.0551259	0.018717	0.0292857	0.150936	0.156799	0.105834	0.0639362	0.0511469	0.0429613	0.119019	0.043901	0.047826	0.161374	0.0656974	0.0459262	0.259572	0.125672	0.459283	0.990085	2.42496	11.49718	0.339534	0.378403	0.0615463	0.220517	0.3910129	7.466356
1776	0	-13148.3	-13117.2	-31.1637	0.9201672	0.293905	0.160684	0.222929	0.086531	0.236049	0.149032	0.228449	0.167637	0.118986	0.278304	0.108866	0.182735	0.178488	0.251482	0.192672	0.291963	0.305174	0.202785	0.25586	0.152835	0.1704	0.0923724	0.564636	0.0425552	0.0624512	0.0570691	0.0170336	0.0238114	0.149758	0.074952	0.0764745	0.0404006	0.14853	0.0737292	0.0640038	0.280073	0.0443693	0.0171178	0.032244	0.218231	0.0796919	0.160605	0.171346	0.120763	0.451367	0.985401	2.44247	10.75971	0.357803	0.363889	0.0605916	0.217717	0.3717397	6.72722
1777	1	-13156.3	-13119.6	-36.6556	0.8213522	0.261083	0.0996629	0.241634	0.133199	0.211453	0.188388	0.227136	0.192467	0.171354	0.426237	0.117547	0.164918	0.192898	0.232749	0.266867	0.343746	0.300573	0.297704	0.286045	0.10979	0.158248	0.0975283	0.500888	0.0298231	0.131386	0.0477349	0.109758	0.0496042	0.0840658	0.0725705	0.150936	0.142887	0.085735	0.084294	0.0866076	0.0455901	0.0634143	0.0679191	0.116169	0.161374	0.106179	0.0459262	0.307916	0.100093	0.415591	0.9627	2.52162	11.34977	0.335696	0.379657	0.0650385	0.219608	0.3734038	7.212009
1778	0	-13152.7	-13126.2	-26.5561	0.8908935	0.203944	0.108914	0.166536	0.10768	0.220173	0.106884	0.224905	0.12552	0.191172	0.35548	0.139972	0.144264	0.249475	0.189361	0.153911	0.321717	0.264553	0.223552	0.217449	0.121454	0.130013	0.0694677	0.538442	0.0795165	0.0877873	0.0707435	0.0346634	0.0239937	0.169702	0.113353	0.0549887	0.0264577	0.182411	0.0389432	0.0136398	0.230472	0.000633636	0.00335365	0.0172901	0.189832	0.0641498	0.0799463	0.22826	0.114704	0.441309	0.979275	2.46471	9.794376	0.347551	0.363152	0.0577392	0.231558	0.379274	6.284976
1779	1	-13146	-13116.3	-29.6645	1.003766	0.297911	0.123378	0.171998	0.157194	0.190467	0.136107	0.247803	0.10805	0.150773	0.279461	0.106592	0.165052	0.242563	0.218179	0.163433	0.303741	0.295003	0.186635	0.219985	0.084956	0.124053	0.0858894	0.425761	0.0669939	0.185398	0.0500466	0.0956212	0.0450193	0.0261741	0.0494324	0.186613	0.228301	0.122819	0.0392544	0.0656107	0.0621272	0.0969605	0.0532661	0.116169	0.233026	0.049624	0.00967666	0.316822	0.137705	0.477881	1.00062	2.38379	11.61879	0.351533	0.365168	0.0619231	0.221376	0.4054038	6.583939
1780	0	-13143.3	-13116.3	-27.0675	0.9863782	0.325034	0.130197	0.170055	0.195233	0.205603	0.154654	0.204783	0.135266	0.12856	0.320861	0.0916146	0.13131	0.260133	0.290893	0.185256	0.326989	0.225022	0.230272	0.226331	0.112535	0.165376	0.106347	0.41911	0.0735903	0.0979699	0.0420394	0.0199662	0.0548592	0.130661	0.0515702	0.0981914	0.0118476	0.190916	0.0567398	0.0334977	0.173767	0.0331044	0.0564976	0.0556578	0.169518	0.076881	0.0865948	0.119205	0.134228	0.472619	0.997706	2.39545	9.818963	0.331107	0.377067	0.0610837	0.230742	0.365643	6.374505
1781	1	-13144.8	-13113	-31.7988	0.9783729	0.296307	0.166529	0.191064	0.182813	0.219593	0.16044	0.214907	0.148344	0.177799	0.367715	0.11777	0.154864	0.186886	0.261723	0.214036	0.369066	0.255955	0.199031	0.270898	0.0552668	0.180192	0.0974522	0.531893	0.0169766	0.100714	0.0725872	0.13036	0.00585024	0.0483634	0.0984058	0.19665	0.245513	0.0552432	0.0710702	0.0837044	0.0621272	0.0474196	0.0298076	0.0769581	0.116176	0.0744524	0.0406575	0.237136	0.132619	0.470153	0.996322	2.40091	10.24037	0.343092	0.379111	0.0603076	0.21749	0.364875	6.830716
1782	0	-13153.8	-13120.6	-33.214	0.8243086	0.290214	0.188856	0.150874	0.129794	0.219287	0.187125	0.162437	0.222089	0.12227	0.355462	0.140447	0.131558	0.20327	0.242525	0.209381	0.405243	0.266993	0.242093	0.266216	0.0781773	0.192799	0.137357	0.495969	0.0757525	0.0971247	0.0550857	0.0213629	0.0298729	0.153433	0.119912	0.069785	0.00293304	0.175848	0.10689	0.0612401	0.248047	0.0325227	0.0101756	0.0888358	0.178364	0.0965123	0.0997929	0.136225	0.10072	0.41674	0.963469	2.51907	10.36282	0.349988	0.360425	0.0642891	0.225298	0.3591859	6.900152
1783	1	-13149.4	-13123.6	-25.7171	0.9744571	0.37424	0.15661	0.158825	0.139798	0.164141	0.154972	0.220253	0.115466	0.126449	0.285748	0.0943971	0.121711	0.225347	0.208492	0.225297	0.294958	0.226461	0.20968	0.229568	0.0634782	0.157508	0.0617386	0.617931	0.0172188	0.131941	0.0666824	0.0986674	0.0028547	0.0204457	0.0749688	0.150666	0.205511	0.0294378	0.0434352	0.0358608	0.0515605	0.113865	0.0832014	0.0558202	0.134001	0.0685192	0.0148362	0.214541	0.13183	0.468937	0.995635	2.4036	9.459907	0.339311	0.369165	0.0632012	0.228323	0.3531066	6.247102
1784	0	-13136.4	-13103.8	-32.5736	0.8995254	0.340981	0.164	0.173866	0.179863	0.206495	0.149509	0.260832	0.165494	0.152842	0.321871	0.0945397	0.159472	0.266686	0.204711	0.198099	0.340836	0.277671	0.252904	0.263279	0.114928	0.153454	0.0998914	0.527774	0.086278	0.0835888	0.0847847	0.0141561	0.0300209	0.157243	0.0607877	0.0658101	0.00202538	0.166148	0.0527188	0.0788716	0.213391	0.0325227	0.0323752	0.0433215	0.22584	0.0659948	0.110732	0.168315	0.116496	0.444319	0.981129	2.45805	11.22397	0.344977	0.373541	0.0622148	0.219267	0.3510932	6.844923
1785	1	-13148.8	-13125.3	-23.5145	0.9472425	0.215827	0.115523	0.158825	0.132288	0.177358	0.150181	0.190454	0.138543	0.146011	0.311449	0.0711739	0.139781	0.190696	0.306442	0.181414	0.362411	0.204473	0.186953	0.182872	0.0988244	0.148573	0.0958811	0.464656	0.0105737	0.170869	0.0491837	0.143603	0.048876	0.0044437	0.0473945	0.146392	0.149171	0.0421652	0.0707748	0.0891108	0.0199052	0.0829439	0.0304635	0.0977225	0.138021	0.043367	0.0563345	0.17666	0.126311	0.460299	0.990677	2.42271	10.28652	0.34281	0.374507	0.0635478	0.219135	0.392218	5.988586
1786	0	-13148.6	-13118.3	-30.3284	0.9169041	0.341257	0.14959	0.169642	0.167528	0.185857	0.133492	0.213237	0.139824	0.149982	0.306162	0.149222	0.0901845	0.232839	0.224051	0.188168	0.311981	0.262763	0.164999	0.216302	0.0899772	0.158251	0.162123	0.567837	0.0530888	0.136048	0.0768323	0.00651399	0.0571558	0.131077	0.097325	0.107409	0.0275046	0.13786	0.0602783	0.0176251	0.201533	0.0480252	0.0861615	0.0885408	0.2541	0.0810778	0.073345	0.145444	0.12009	0.450267	0.98474	2.4449	10.13809	0.330078	0.377358	0.0590596	0.233504	0.3784858	6.662215
1787	1	-13152.8	-13120.9	-31.9115	1.005902	0.303486	0.14574	0.17788	0.188826	0.216879	0.110536	0.195031	0.115202	0.138482	0.414436	0.148754	0.132179	0.225019	0.284277	0.188902	0.347158	0.221677	0.175958	0.258095	0.0710405	0.159739	0.134192	0.531256	0.0207484	0.146396	0.0981392	0.12288	0.0539945	0.0520712	0.0910219	0.205704	0.227688	0.0682154	0.00967586	0.0862325	0.0621893	0.10989	0.044987	0.0623367	0.112896	0.0873344	0.0121503	0.282908	0.13813	0.478519	1.00097	2.38238	10.55191	0.348003	0.373315	0.0677109	0.210972	0.3917644	6.842203
1788	0	-13152.7	-13122.6	-30.1142	0.806308	0.275381	0.119531	0.18738	0.118393	0.256255	0.142214	0.216177	0.142256	0.173046	0.358003	0.126744	0.110546	0.180957	0.234314	0.237172	0.312716	0.292401	0.306567	0.213613	0.120515	0.156239	0.110702	0.420066	0.11117	0.0489391	0.0811786	0.00506487	0.0130281	0.150183	0.086892	0.0375558	0.015774	0.166643	0.0693519	0.0136782	0.246339	0.0532789	0.0351421	0.0675048	0.234564	0.0788767	0.115195	0.157208	0.0969003	0.409661	0.958688	2.53475	9.814887	0.354639	0.37111	0.0634691	0.210781	0.3918222	6.598753
1789	1	-13142.7	-13108.1	-34.5603	0.9390293	0.404378	0.139511	0.182317	0.150726	0.205781	0.176832	0.232347	0.14678	0.148065	0.341582	0.110999	0.142256	0.189263	0.224506	0.227045	0.385776	0.284628	0.21928	0.253044	0.100226	0.145518	0.105699	0.534665	0.084837	0.169403	0.0448652	0.157861	0.0854408	0.0286595	0.0610211	0.134678	0.246955	0.0575522	0.0598909	0.084123	0.0344627	0.144069	0.0330153	0.099774	0.178567	0.0497278	0.00587174	0.257854	0.124634	0.457626	0.989114	2.42863	10.91631	0.341999	0.372051	0.0641277	0.221822	0.3581532	7.069852
1790	0	-13154.9	-13123	-31.835	0.9779184	0.367969	0.137859	0.270035	0.108519	0.24614	0.130248	0.237449	0.178193	0.143468	0.459505	0.154896	0.138628	0.176773	0.225859	0.197216	0.295908	0.280505	0.23454	0.176441	0.128283	0.126423	0.100123	0.410921	0.0929683	0.115577	0.0513904	0.0392751	0.0411531	0.16785	0.0639581	0.0372587	0.02	0.150915	0.0969633	0.00853025	0.232148	0.107904	0.019111	0.0475055	0.202704	0.120037	0.101587	0.198139	0.132527	0.470013	0.996243	2.40122	10.03515	0.337054	0.368678	0.0653906	0.228878	0.3672462	6.840876
1791	1	-13149.9	-13113.7	-36.1413	0.8343656	0.436915	0.165577	0.20568	0.188617	0.188681	0.123898	0.253732	0.189533	0.12488	0.298866	0.150311	0.126702	0.187654	0.288677	0.192163	0.301934	0.296074	0.278332	0.235597	0.110094	0.118086	0.120463	0.577499	0.0783823	0.167977	0.0723684	0.104469	0.0281002	0.027739	0.0923434	0.187563	0.329766	0.0699261	0.0572338	0.0610011	0.0581478	0.110285	0.0553341	0.0830986	0.129195	0.0490876	0.00245916	0.22146	0.102848	0.42061	0.96604	2.5105	12.0702	0.352264	0.370243	0.0634781	0.214015	0.3511893	7.145904
1792	0	-13150.8	-13123.4	-27.4684	0.9127862	0.268545	0.133795	0.197028	0.165621	0.128619	0.183719	0.251674	0.131339	0.153686	0.326437	0.114707	0.15113	0.218828	0.228064	0.212681	0.264643	0.2059	0.160823	0.196873	0.07889	0.136529	0.1136	0.408452	0.0822453	0.191494	0.0594704	0.0335444	0.0420524	0.148375	0.0965089	0.0575604	0.0022553	0.204464	0.0299142	0.0240827	0.197083	0.0601592	0.0184859	0.11014	0.1794	0.0754534	0.114723	0.218827	0.119241	0.448871	0.983899	2.44799	10.03515	0.344301	0.369832	0.0598231	0.226043	0.3563727	6.377822
1793	1	-13157.6	-13125	-32.61	0.7784242	0.27703	0.0854105	0.174167	0.14796	0.232156	0.147113	0.276172	0.159122	0.162468	0.2864	0.117011	0.1745	0.222112	0.239876	0.249238	0.311024	0.214251	0.218146	0.245976	0.0911128	0.183653	0.0788752	0.587015	0.07527	0.145786	0.0554936	0.0660508	0.0419515	0.00752826	0.0188188	0.35387	0.249384	0.103889	0.0590952	0.0729052	0.0178946	0.0628091	0.0670499	0.117421	0.128834	0.0323815	0.00790915	0.238707	0.09096	0.3983	0.950792	2.55995	10.71578	0.36256	0.36009	0.0646354	0.212714	0.3809505	6.803839
1794	0	-13156	-13120.4	-35.5634	0.8279545	0.302721	0.143246	0.254459	0.175672	0.219621	0.152897	0.218617	0.146604	0.178566	0.286049	0.143325	0.131928	0.261384	0.286783	0.250151	0.355728	0.262953	0.242972	0.253138	0.0987111	0.110375	0.181117	0.516735	0.113786	0.191494	0.039687	0.0455755	0.0423653	0.127137	0.0640022	0.045584	0.00341997	0.170215	0.0133364	0.0127397	0.189658	0.0102735	0.0283044	0.0987752	0.260917	0.0812134	0.117634	0.2927	0.101492	0.41815	0.96441	2.51595	10.81589	0.345833	0.372374	0.0612056	0.220587	0.3649711	7.122571
1795	1	-13156.6	-13121.7	-34.8539	0.9248249	0.337838	0.137988	0.222148	0.154364	0.243384	0.188209	0.245311	0.17864	0.130691	0.479752	0.149433	0.120549	0.219928	0.239937	0.171954	0.361605	0.269407	0.196533	0.251343	0.0881415	0.19145	0.131624	0.523785	0.0606136	0.119185	0.0696588	0.12546	0.0430349	0.05859	0.0606168	0.198104	0.241713	0.0695369	0.0843897	0.0717319	0.0883162	0.0664142	0.0513964	0.0885201	0.10222	0.0387027	0.0150147	0.175244	0.121721	0.452928	0.986334	2.43902	11.94171	0.364011	0.355133	0.0592333	0.221622	0.4127874	7.062477
1796	0	-13144.1	-13115.2	-28.9806	1.040774	0.323724	0.134311	0.229091	0.172589	0.167187	0.118226	0.19895	0.145502	0.144595	0.381546	0.10639	0.0976851	0.238291	0.257127	0.197792	0.320811	0.24487	0.243905	0.215358	0.143187	0.139974	0.104647	0.590356	0.0511085	0.111453	0.0526457	0.0455755	0.0312294	0.168038	0.052988	0.0471001	0.00841174	0.0878748	0.0557178	0.0935693	0.19815	0.0254441	0.0165676	0.0587178	0.216055	0.0721306	0.0977548	0.17574	0.145017	0.488673	1.00644	2.35987	9.905797	0.335326	0.381323	0.0620893	0.221262	0.3801224	6.582385
1797	1	-13154.3	-13125.3	-29.0149	0.9344759	0.292423	0.130881	0.212904	0.121588	0.196232	0.10227	0.201367	0.130951	0.154877	0.313301	0.131232	0.142996	0.164943	0.202297	0.15779	0.25703	0.289484	0.221439	0.246357	0.0998733	0.148342	0.0813956	0.55449	0.0665244	0.152071	0.0652269	0.0925952	0.0409233	0.0144524	0.0645884	0.253464	0.280129	0.0785165	0.152257	0.0446206	0.0495976	0.111049	0.0669391	0.0884289	0.109768	0.0554424	0.0177576	0.168056	0.123702	0.45613	0.988234	2.43193	10.49013	0.357611	0.363738	0.0671504	0.211501	0.4193987	6.526868
