Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
7490	-13149.5	-13101.6	-47.9358	0.8136283	0.319317	0.1654	0.214719	0.178872	0.312088	0.163578	0.360931	0.157501	0.181774	0.417166	0.147588	0.118932	0.293603	0.289844	0.212288	0.464314	0.337176	0.191877	0.248702	0.124715	0.156035	0.150888	0.564413	0.035685	0.0714013	0.0487253	0.0283837	0.0245238	0.0831732	0.18909	0.0795656	0.28979	0.101692	0.236346	0.0719738	0.0709942	0.0980924	0.00776864	0.145764	0.299182	0.227603	0.116173	0.100701	0.0223207	0.464731	0.0455514	0.0405818	0.369033	0.0577815	0.0984552	0.412564	0.960661	2.52832	0.354882	0.373547	0.0569399	0.214631	0.3622363	8.098349
7500	-13156.8	-13115.8	-40.9961	0.8620823	0.343434	0.142749	0.217204	0.204346	0.24063	0.186413	0.238383	0.153226	0.117459	0.327505	0.141336	0.215547	0.283647	0.222946	0.24999	0.403473	0.271442	0.273245	0.259054	0.124715	0.216107	0.0857154	0.564413	0.0369135	0.0347579	0.00373054	0.0407225	0.0164518	0.0641157	0.205323	0.0258444	0.167371	0.122977	0.315866	0.0500688	0.0388891	0.0933426	0.0183075	0.0893385	0.204909	0.254283	0.0298702	0.108317	0.0246439	0.389644	0.0526483	0.0312071	0.439362	0.0624946	0.108684	0.430978	0.972777	2.48756	0.34622	0.386833	0.0612375	0.205709	0.3686548	7.40438
7510	-13144.2	-13105.3	-38.936	0.7942645	0.295322	0.169268	0.166207	0.204346	0.283385	0.116463	0.293245	0.180986	0.126256	0.341994	0.12325	0.122028	0.257348	0.220554	0.207199	0.357106	0.353448	0.23604	0.258049	0.0844721	0.216107	0.134483	0.46976	0.0408818	0.0457138	0.00154998	0.072361	0.0375906	0.0492422	0.140628	0.051762	0.230671	0.0768137	0.197601	0.0685812	0.0373131	0.0644627	0.0337779	0.103721	0.301173	0.218553	0.0688519	0.139795	0.0201774	0.401342	0.0490203	0.030756	0.438795	0.0599096	0.0943377	0.404815	0.955353	2.54549	0.361686	0.375833	0.0562285	0.206252	0.4023841	7.19836
7520	-13154.9	-13107.6	-47.2379	0.68181	0.358884	0.227507	0.225156	0.129236	0.212965	0.176035	0.296754	0.118689	0.165371	0.436561	0.10562	0.134184	0.23681	0.326811	0.224687	0.498644	0.320654	0.272886	0.32587	0.101864	0.179166	0.111516	0.675675	0.130752	0.0667534	0.00857939	0.0873382	0.0427479	0.0724455	0.145521	0.0129276	0.255055	0.0975686	0.253855	0.126549	0.0608992	0.0829576	0.0297561	0.114519	0.221043	0.189708	0.0821111	0.0859243	0.0216446	0.3478	0.0483519	0.0455461	0.484563	0.0520944	0.0703079	0.35482	0.917937	2.65694	0.380565	0.349477	0.0620365	0.207921	0.3396116	8.028554
7530	-13151	-13106.7	-44.2676	0.6977004	0.384309	0.131148	0.216404	0.0776257	0.282346	0.210798	0.290673	0.173622	0.169478	0.394308	0.160159	0.140116	0.31549	0.270468	0.260102	0.310299	0.267912	0.259169	0.252402	0.110504	0.144928	0.0855949	0.497067	0.049816	0.0140236	0.0385136	0.093194	0.026828	0.0693606	0.249798	0.03805	0.280386	0.128713	0.288401	0.0907263	0.0733217	0.108039	0.0274963	0.108519	0.294835	0.133988	0.0639098	0.148682	0.0276864	0.36001	0.0451525	0.0223733	0.496185	0.0485924	0.0736971	0.362443	0.924013	2.63985	0.370523	0.361521	0.0667838	0.201172	0.3672475	7.731524
7540	-13150.6	-13110.8	-39.8599	0.7412629	0.425916	0.150952	0.217596	0.0803473	0.208429	0.210798	0.278771	0.12094	0.147708	0.408032	0.165274	0.143691	0.275495	0.235764	0.256251	0.343169	0.359195	0.217606	0.219175	0.0884411	0.106943	0.0992	0.585048	0.0728516	0.0211808	0.047299	0.0829768	0.0370766	0.0681991	0.210599	0.0158807	0.263249	0.0925512	0.176956	0.048325	0.00673245	0.0245274	0.0516832	0.117732	0.222982	0.173952	0.0775707	0.133692	0.0271149	0.290253	0.0657573	0.025578	0.545775	0.0455223	0.0830149	0.382366	0.939249	2.59537	0.361149	0.367122	0.0684063	0.203322	0.3626117	7.290759
7550	-13152	-13117.8	-34.2648	0.8038476	0.31526	0.145062	0.191983	0.123728	0.21749	0.16241	0.24901	0.166	0.190262	0.378723	0.118856	0.13399	0.179515	0.300066	0.186528	0.271843	0.218937	0.202769	0.239931	0.0834942	0.160782	0.139938	0.55143	0.0963757	0.0275435	0.0134423	0.0834287	0.0603349	0.0681991	0.110949	0.0300437	0.202063	0.0471986	0.218508	0.0871658	0.0902048	0.0296266	0.0233966	0.0603257	0.203592	0.201576	0.0333258	0.115933	0.0310814	0.276056	0.067919	0.0186314	0.578537	0.0277748	0.0963772	0.408679	0.958015	2.53693	0.369678	0.359917	0.0707059	0.199699	0.382403	6.731243
7560	-13153.9	-13114.5	-39.3939	0.6692103	0.388729	0.116689	0.179309	0.145697	0.24035	0.143337	0.256226	0.181507	0.16321	0.363668	0.122311	0.116042	0.225563	0.23816	0.19609	0.439537	0.247864	0.234354	0.30603	0.0736972	0.0803661	0.0955999	0.638592	0.123066	0.0295688	0.0538716	0.031988	0.0398475	0.0867002	0.141644	0.0645555	0.169134	0.112006	0.269229	0.103879	0.0374397	0.0560746	0.0245733	0.112753	0.180981	0.201576	0.0814665	0.13087	0.026655	0.376826	0.0605522	0.0279521	0.478828	0.0291865	0.0676276	0.348633	0.912902	2.67084	0.356589	0.364028	0.0663077	0.213076	0.3480148	7.244153
7570	-13154.7	-13111.8	-42.8805	0.807777	0.299141	0.119799	0.179309	0.129455	0.239347	0.180027	0.210103	0.155678	0.242641	0.470044	0.185965	0.11363	0.259781	0.31467	0.183278	0.367795	0.281782	0.243312	0.267995	0.147093	0.164056	0.142111	0.581712	0.0712888	0.088174	0.0624395	0.0749804	0.0241566	0.0502277	0.200611	0.0482944	0.192811	0.0804213	0.213025	0.0876777	0.0634791	0.029085	0.0361355	0.142342	0.220114	0.227831	0.0724088	0.128588	0.0214349	0.34471	0.066003	0.0230239	0.495824	0.0490041	0.0972125	0.410246	0.959087	2.53345	0.364457	0.366146	0.0658503	0.203546	0.3855318	7.592812
7580	-13151.9	-13106.4	-45.4377	0.7911023	0.36098	0.147159	0.180657	0.2236	0.27311	0.164915	0.271819	0.187394	0.146646	0.347176	0.156368	0.14926	0.243557	0.252513	0.230441	0.438018	0.301271	0.23347	0.307351	0.11272	0.158714	0.104369	0.614864	0.0975454	0.103795	0.0177893	0.108548	0.0581277	0.0486361	0.220605	0.0625604	0.265296	0.0882989	0.224511	0.0652195	0.0574596	0.0904703	0.0268249	0.0818946	0.266959	0.193089	0.0898632	0.0746635	0.020643	0.327746	0.073627	0.0256255	0.508665	0.0436937	0.093664	0.403527	0.954459	2.54835	0.359592	0.370394	0.0680719	0.201942	0.3582924	7.84853
7590	-13152.1	-13107.9	-44.1917	0.8389492	0.266785	0.139897	0.196308	0.143889	0.301463	0.173341	0.294549	0.183098	0.104375	0.447586	0.138925	0.157283	0.269623	0.323705	0.198165	0.405992	0.374713	0.293325	0.253402	0.0991669	0.237434	0.153681	0.468104	0.115259	0.0211887	0.0672604	0.053555	0.00953755	0.0736449	0.152893	0.0401417	0.209583	0.0882989	0.173248	0.154418	0.0411038	0.0763597	0.0665471	0.120684	0.24378	0.173544	0.0877051	0.130369	0.024823	0.323623	0.0600711	0.0201016	0.506524	0.064857	0.103816	0.422355	0.967189	2.50664	0.36749	0.364509	0.0678184	0.200183	0.3531936	7.723931
7600	-13155	-13110.2	-44.796	0.6915606	0.272903	0.207116	0.196228	0.129445	0.341662	0.200553	0.255212	0.208034	0.176922	0.425278	0.126369	0.179364	0.273119	0.334414	0.19132	0.391805	0.276237	0.236932	0.296164	0.11275	0.140511	0.12905	0.499762	0.046023	0.0304546	0.0672604	0.149942	0.0166861	0.0555873	0.185247	0.04631	0.244464	0.118163	0.227875	0.0961792	0.0414451	0.0770943	0.00423133	0.0878654	0.369257	0.168325	0.0535243	0.0972797	0.0233977	0.308358	0.0615423	0.0278098	0.529158	0.0497345	0.0723866	0.359521	0.9217	2.64639	0.35804	0.376393	0.0700847	0.195482	0.3471898	7.784364
7610	-13159	-13113.7	-45.319	0.7910859	0.324596	0.14232	0.219071	0.167547	0.352261	0.174368	0.274217	0.148566	0.188264	0.426473	0.0874708	0.225662	0.24165	0.246228	0.216291	0.381305	0.29555	0.231696	0.221563	0.113977	0.118066	0.149496	0.679892	0.100329	0.0246677	0.0487383	0.0759509	0.00792682	0.0479363	0.107874	0.0372817	0.288215	0.0718844	0.198925	0.0627003	0.0939107	0.141157	0.089593	0.111502	0.319944	0.200889	0.0569956	0.12371	0.0292347	0.272553	0.0650361	0.0178363	0.559199	0.0561418	0.0936605	0.40352	0.954454	2.54837	0.368031	0.355135	0.0752836	0.201551	0.375396	7.83666
7620	-13156.4	-13121.4	-34.9593	0.9134656	0.284588	0.147141	0.149776	0.163322	0.26775	0.07326	0.26179	0.197026	0.111868	0.325233	0.197951	0.099057	0.228897	0.247366	0.192185	0.314528	0.227757	0.226566	0.269601	0.0737178	0.156906	0.098211	0.459737	0.0331628	0.0565873	0.0211353	0.0652299	0.0285682	0.0893276	0.21293	0.0372817	0.246098	0.0801813	0.25461	0.116027	0.0516818	0.079817	0.0378268	0.0997204	0.217742	0.154255	0.0249733	0.119305	0.0275852	0.378811	0.0665952	0.0233241	0.468544	0.0351401	0.119381	0.449102	0.984039	2.44748	0.36586	0.357694	0.065942	0.210503	0.3957626	6.800694
7630	-13148.2	-13109.8	-38.3943	0.8385694	0.329618	0.0976316	0.273345	0.128371	0.25598	0.122646	0.230706	0.192179	0.152633	0.339646	0.146558	0.0997629	0.228897	0.288117	0.21061	0.389952	0.311315	0.247037	0.250983	0.110687	0.150437	0.109113	0.573966	0.0844948	0.0508513	0.00475315	0.0750268	0.0140569	0.0363796	0.116529	0.0363801	0.231583	0.0958865	0.23462	0.0907804	0.032394	0.0461288	0.0653204	0.116467	0.250857	0.178184	0.0607057	0.0826058	0.0238923	0.306719	0.0583171	0.0345745	0.547221	0.0292767	0.103735	0.422211	0.967095	2.50696	0.381015	0.354456	0.0702734	0.194256	0.406976	7.144196
7640	-13159.2	-13116	-43.2378	0.7792385	0.304098	0.2032	0.216516	0.195973	0.258567	0.114924	0.285309	0.157305	0.160984	0.486696	0.161806	0.146179	0.302324	0.238978	0.213405	0.401766	0.363577	0.267206	0.300999	0.0740079	0.156868	0.144895	0.632526	0.0842162	0.0154516	0.0259398	0.0283448	0.0127076	0.0365313	0.0965884	0.0651515	0.245533	0.0958865	0.177472	0.0927123	0.0158019	0.0313274	0.0198278	0.128484	0.265172	0.236062	0.0483227	0.118901	0.0239173	0.342099	0.0534131	0.0443068	0.494797	0.0414669	0.0911338	0.398639	0.951032	2.5592	0.371315	0.366633	0.0618962	0.200155	0.3916065	7.628546
7650	-13151	-13105.2	-45.8011	0.712363	0.284823	0.183821	0.212043	0.169174	0.218392	0.151817	0.296106	0.191931	0.158414	0.395074	0.143681	0.145579	0.232425	0.246846	0.190507	0.357569	0.31898	0.213021	0.294574	0.0866268	0.184689	0.122332	0.686779	0.0608038	0.042673	0.004434	0.0711037	0.0589223	0.0740915	0.170418	0.104713	0.324811	0.10225	0.267912	0.110229	0.101315	0.0817497	0.054979	0.11875	0.255433	0.158363	0.143663	0.0930598	0.0220007	0.39982	0.0408529	0.0407564	0.456209	0.0403603	0.0768307	0.369305	0.929365	2.6245	0.376933	0.35455	0.0594894	0.209027	0.3710859	7.884875
7660	-13149.8	-13101.8	-47.9325	0.7188499	0.392604	0.141969	0.189647	0.207382	0.24931	0.172007	0.246226	0.190587	0.197076	0.398692	0.109684	0.222771	0.207898	0.275712	0.195756	0.472272	0.401898	0.258197	0.218118	0.136975	0.170313	0.13198	0.682263	0.076606	0.0296039	0.0170282	0.141035	0.0249676	0.0626092	0.169031	0.052706	0.209596	0.0659172	0.210238	0.0789214	0.0748177	0.0921401	0.054979	0.121907	0.316556	0.233762	0.0939002	0.102361	0.0270734	0.311991	0.0539907	0.0201619	0.525842	0.0609408	0.0782183	0.37229	0.931658	2.61783	0.365289	0.370184	0.0643502	0.200177	0.356524	8.098018
7670	-13161.6	-13116	-45.6317	0.6908621	0.428501	0.156633	0.211989	0.201666	0.254	0.124279	0.371592	0.16646	0.139978	0.371794	0.198092	0.129745	0.295418	0.212525	0.265506	0.369956	0.313	0.236631	0.289684	0.0711337	0.158582	0.131195	0.55962	0.0428477	0.0297978	0.00637924	0.110208	0.0623449	0.0633864	0.181137	0.0858403	0.189355	0.0444607	0.213966	0.140252	0.103154	0.0678524	0.0174083	0.126868	0.278223	0.193419	0.169278	0.0837773	0.0302221	0.330594	0.0536348	0.0200113	0.528149	0.0373888	0.0722376	0.359187	0.921435	2.64714	0.359163	0.369036	0.0630231	0.208777	0.3669621	7.867932
7680	-13151.5	-13106.7	-44.7835	0.8632665	0.387902	0.190149	0.21044	0.14426	0.256254	0.176418	0.237151	0.17255	0.215663	0.479266	0.124764	0.129433	0.261329	0.259526	0.23527	0.451985	0.28445	0.276509	0.274007	0.0784228	0.157086	0.134839	0.546908	0.0524233	0.0396266	0.0226365	0.0563505	0.0174256	0.0930403	0.219849	0.0396555	0.204057	0.0653805	0.197399	0.0881368	0.0748822	0.0521235	0.0561121	0.109513	0.27338	0.268253	0.0460903	0.122204	0.0276768	0.371687	0.0532409	0.0152534	0.468915	0.0632274	0.108933	0.431411	0.973054	2.4866	0.344131	0.379032	0.0622715	0.214565	0.322625	7.783119
7690	-13150.1	-13116.7	-33.33	0.7725418	0.333951	0.178059	0.220676	0.14426	0.162773	0.166192	0.271067	0.135254	0.176299	0.239124	0.098002	0.159379	0.204535	0.180153	0.206058	0.319331	0.340254	0.216726	0.240431	0.0876651	0.175101	0.111203	0.521529	0.0688702	0.0875957	0.0300775	0.0287428	0.016608	0.0666256	0.0991067	0.0102082	0.206466	0.0595911	0.21224	0.0415743	0.0276477	0.0856584	0.0221104	0.0834289	0.27338	0.185411	0.0525	0.091905	0.031682	0.365517	0.0517297	0.00990909	0.489183	0.0519788	0.089704	0.39584	0.949046	2.56541	0.369178	0.355645	0.0685607	0.206617	0.3918908	6.637769
7700	-13151.2	-13117	-34.244	0.9865528	0.280679	0.112905	0.162543	0.0935625	0.213034	0.139448	0.240765	0.144282	0.150908	0.236332	0.0871377	0.149061	0.207852	0.187006	0.225435	0.346617	0.31114	0.208698	0.257673	0.11079	0.147941	0.119825	0.592425	0.0744544	0.101868	0.0402723	0.0498653	0.0285797	0.0729253	0.150582	0.0240532	0.211876	0.0413993	0.263401	0.0555015	0.0296228	0.0999663	0.0161127	0.128215	0.22048	0.181242	0.0626156	0.15007	0.0375103	0.321329	0.0582345	0.0128867	0.491352	0.0786871	0.134263	0.472672	0.997736	2.39533	0.339106	0.3714	0.0700848	0.219409	0.3921709	6.729161
7710	-13136.9	-13106	-30.9541	0.8905558	0.271757	0.153831	0.164487	0.11319	0.242206	0.131672	0.220533	0.125756	0.150908	0.312608	0.0975262	0.149061	0.250563	0.235048	0.189454	0.332813	0.276375	0.246262	0.236824	0.123222	0.182556	0.0636679	0.490481	0.0632926	0.0405207	0.0449498	0.0404554	0.0129915	0.0380108	0.136147	0.0287313	0.194487	0.0638779	0.169422	0.0383501	0.0460451	0.0960979	0.0384576	0.0558863	0.217794	0.153799	0.0388853	0.121178	0.0289499	0.368198	0.0527469	0.0266687	0.450406	0.07303	0.114633	0.44119	0.979202	2.46497	0.355063	0.36491	0.0668589	0.213168	0.399614	6.40018
7720	-13144.4	-13107.9	-36.5099	0.9447994	0.336422	0.158816	0.18743	0.121685	0.255052	0.149704	0.257235	0.159172	0.150908	0.380258	0.1465	0.100874	0.264632	0.231483	0.236707	0.374472	0.303332	0.196121	0.278119	0.0578309	0.169501	0.0979754	0.521667	0.0541285	0.0176711	0.0280242	0.0577657	0.0262002	0.0546829	0.147789	0.0122977	0.214462	0.0540566	0.237884	0.0983944	0.0468637	0.0771638	0.0457532	0.0962212	0.232403	0.163243	0.0385945	0.116257	0.0231942	0.368153	0.0591609	0.0276899	0.461986	0.0598161	0.125812	0.459507	0.990215	2.42447	0.379633	0.355233	0.0599196	0.205214	0.3615122	6.955752
7730	-13152.9	-13109.9	-43.0024	0.7080738	0.304561	0.147165	0.211187	0.175301	0.272838	0.142542	0.274796	0.229183	0.203997	0.452976	0.117146	0.122813	0.3187	0.222814	0.239806	0.342379	0.342843	0.274472	0.278119	0.0866696	0.207582	0.0909057	0.521667	0.0980773	0.037549	0.0122485	0.0813901	0.0155416	0.0625212	0.18392	0.000277377	0.17092	0.117061	0.210989	0.0967906	0.0670249	0.0618537	0.0590855	0.0953207	0.268781	0.164963	0.0822781	0.13795	0.0204437	0.390558	0.0627613	0.0443109	0.453011	0.0289151	0.0759136	0.367315	0.927824	2.62895	0.343192	0.377091	0.0679818	0.211734	0.3585359	7.605004
7740	-13144.8	-13102.7	-42.1392	0.7498407	0.311515	0.168655	0.253383	0.111764	0.264371	0.161002	0.314492	0.202698	0.133996	0.366765	0.140141	0.133133	0.284115	0.222814	0.208927	0.379622	0.262789	0.236766	0.251228	0.11937	0.20289	0.141402	0.686878	0.0707959	0.0860461	0.0319758	0.052685	0.0150829	0.045481	0.220072	0.0176403	0.252922	0.0589631	0.188619	0.104207	0.0296024	0.0676151	0.0051844	0.0935626	0.305268	0.17504	0.0992786	0.0399247	0.0207274	0.396618	0.0507654	0.032027	0.444292	0.0555703	0.0848505	0.386127	0.942025	2.587	0.365982	0.367703	0.0583741	0.20794	0.3642912	7.518682
7750	-13164.2	-13111.6	-52.6113	0.6901357	0.43359	0.168655	0.231412	0.159822	0.26489	0.183744	0.282566	0.123199	0.210053	0.390369	0.15664	0.109217	0.24294	0.428204	0.267047	0.344335	0.335241	0.271665	0.259437	0.145133	0.223629	0.126792	0.725535	0.111378	0.0860461	0.0395038	0.128401	0.00839269	0.118608	0.239591	0.0492335	0.252063	0.12133	0.23355	0.139207	0.0347212	0.033695	0.122933	0.146972	0.301764	0.173056	0.0997115	0.0416219	0.0234267	0.346907	0.0480847	0.0227811	0.492008	0.0667928	0.0720826	0.358839	0.921157	2.64792	0.369858	0.361527	0.0607571	0.207857	0.3636523	8.565894
7760	-13148.2	-13100.4	-47.7443	0.7864023	0.374478	0.150134	0.264326	0.129117	0.283405	0.212444	0.289209	0.162005	0.197777	0.425003	0.103385	0.220263	0.239032	0.25025	0.236052	0.352892	0.274125	0.289795	0.266479	0.124541	0.183498	0.142854	0.645702	0.0662091	0.0810308	0.027588	0.136314	0.0837387	0.0422839	0.180618	0.0531498	0.352791	0.0692812	0.23355	0.0861357	0.0417832	0.0668329	0.0126498	0.144878	0.243469	0.152015	0.089308	0.098799	0.0206094	0.386204	0.0540886	0.026864	0.457495	0.0547394	0.0926621	0.401601	0.953115	2.55262	0.352092	0.370011	0.0630881	0.214809	0.3615915	8.07919
7770	-13152.1	-13110.2	-41.8823	0.8192712	0.349757	0.117746	0.173926	0.13321	0.239675	0.165082	0.256354	0.178403	0.204431	0.371511	0.122814	0.159491	0.213906	0.24941	0.296827	0.356861	0.261886	0.255191	0.288892	0.0849382	0.194155	0.10223	0.646643	0.105118	0.0809617	0.035063	0.0787309	0.103335	0.0571634	0.109843	0.0287565	0.165315	0.137072	0.277867	0.153745	0.0131508	0.0721979	0.0524726	0.0723381	0.211184	0.164371	0.0736079	0.0773655	0.0251833	0.402281	0.0488693	0.030349	0.454131	0.0391863	0.0996524	0.414779	0.962155	2.52341	0.362921	0.365926	0.0618394	0.209314	0.3750724	7.492997
7780	-13150.4	-13103.2	-47.151	0.8577395	0.386799	0.195666	0.229077	0.12571	0.269407	0.202076	0.317098	0.136792	0.173343	0.349462	0.122814	0.209825	0.279093	0.354191	0.291143	0.431735	0.271655	0.231246	0.280652	0.094659	0.188759	0.0945576	0.605352	0.118425	0.0388544	0.0548846	0.0559539	0.0344302	0.0613972	0.131517	0.0100672	0.276808	0.0997223	0.276158	0.0675161	0.0152426	0.0799769	0.0586032	0.133968	0.272338	0.205928	0.0662699	0.120689	0.0283218	0.421429	0.0440009	0.0293165	0.450131	0.0268007	0.107773	0.429382	0.971754	2.49109	0.352264	0.370848	0.0622186	0.21467	0.3805264	8.019863
7790	-13143.9	-13106.7	-37.2376	0.6879111	0.301233	0.163694	0.213488	0.17487	0.234106	0.137416	0.357537	0.165388	0.212476	0.343447	0.1047	0.140778	0.231856	0.229787	0.191247	0.343966	0.322789	0.227042	0.260944	0.124063	0.170533	0.0763838	0.508775	0.0586495	0.0565326	0.00632643	0.0591548	0.0272801	0.0398678	0.153059	0.0460752	0.224207	0.0925619	0.188398	0.0750819	0.0293125	0.0798513	0.0369185	0.136	0.15997	0.147519	0.0545481	0.120689	0.0280436	0.428485	0.0491708	0.022052	0.415645	0.056603	0.0716081	0.35777	0.920305	2.65032	0.353565	0.37918	0.0641482	0.203107	0.3361347	7.02852
7800	-13150.4	-13108.9	-41.5645	0.7497876	0.262248	0.150166	0.228681	0.138112	0.270103	0.182846	0.300551	0.121453	0.229056	0.350912	0.138382	0.125395	0.292613	0.282434	0.20948	0.338914	0.357297	0.222764	0.293212	0.160842	0.139744	0.0816099	0.592197	0.0778634	0.0330164	0.0443645	0.0830099	0.0505246	0.0567412	0.081488	0.0327941	0.171119	0.106153	0.290498	0.109252	0.042353	0.0944541	0.0540489	0.113065	0.229051	0.137651	0.0888341	0.095924	0.0218822	0.366692	0.0568958	0.0286355	0.471992	0.0539024	0.0848391	0.386104	0.942008	2.58705	0.357578	0.37804	0.0612958	0.203086	0.3355122	7.461218
7810	-13153	-13106.9	-46.1414	0.5886832	0.32766	0.158303	0.199687	0.132661	0.360149	0.149915	0.363743	0.158951	0.182737	0.332448	0.121057	0.201536	0.304083	0.298694	0.264744	0.401599	0.335458	0.250311	0.250322	0.0989795	0.164701	0.127792	0.543067	0.0908021	0.0940354	0.0287944	0.103453	0.0376213	0.0729994	0.17165	0.0485899	0.251866	0.0683067	0.298567	0.0519402	0.00730957	0.103915	0.0540489	0.13638	0.192871	0.201803	0.0862986	0.0890578	0.0209755	0.354182	0.0548632	0.0154713	0.49867	0.0558376	0.0507826	0.305923	0.875434	2.76786	0.366515	0.36826	0.0628586	0.202366	0.3623249	7.918909
7820	-13152.7	-13108.7	-43.9858	0.6206804	0.295478	0.171596	0.281233	0.120532	0.301795	0.172974	0.296153	0.167359	0.136585	0.447697	0.116174	0.162328	0.389857	0.315381	0.191954	0.420488	0.275674	0.255929	0.235422	0.103284	0.236923	0.0974627	0.517461	0.0622332	0.0354051	0.0262967	0.079696	0.0373945	0.0387012	0.144414	0.0181953	0.270077	0.117419	0.21581	0.0717795	0.0204607	0.030337	0.125379	0.127458	0.204866	0.179445	0.0552974	0.132945	0.023171	0.352097	0.0553407	0.022214	0.500354	0.0468233	0.0573995	0.323574	0.891514	2.72751	0.360805	0.364193	0.0689593	0.206043	0.3394536	7.703349
7830	-13157.1	-13114.5	-42.5122	0.5892275	0.34729	0.123064	0.210319	0.164491	0.167501	0.215471	0.28671	0.197512	0.152777	0.392066	0.177633	0.157408	0.235159	0.332074	0.245233	0.357366	0.273085	0.282775	0.252166	0.119159	0.126966	0.0692742	0.574876	0.0656774	0.0620255	0.0284557	0.0459089	0.0316512	0.131753	0.13917	0.0662377	0.246937	0.0758702	0.142682	0.0873583	0.0788232	0.0782096	0.0802847	0.133268	0.24958	0.142235	0.0855098	0.123971	0.0318102	0.384271	0.04562	0.0324021	0.457612	0.048285	0.0508941	0.306231	0.875722	2.76715	0.36552	0.353191	0.0676334	0.213656	0.311494	7.555981
7840	-13149.5	-13104.3	-45.2193	0.6403192	0.320484	0.173023	0.218857	0.146016	0.259534	0.14412	0.309022	0.174767	0.161923	0.341746	0.13809	0.116629	0.288511	0.237923	0.173992	0.367543	0.387564	0.207767	0.306676	0.0889274	0.154869	0.15184	0.681961	0.0317487	0.085121	0.0445991	0.0910299	0.0160543	0.0716346	0.178671	0.068616	0.300751	0.123446	0.228492	0.0791839	0.03202	0.108173	0.0898084	0.134954	0.180111	0.173647	0.118788	0.118058	0.0219108	0.393362	0.0454772	0.0380463	0.438717	0.0624869	0.0615162	0.333956	0.900573	2.70396	0.363822	0.36401	0.0604635	0.211705	0.3167098	7.826691
7850	-13151.8	-13107.9	-43.8837	0.5103314	0.349527	0.116232	0.2719	0.17337	0.229611	0.189978	0.29557	0.133307	0.143574	0.372198	0.137641	0.154884	0.252617	0.2649	0.270928	0.400975	0.364923	0.221958	0.238602	0.10832	0.164393	0.0890991	0.570151	0.0789224	0.0553431	0.00881163	0.0768711	0.04411	0.0709413	0.152759	0.0291415	0.259401	0.142979	0.14767	0.100028	0.0327799	0.101008	0.0898084	0.109373	0.283615	0.202111	0.0764538	0.116353	0.0211901	0.416009	0.0548859	0.0301471	0.424227	0.05354	0.0353182	0.258607	0.827643	2.87843	0.354296	0.375311	0.0619159	0.208477	0.2587871	7.693138
7860	-13154.2	-13110.9	-43.3266	0.4899048	0.344123	0.197484	0.252282	0.167127	0.270697	0.151254	0.297996	0.216563	0.148248	0.387787	0.103207	0.153393	0.223274	0.324183	0.16496	0.369437	0.308875	0.281912	0.241729	0.123096	0.162864	0.124717	0.548662	0.120562	0.00875406	0.00315747	0.0460688	0.0393603	0.0423452	0.197358	0.0956499	0.217221	0.106715	0.196446	0.0588255	0.0186415	0.0531212	0.0225072	0.118163	0.359292	0.196518	0.060961	0.11189	0.0194477	0.431546	0.0524293	0.0364002	0.416426	0.0437513	0.0315322	0.245274	0.812782	2.91041	0.360056	0.379917	0.0547903	0.205237	0.3119472	7.637426
7870	-13145.4	-13101.4	-43.9979	0.7686291	0.3047	0.169823	0.230316	0.157	0.264763	0.183066	0.266951	0.167614	0.152281	0.472563	0.128516	0.189823	0.27762	0.265592	0.213814	0.373004	0.318174	0.239883	0.259878	0.107653	0.195429	0.0812131	0.531972	0.0736707	0.00111003	0.00731077	0.0894373	0.0275661	0.074634	0.185855	0.0884344	0.202536	0.138929	0.287742	0.126088	0.0147157	0.0719515	0.0519739	0.132663	0.242527	0.173605	0.0967506	0.0654121	0.0216925	0.432937	0.0510086	0.0339314	0.410074	0.0503563	0.0888681	0.39419	0.947868	2.56907	0.360709	0.371176	0.0562745	0.211841	0.3313051	7.70456
