Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
7880	-13149.7	-13108.1	-41.5603	0.8194842	0.261405	0.128258	0.232506	0.138263	0.264763	0.13837	0.309336	0.16239	0.184296	0.334803	0.140614	0.150334	0.338415	0.313703	0.179564	0.407474	0.364394	0.240489	0.274902	0.0686665	0.181461	0.124895	0.442872	0.0778529	0.0198118	0.0348013	0.0580838	0.0128597	0.0684461	0.202091	0.117529	0.303722	0.0970387	0.173611	0.0576904	0.0507153	0.0561405	0.0313121	0.159147	0.201385	0.187939	0.10154	0.0669053	0.0269821	0.414391	0.0475418	0.0402767	0.423172	0.0476368	0.0996975	0.414862	0.962211	2.52323	0.356209	0.369275	0.0606843	0.213832	0.3559777	7.460794
7890	-13148.8	-13108.7	-40.0695	0.7186352	0.386119	0.132881	0.170396	0.128213	0.217183	0.178743	0.274232	0.133301	0.174004	0.326655	0.149146	0.137063	0.290616	0.249193	0.252792	0.333976	0.29455	0.225212	0.281091	0.0796351	0.188642	0.113941	0.523314	0.122591	0.100417	0.0267373	0.0562952	0.00553553	0.101965	0.171095	0.0437072	0.15684	0.0528323	0.201398	0.0782442	0.0333179	0.0473985	0.0754738	0.0775729	0.256565	0.202735	0.150076	0.110023	0.0240488	0.371406	0.0494416	0.0318474	0.471826	0.0514297	0.0781724	0.372192	0.931583	2.61805	0.36858	0.366129	0.0627849	0.202506	0.3776549	7.311715
7900	-13143.5	-13111.2	-32.3387	0.8988897	0.247776	0.136907	0.227499	0.132225	0.217183	0.158298	0.232954	0.141064	0.152514	0.326899	0.144557	0.117649	0.206417	0.25011	0.229822	0.279007	0.29581	0.203812	0.243899	0.0948669	0.131016	0.0830075	0.438583	0.0421502	0.0609421	0.0385362	0.0476999	0.0235838	0.0710171	0.131069	0.0324827	0.192171	0.104519	0.191413	0.101451	0.0393956	0.0446363	0.0639687	0.0963426	0.194051	0.146637	0.0827988	0.141893	0.0380749	0.369513	0.0510571	0.024818	0.4807	0.0358373	0.116365	0.444099	0.980994	2.45854	0.368266	0.35923	0.0651891	0.207315	0.3538276	6.538636
7910	-13168.4	-13129.1	-39.3377	0.870288	0.321822	0.128793	0.218824	0.0653088	0.162296	0.126443	0.29982	0.133906	0.126532	0.473287	0.180668	0.139047	0.284882	0.25014	0.163666	0.308689	0.356579	0.265075	0.200142	0.176276	0.202938	0.101198	0.455616	0.0666781	0.0254695	0.0828372	0.0427992	0.0376492	0.0811121	0.126564	0.0593605	0.244077	0.0684913	0.232615	0.0899664	0.046465	0.0642664	0.0310107	0.164095	0.265871	0.134577	0.0827988	0.149881	0.0335082	0.345565	0.0480234	0.0274609	0.507598	0.0378446	0.110404	0.433965	0.974678	2.48095	0.367086	0.35019	0.0635981	0.219125	0.3707338	7.238533
7920	-13149.4	-13111.5	-37.895	0.8716016	0.400954	0.132595	0.161262	0.112979	0.197162	0.138047	0.280287	0.160439	0.192729	0.373676	0.163029	0.138622	0.216808	0.289619	0.226893	0.246394	0.350147	0.22773	0.236463	0.0774038	0.165009	0.115208	0.492365	0.0586958	0.0294795	0.0410583	0.0574274	0.0110823	0.11402	0.173963	0.10427	0.223659	0.0851308	0.164887	0.0452998	0.0363837	0.069615	0.0846566	0.0937907	0.248025	0.201537	0.0663722	0.0890912	0.0298582	0.328866	0.0472577	0.0243359	0.496363	0.0733197	0.110679	0.43444	0.974978	2.4799	0.369837	0.362403	0.061382	0.206378	0.3877514	7.094267
7930	-13151.4	-13111.8	-39.552	0.8229874	0.321385	0.13878	0.169932	0.133321	0.229262	0.155545	0.234767	0.160736	0.185116	0.39615	0.147592	0.113896	0.295583	0.273895	0.171015	0.383925	0.299424	0.23489	0.244871	0.0751005	0.17943	0.129155	0.549989	0.0849046	0.0167239	0.0363865	0.155656	0.0390794	0.0586791	0.109145	0.0692219	0.172082	0.0640978	0.249843	0.0699162	0.076872	0.072088	0.0508522	0.131414	0.214754	0.127064	0.106544	0.130882	0.03047	0.408186	0.0455073	0.0258137	0.441888	0.0481352	0.10044	0.416227	0.963126	2.52021	0.35525	0.369995	0.0629302	0.211825	0.3877514	7.259965
7940	-13148.6	-13109.6	-38.9462	0.7135607	0.306636	0.0962174	0.244414	0.126412	0.215291	0.154923	0.260503	0.166434	0.23345	0.381068	0.131753	0.133245	0.27135	0.233691	0.221888	0.385303	0.302892	0.260992	0.215885	0.119836	0.167324	0.129131	0.644729	0.0231923	0.0366779	0.0275311	0.0271646	0.00989868	0.0648034	0.201767	0.0624203	0.248862	0.0693523	0.154704	0.0630952	0.0412703	0.0565746	0.00720086	0.139187	0.205456	0.141591	0.109308	0.105959	0.026703	0.358244	0.0481796	0.0254337	0.465369	0.076071	0.0770869	0.369859	0.929792	2.62326	0.371255	0.366886	0.0613732	0.200486	0.3856833	7.199384
7950	-13146.3	-13109.9	-36.4108	0.6080043	0.282146	0.119618	0.204684	0.125422	0.225952	0.182269	0.283975	0.149205	0.152911	0.397499	0.140386	0.140306	0.245618	0.223049	0.155127	0.254615	0.308069	0.207226	0.228759	0.0991286	0.184044	0.11168	0.564517	0.0565568	0.0236929	0.0621791	0.0342299	0.00952096	0.112637	0.154476	0.050712	0.253197	0.066801	0.192669	0.091922	0.0236408	0.06822	0.0558852	0.0586472	0.200293	0.223812	0.0944456	0.126097	0.0300472	0.362277	0.0494827	0.018242	0.477955	0.0619957	0.054763	0.316692	0.885348	2.7432	0.369187	0.369224	0.0638407	0.197748	0.3390627	6.945842
7960	-13156.9	-13113.5	-43.4078	0.6178809	0.361696	0.154229	0.199291	0.170019	0.167876	0.196354	0.299622	0.133731	0.207805	0.301825	0.142832	0.154938	0.245618	0.239193	0.173765	0.372478	0.264164	0.249026	0.328813	0.0975228	0.184044	0.179911	0.687634	0.0541793	0.00809018	0.0515738	0.0899106	0.0120057	0.0837197	0.180025	0.0489878	0.334672	0.0723705	0.204118	0.100196	0.0413662	0.127221	0.0330817	0.122791	0.287304	0.0943237	0.0538643	0.133355	0.0267617	0.352726	0.0469321	0.0337999	0.491254	0.0485257	0.0568157	0.322066	0.890174	2.73094	0.362509	0.363499	0.06456	0.209432	0.3520167	7.645543
7970	-13147.3	-13109.2	-38.164	0.8702393	0.291257	0.179344	0.20339	0.157526	0.19228	0.180146	0.225992	0.157659	0.120061	0.370428	0.182176	0.154938	0.175419	0.26747	0.255312	0.385794	0.304104	0.206637	0.238621	0.0752678	0.184044	0.136965	0.559959	0.112477	0.0434126	0.0337781	0.0686584	0.0187019	0.0532698	0.159694	0.00513226	0.167618	0.0674421	0.200601	0.0666516	0.0757751	0.0389565	0.0659765	0.103903	0.246712	0.162251	0.0920049	0.133355	0.0300877	0.405214	0.0554152	0.0332557	0.441802	0.0342252	0.110394	0.433948	0.974666	2.48099	0.354378	0.368093	0.064081	0.213448	0.3743302	7.121161
7980	-13164.4	-13122.4	-42.0028	0.895117	0.313321	0.167791	0.182074	0.143163	0.210017	0.243985	0.290762	0.187532	0.116446	0.406414	0.140698	0.211048	0.170873	0.211094	0.168923	0.341815	0.284253	0.225386	0.264787	0.13932	0.20059	0.119377	0.636217	0.0947263	0.0243047	0.060757	0.0431468	0.0187019	0.0663979	0.200653	0.0202984	0.280508	0.108365	0.245163	0.0463992	0.0119921	0.0691107	0.0586679	0.0897709	0.232949	0.188943	0.0920049	0.176303	0.0291127	0.405075	0.0536195	0.0574421	0.427193	0.0275579	0.115581	0.442787	0.980188	2.46144	0.358603	0.368267	0.0626601	0.21047	0.3460789	7.50505
7990	-13146.4	-13099.8	-46.5918	0.7423739	0.353285	0.155235	0.235649	0.124877	0.284796	0.13809	0.299446	0.152191	0.197748	0.423163	0.130464	0.191567	0.293251	0.329434	0.248439	0.414974	0.317099	0.211019	0.357173	0.122092	0.201925	0.125748	0.55826	0.0421712	0.0703049	0.0738195	0.0591719	0.017845	0.0631235	0.170592	0.00716366	0.332401	0.0942268	0.265624	0.105012	0.0530013	0.0798644	0.00239585	0.0897709	0.190729	0.188943	0.0747073	0.117152	0.0252633	0.332667	0.0593424	0.0231725	0.517669	0.0418854	0.0832527	0.382856	0.939613	2.59428	0.373612	0.358462	0.0637189	0.204207	0.3622615	7.963944
8000	-13158.6	-13113.8	-44.8698	0.7432267	0.357475	0.152696	0.213236	0.15845	0.324862	0.13809	0.299048	0.157326	0.16789	0.392514	0.129317	0.145591	0.253412	0.279832	0.21617	0.446111	0.275755	0.236003	0.350777	0.114933	0.180379	0.12483	0.407521	0.0548055	0.13311	0.0554208	0.0346292	0.0422072	0.0778094	0.164181	0.0273609	0.208114	0.115477	0.32369	0.0648837	0.0440102	0.0211891	0.000668777	0.177065	0.26064	0.203711	0.0414063	0.219148	0.0308211	0.320872	0.0516752	0.0277502	0.515619	0.0532624	0.0834352	0.383231	0.939891	2.59344	0.359227	0.359569	0.0730401	0.208164	0.3506848	7.791744
8010	-13142.8	-13106.8	-36.0642	0.9443016	0.28402	0.192368	0.192222	0.149906	0.189188	0.18291	0.233083	0.147865	0.183841	0.378428	0.114546	0.155983	0.239056	0.233567	0.258507	0.325259	0.298815	0.217528	0.272312	0.0867051	0.152911	0.174372	0.480232	0.0860627	0.0471796	0.0471171	0.0272063	0.0455453	0.045661	0.11916	0.0237095	0.155267	0.0612582	0.180794	0.0872297	0.0552533	0.0811164	0.0419563	0.0658204	0.241798	0.193744	0.0456183	0.116068	0.037525	0.331857	0.0515879	0.0128798	0.520716	0.0454342	0.125711	0.459345	0.990121	2.42482	0.367262	0.347051	0.0763887	0.209299	0.377206	6.911188
8020	-13140.8	-13110	-30.7349	0.9100354	0.293234	0.124737	0.194609	0.149906	0.232128	0.165077	0.25887	0.17765	0.179579	0.275665	0.114547	0.14653	0.22223	0.229613	0.230509	0.248607	0.243666	0.203271	0.296376	0.135167	0.162814	0.11524	0.480232	0.0539256	0.0317735	0.0180467	0.0447521	0.0128388	0.0558928	0.125413	0.015311	0.152141	0.0681768	0.140711	0.0480683	0.0314417	0.0563055	0.0419563	0.106862	0.209423	0.133938	0.0671021	0.0839179	0.0407325	0.284302	0.0575101	0.0125428	0.555796	0.0491169	0.118672	0.447934	0.983332	2.45006	0.372751	0.341527	0.0787059	0.207016	0.3835134	6.378251
8030	-13142.9	-13109.6	-33.3566	0.7952441	0.317624	0.11321	0.182451	0.113909	0.200799	0.194106	0.252731	0.200044	0.13327	0.356453	0.147666	0.104731	0.228222	0.242599	0.202457	0.346572	0.262978	0.258222	0.21146	0.0869756	0.153196	0.13	0.417927	0.071721	0.0609396	0.0611798	0.0346654	0.0137147	0.0661952	0.0841651	0.0240176	0.222693	0.0819788	0.229205	0.036	0.0535593	0.0809784	0.0472468	0.139351	0.196665	0.173809	0.0422538	0.0624861	0.0343217	0.308418	0.0561148	0.0250803	0.510953	0.065112	0.0945463	0.405212	0.955628	2.54461	0.356769	0.365482	0.0726326	0.205116	0.3482175	6.640429
8040	-13149.2	-13110	-39.1395	0.846949	0.331567	0.131709	0.225127	0.0951532	0.241433	0.177486	0.227746	0.17362	0.162361	0.307327	0.186318	0.16642	0.193954	0.288416	0.174139	0.44496	0.251115	0.286089	0.312655	0.107347	0.167251	0.102374	0.426976	0.0623169	0.0609396	0.0611798	0.0582416	0.0398123	0.0492563	0.13412	0.0562263	0.228506	0.0684671	0.254201	0.0870305	0.0323643	0.0993634	0.0920385	0.107622	0.184872	0.170583	0.0999249	0.0901077	0.0301427	0.395985	0.0629145	0.0287883	0.443599	0.0385699	0.105503	0.425371	0.969161	2.49997	0.342592	0.38482	0.0621214	0.210467	0.3886036	7.218719
8050	-13151.5	-13112.8	-38.6247	0.7653724	0.307179	0.164607	0.18894	0.140798	0.238252	0.185448	0.267917	0.155339	0.113661	0.367754	0.10172	0.154341	0.234803	0.292397	0.226413	0.344213	0.305961	0.193194	0.27115	0.100303	0.117412	0.150416	0.569265	0.059822	0.0650603	0.0442829	0.0732806	0.0251109	0.101627	0.113161	0.0190248	0.222614	0.04709	0.190574	0.109838	0.0762679	0.0875424	0.0320522	0.141444	0.113181	0.210527	0.105568	0.137681	0.0244926	0.403071	0.0571143	0.0349981	0.42227	0.0580542	0.0881721	0.39281	0.946878	2.57214	0.346193	0.376871	0.0580384	0.218898	0.3536335	7.167233
8060	-13148.1	-13108	-40.0792	0.8093066	0.333946	0.189078	0.239676	0.145144	0.243431	0.16561	0.258642	0.11806	0.168262	0.367754	0.101097	0.154341	0.194582	0.275969	0.227057	0.376662	0.377703	0.252029	0.226451	0.0774818	0.117412	0.0949127	0.621007	0.0492676	0.0666555	0.0162896	0.0716193	0.0108548	0.0638059	0.177333	0.00426184	0.257779	0.128616	0.232271	0.100324	0.0464588	0.0205973	0.0359456	0.0712554	0.255875	0.184175	0.0539642	0.139024	0.0242719	0.425025	0.0458409	0.0338861	0.409622	0.0613541	0.0975375	0.410854	0.959501	2.53211	0.368185	0.362517	0.0584847	0.210814	0.3758908	7.312681
8070	-13143.2	-13104.8	-38.436	0.8605213	0.328537	0.170691	0.183828	0.141823	0.235768	0.135667	0.257897	0.15261	0.168262	0.398285	0.0791992	0.154391	0.250038	0.309308	0.235374	0.348686	0.306545	0.212773	0.238668	0.106897	0.180675	0.121252	0.599896	0.0495455	0.029752	0.00385555	0.0740514	0.0330738	0.0638059	0.127941	0.0381129	0.164991	0.132774	0.232271	0.111482	0.0506714	0.027122	0.0606199	0.0992086	0.192352	0.160199	0.0663223	0.113145	0.0248376	0.402599	0.0467899	0.0287579	0.434265	0.0627502	0.108357	0.430405	0.97241	2.48883	0.357363	0.369877	0.0592519	0.213508	0.3555728	7.148366
8080	-13154.3	-13109.9	-44.3876	0.9254065	0.406107	0.183326	0.234116	0.145499	0.205812	0.193265	0.357816	0.174923	0.20493	0.520451	0.108168	0.182051	0.220585	0.276284	0.217221	0.339696	0.284423	0.243867	0.22787	0.0915286	0.118736	0.12659	0.649903	0.0979655	0.0353622	0.0204229	0.0608472	0.0249409	0.076092	0.163895	0.046313	0.235549	0.0603019	0.219797	0.068036	0.0750469	0.09088	0.00482503	0.120656	0.170623	0.212842	0.142708	0.103258	0.0256092	0.372221	0.0459707	0.0241963	0.471695	0.0603076	0.121841	0.453123	0.98645	2.43859	0.365576	0.359091	0.0599262	0.215407	0.4062698	7.743529
8090	-13145.8	-13103.9	-41.8518	0.7514774	0.320989	0.188123	0.228709	0.115051	0.280679	0.204765	0.245169	0.136518	0.213061	0.354238	0.123405	0.149083	0.241162	0.244177	0.23028	0.356051	0.333936	0.240713	0.249079	0.0871315	0.172684	0.13949	0.582396	0.0907825	0.0248379	0.0337929	0.0817695	0.0121386	0.0863547	0.202819	0.074653	0.202891	0.104245	0.220697	0.0529999	0.051441	0.100192	0.0180174	0.0925845	0.237336	0.163976	0.0711612	0.130369	0.0278696	0.338652	0.0594837	0.0248593	0.516692	0.0324427	0.0852006	0.386839	0.942547	2.58541	0.355727	0.350402	0.0737778	0.220093	0.3682715	7.489947
8100	-13147.6	-13107.8	-39.8428	0.8504532	0.361842	0.176535	0.25575	0.124457	0.271609	0.155459	0.279553	0.179345	0.166287	0.37605	0.119116	0.139053	0.287652	0.223581	0.176278	0.400578	0.349049	0.24169	0.234226	0.110448	0.134697	0.119929	0.501184	0.0792878	0.0375284	0.0782805	0.0635014	0.0300233	0.0501665	0.185343	0.077476	0.245821	0.111153	0.178086	0.0931633	0.0139742	0.0651401	0.0404818	0.0892432	0.147588	0.204926	0.0362014	0.0772937	0.0270904	0.328932	0.0618267	0.0295128	0.511747	0.0408912	0.10624	0.426681	0.970011	2.49707	0.363355	0.359096	0.0751869	0.202362	0.3541468	7.289045
8110	-13149.9	-13115.1	-34.7476	0.8470836	0.300996	0.122298	0.171367	0.115127	0.248196	0.200266	0.291119	0.164085	0.204532	0.392264	0.113768	0.152573	0.233442	0.187295	0.201861	0.318858	0.224375	0.236353	0.266804	0.0753398	0.131411	0.0883068	0.559949	0.0569388	0.024253	0.0782805	0.0132047	0.00877549	0.0781731	0.164061	0.0436785	0.256102	0.0978949	0.151834	0.0494476	0.0487635	0.119265	0.0287379	0.0890073	0.164282	0.171267	0.0461685	0.0888064	0.0257483	0.321422	0.0660339	0.0276152	0.523518	0.0356625	0.105531	0.425421	0.969193	2.49985	0.371882	0.342131	0.0728717	0.213116	0.3707061	6.779525
8120	-13152.4	-13108.8	-43.5887	0.9032567	0.371078	0.189886	0.207952	0.0938715	0.297428	0.129062	0.243326	0.178557	0.176363	0.326653	0.145126	0.185118	0.244141	0.296843	0.288649	0.364306	0.317077	0.271136	0.272671	0.158823	0.164698	0.0978356	0.672846	0.057649	0.0571723	0.0231222	0.0630772	0.0276494	0.0676395	0.209846	0.00895401	0.26537	0.0978949	0.177558	0.110115	0.0552344	0.0549358	0.07018	0.0721118	0.189506	0.222627	0.0459071	0.0936414	0.0356272	0.317291	0.0605358	0.0274661	0.532736	0.0263441	0.11727	0.445609	0.981918	2.4552	0.351536	0.366422	0.0716325	0.210409	0.3768767	7.663637
8130	-13156.5	-13115.5	-40.9644	0.856197	0.339099	0.193675	0.265552	0.132219	0.269767	0.0804452	0.310052	0.14946	0.176363	0.331763	0.151881	0.123189	0.187793	0.249642	0.219669	0.299932	0.354565	0.27804	0.256936	0.11543	0.142137	0.100015	0.675846	0.0664139	0.110342	0.0445899	0.0350873	0.0302203	0.0529007	0.13699	0.0462315	0.235457	0.124611	0.251884	0.0931283	0.0502884	0.028164	0.0343543	0.128094	0.224079	0.193061	0.0461275	0.0657155	0.0417222	0.288602	0.0687467	0.028557	0.551289	0.0210832	0.107448	0.428812	0.971388	2.49235	0.336556	0.36288	0.0850812	0.215482	0.3415657	7.401207
8140	-13151.4	-13122.9	-28.5122	1.079113	0.279238	0.122257	0.124698	0.131315	0.207381	0.115969	0.216873	0.105573	0.130073	0.423986	0.101698	0.120975	0.210675	0.173006	0.238418	0.250736	0.192436	0.228384	0.23528	0.138655	0.158654	0.0869961	0.510071	0.0628026	0.000479508	0.0354861	0.0437948	0.00812644	0.0529007	0.139029	0.0858404	0.235901	0.0686917	0.171108	0.0744492	0.0796918	0.0722432	0.032293	0.0897807	0.130601	0.127629	0.079037	0.0627576	0.0425218	0.283702	0.0693093	0.0276717	0.536063	0.0407327	0.152463	0.499304	1.01196	2.33627	0.345546	0.361124	0.0758535	0.217476	0.3688994	6.155989
8150	-13153.6	-13122.2	-31.3698	0.9995514	0.266672	0.0718427	0.203513	0.119306	0.235035	0.137162	0.246826	0.158752	0.155943	0.355925	0.0933964	0.162161	0.269577	0.198893	0.179914	0.277454	0.307555	0.201424	0.23722	0.115737	0.176449	0.148116	0.475846	0.0513048	0.00290599	0.0525618	0.0491188	0.0150467	0.068177	0.137606	0.0366364	0.139442	0.0771728	0.275405	0.0592158	0.0221998	0.041315	0.0138345	0.104935	0.160512	0.127629	0.116018	0.0959905	0.0556538	0.31227	0.0534284	0.0214786	0.514335	0.0428345	0.136864	0.476617	0.999926	2.38659	0.335627	0.370897	0.0782288	0.215247	0.3494759	6.441744
8160	-13162.7	-13130.1	-32.6222	0.9573051	0.302128	0.0713424	0.179918	0.107731	0.161512	0.166696	0.252788	0.189262	0.159024	0.359097	0.105677	0.128693	0.266285	0.229653	0.146148	0.297069	0.296099	0.177425	0.2058	0.100808	0.20086	0.116771	0.585904	0.030236	0.0116414	0.0314144	0.0578398	0.0423669	0.0297911	0.150458	0.0652373	0.184251	0.0551419	0.27057	0.0351111	0.0303554	0.066721	0.0394404	0.10077	0.209249	0.16692	0.0924161	0.090366	0.0453096	0.353356	0.0550709	0.00650971	0.514858	0.0248954	0.128358	0.463532	0.992549	2.41556	0.335732	0.375062	0.0709798	0.218226	0.3600442	6.566987
8170	-13153.1	-13116.3	-36.8632	0.932291	0.28846	0.13735	0.162543	0.170776	0.225642	0.157879	0.27208	0.146887	0.201229	0.332291	0.128814	0.177267	0.204271	0.236331	0.244181	0.325544	0.299124	0.262817	0.240817	0.0795046	0.182693	0.103768	0.472037	0.0486281	0.0357108	0.043682	0.0433457	0.0371186	0.0280494	0.153544	0.00701194	0.267653	0.084546	0.224653	0.0301956	0.0406439	0.0539506	0.0595068	0.0963069	0.298002	0.119837	0.0777665	0.188629	0.0470011	0.335765	0.0590441	0.00784267	0.517282	0.0330656	0.123254	0.455409	0.987808	2.43353	0.333201	0.378623	0.0692227	0.218953	0.3631545	6.991084
8180	-13151.8	-13123	-28.8538	0.8244406	0.295405	0.156809	0.13042	0.129097	0.254827	0.0835422	0.230615	0.145621	0.173178	0.25901	0.123119	0.118332	0.195563	0.263367	0.196277	0.302012	0.267454	0.262564	0.230856	0.0598664	0.157462	0.0715133	0.425361	0.0276162	0.0239101	0.0239895	0.0248646	0.0802009	0.0650322	0.0691475	0.0339095	0.150502	0.0604963	0.171249	0.0706378	0.0870177	0.0421091	0.072203	0.106714	0.230231	0.138663	0.078789	0.100589	0.0384111	0.338887	0.0679173	0.0224907	0.500391	0.0319024	0.100748	0.416791	0.963504	2.51896	0.345525	0.374269	0.0721204	0.208085	0.3988451	6.190141
8190	-13143.8	-13108.3	-35.5402	0.8778453	0.295743	0.128568	0.201902	0.15261	0.200528	0.142685	0.27827	0.113329	0.180069	0.350757	0.128768	0.172243	0.30813	0.213176	0.292829	0.338925	0.224846	0.217617	0.23426	0.0679154	0.17913	0.0956969	0.534497	0.083714	0.036349	0.0329183	0.0322456	0.00742642	0.0650322	0.147382	0.000563035	0.261913	0.101643	0.180627	0.0632568	0.0314741	0.0564983	0.0958302	0.0878631	0.1897	0.160337	0.0771304	0.0943903	0.0349569	0.338437	0.05859	0.0247776	0.499726	0.0435119	0.111984	0.436685	0.976393	2.47494	0.367658	0.350799	0.0749174	0.206626	0.3781428	6.858787
8200	-13145.7	-13114.5	-31.1071	0.8515969	0.308547	0.127708	0.198817	0.103179	0.162099	0.168611	0.329924	0.160992	0.128489	0.352121	0.115614	0.0984143	0.211755	0.224476	0.245699	0.291257	0.241776	0.205068	0.22565	0.0937686	0.144222	0.0995312	0.426049	0.0579257	0.102236	0.0391682	0.0631839	0.0171497	0.0266413	0.130895	0.0270471	0.179672	0.0662549	0.152637	0.0645669	0.0316731	0.0763768	0.0340108	0.0709397	0.288496	0.160337	0.0681059	0.0943903	0.031161	0.356739	0.058283	0.0224275	0.490457	0.0409327	0.106481	0.427107	0.970287	2.49613	0.357199	0.371587	0.0615945	0.20962	0.3717975	6.415475
8210	-13143.9	-13108.1	-35.8778	0.9228223	0.291378	0.149574	0.187673	0.143777	0.259294	0.13777	0.239907	0.166051	0.160803	0.423044	0.116269	0.100406	0.221013	0.279004	0.254075	0.291257	0.290972	0.240095	0.281806	0.0629389	0.154498	0.106964	0.503815	0.080527	0.0143744	0.0616681	0.0423017	0.0374535	0.0751233	0.214796	0.0510725	0.181528	0.0500268	0.173163	0.0676436	0.0313813	0.0191561	0.0704329	0.132865	0.214189	0.160337	0.0713225	0.0807987	0.0313965	0.333879	0.0699342	0.0286572	0.496688	0.0394453	0.121309	0.452258	0.985934	2.4405	0.353431	0.363622	0.0726879	0.210259	0.3767621	6.892544
8220	-13147.9	-13107.5	-40.4173	0.9352805	0.360766	0.167144	0.207997	0.137788	0.222412	0.171878	0.286195	0.175743	0.206344	0.470296	0.107408	0.162489	0.208702	0.194359	0.174272	0.28163	0.296371	0.224529	0.273815	0.0848803	0.161479	0.0989717	0.619704	0.0347008	0.0280396	0.0379442	0.0367542	0.0187054	0.0642364	0.160691	0.0451569	0.216783	0.117199	0.235883	0.0687785	0.0373007	0.0606348	0.0888772	0.163647	0.25208	0.167452	0.0497784	0.166678	0.0312082	0.333243	0.0563951	0.0330279	0.49574	0.0503859	0.123866	0.456395	0.98839	2.43135	0.363834	0.356057	0.0742434	0.205866	0.3541632	7.346493
8230	-13136.4	-13097	-39.4487	0.7947595	0.335686	0.173734	0.160144	0.121037	0.222412	0.177762	0.286195	0.159509	0.149219	0.42506	0.0990033	0.140516	0.254267	0.289262	0.198912	0.304778	0.295834	0.242945	0.226465	0.106516	0.166921	0.121866	0.556535	0.054124	0.0330936	0.0195841	0.0600858	0.0317987	0.0725958	0.177579	0.0040986	0.290909	0.0766851	0.238985	0.0739984	0.0346352	0.073119	0.0538752	0.106361	0.263602	0.19736	0.0766574	0.0959096	0.0322912	0.356279	0.0526982	0.0227521	0.495633	0.0403465	0.0944431	0.405016	0.955492	2.54505	0.355574	0.365351	0.0669426	0.212132	0.3760703	7.249632
8240	-13143.2	-13110	-33.1908	0.7860316	0.327165	0.189332	0.180683	0.0918396	0.223352	0.125043	0.252383	0.173027	0.134517	0.416916	0.130799	0.129475	0.270413	0.197656	0.193779	0.286343	0.286023	0.201032	0.242964	0.0847752	0.127024	0.0923128	0.415055	0.0849651	0.00673281	0.0301686	0.0369259	0.0256098	0.0668898	0.198083	0.0346754	0.238821	0.0782152	0.151962	0.051257	0.0230794	0.0993535	0.0635623	0.0513642	0.217188	0.20028	0.0711401	0.121658	0.026774	0.36456	0.0533309	0.0353692	0.463719	0.0562473	0.0925831	0.401449	0.953008	2.55296	0.366429	0.367187	0.0662292	0.200155	0.3557821	6.62384
8250	-13154.8	-13113.6	-41.2171	0.6828392	0.32113	0.146036	0.190843	0.202101	0.265246	0.157677	0.232826	0.192453	0.142178	0.365639	0.161079	0.0917711	0.275135	0.279129	0.228966	0.307629	0.332771	0.203548	0.222735	0.0904202	0.150952	0.141977	0.593472	0.035724	0.0380826	0.0271045	0.0925535	0.0151923	0.0534479	0.114764	0.0959469	0.283694	0.0692112	0.177962	0.15366	0.108472	0.0908607	0.0832041	0.109847	0.203813	0.183747	0.0922005	0.101272	0.0240427	0.368615	0.0570012	0.0356286	0.472802	0.0419107	0.0705271	0.355319	0.918339	2.65581	0.367794	0.361036	0.0667994	0.204371	0.3618146	7.426471
