Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TreeLengths
310	-13219.5	-13161.9	-57.5875	0.2735824	0.41053	0.157567	0.253734	0.238919	0.246197	0.288304	0.258483	0.146925	0.180751	0.389139	0.154647	0.216701	0.304736	0.322504	0.292032	0.372426	0.341459	0.306529	0.397284	0.115414	0.233429	0.133798	0.759997	0.088785	0.0316803	0.211329	0.124522	0.215793	0.0909428	0.1923	0.0904631	0.196019	0.0490847	0.044565	0.043213	0.117549	0.379972	0.124557	0.137376	0.0946919	0.225248	0.0516631	0.0322515	0.0244982	0.455759	0.0327663	0.0352692	0.402061	0.0496458	0.00339747	0.0841736	0.548653	3.36378	0.367831	0.362113	0.0556454	0.214411	9.063515
320	-13219.1	-13171.5	-47.6735	0.289143	0.464996	0.136904	0.254694	0.122039	0.246197	0.128973	0.280091	0.208397	0.163952	0.364031	0.176559	0.145204	0.286599	0.345953	0.261379	0.451044	0.282481	0.271275	0.268926	0.106226	0.208393	0.108113	0.545354	0.120364	0.0305051	0.208676	0.0485447	0.163644	0.0948788	0.0872179	0.0772022	0.295166	0.0477567	0.0525763	0.0206281	0.136441	0.187805	0.119821	0.0570066	0.147476	0.257142	0.0568869	0.0345939	0.023504	0.438477	0.0423154	0.0318729	0.41619	0.04764	0.00445602	0.0960802	0.577111	3.32235	0.369321	0.36358	0.0518199	0.21528	8.072112
330	-13213.7	-13163.6	-50.1127	0.2800595	0.420443	0.153954	0.231377	0.150012	0.370777	0.163571	0.20658	0.187662	0.216739	0.479614	0.155353	0.194489	0.249825	0.345953	0.312758	0.398745	0.33842	0.250951	0.292159	0.111888	0.155193	0.133612	0.566059	0.0846893	0.0234638	0.22182	0.0427685	0.220612	0.0899751	0.109681	0.0671241	0.201868	0.0420426	0.0635463	0.0170041	0.109219	0.262744	0.136668	0.0831338	0.062725	0.261405	0.0984007	0.031014	0.0179651	0.467439	0.0414207	0.0397883	0.380038	0.0533492	0.00381749	0.0891026	0.560745	3.34634	0.369519	0.363775	0.0513114	0.215395	8.316038
340	-13216.7	-13156.7	-59.9807	0.2724675	0.420443	0.194538	0.306781	0.168937	0.298969	0.197433	0.36421	0.170743	0.156867	0.570648	0.137766	0.188334	0.345084	0.311688	0.247423	0.47537	0.374247	0.278063	0.342254	0.144136	0.211793	0.132164	0.554801	0.0770861	0.0149805	0.212182	0.0715315	0.261263	0.181708	0.169593	0.110578	0.24656	0.0680362	0.0779117	0.0522412	0.0786717	0.190854	0.164197	0.0627681	0.171416	0.392695	0.0332872	0.0725882	0.0159597	0.486756	0.0324463	0.0320028	0.389415	0.0434198	0.00332812	0.0833297	0.546535	3.36681	0.369519	0.363775	0.0513114	0.215395	9.302839
350	-13222.2	-13163.2	-59.0328	0.2472211	0.334459	0.235538	0.349464	0.168937	0.269241	0.241689	0.444103	0.165486	0.206449	0.532081	0.215341	0.2	0.329081	0.322721	0.26205	0.334735	0.437759	0.339926	0.32406	0.0850325	0.219926	0.0955581	0.638293	0.0378066	0.0184938	0.22386	0.0451349	0.202419	0.106372	0.172735	0.12161	0.184232	0.0802834	0.0573803	0.0367152	0.1096	0.21345	0.128494	0.0958405	0.119957	0.355153	0.0886708	0.0579034	0.0139377	0.515269	0.0283354	0.0240461	0.340077	0.078335	0.00198476	0.0646905	0.495589	3.43774	0.368212	0.362488	0.05113	0.218169	9.208042
360	-13219.9	-13154.3	-65.6411	0.2644391	0.489945	0.260063	0.275154	0.180426	0.359413	0.208801	0.258733	0.237048	0.18615	0.497944	0.147976	0.2067	0.313031	0.323519	0.410084	0.425014	0.393678	0.367538	0.355406	0.101371	0.179842	0.167212	0.712135	0.120838	0.00499057	0.219247	0.0809052	0.304391	0.114767	0.14973	0.112656	0.398282	0.13612	0.0932717	0.0114673	0.0742127	0.31334	0.127921	0.117388	0.106856	0.246477	0.0359868	0.0428505	0.0157741	0.447347	0.0318643	0.0270408	0.396163	0.0818108	0.00285409	0.077298	0.530963	3.38889	0.368212	0.362488	0.05113	0.218169	9.868879
370	-13225.8	-13155.5	-70.246	0.2589451	0.456074	0.254149	0.258885	0.227386	0.300898	0.19864	0.421332	0.139756	0.273545	0.512539	0.232013	0.202325	0.295047	0.421504	0.28557	0.59415	0.395256	0.295809	0.438746	0.141199	0.159561	0.167341	0.74199	0.0880871	0.0075296	0.302992	0.123202	0.312726	0.0960141	0.113128	0.149878	0.220849	0.080092	0.0834425	0.0461709	0.0588644	0.363852	0.186709	0.164142	0.112061	0.358036	0.0326924	0.0151869	0.0212668	0.452944	0.02304	0.0308899	0.40112	0.0707385	0.00255513	0.0732217	0.519974	3.40425	0.349746	0.373083	0.0526244	0.224546	10.32937
380	-13214.6	-13152.6	-61.9268	0.2779856	0.380749	0.240467	0.282053	0.151299	0.264828	0.304318	0.434561	0.169158	0.18446	0.474164	0.121719	0.246014	0.263376	0.3786	0.316456	0.530566	0.358161	0.299402	0.36435	0.0972205	0.15959	0.187255	0.677411	0.0913528	0.00849177	0.254968	0.102863	0.265984	0.0732033	0.127717	0.0725513	0.25821	0.0566428	0.0488229	0.037635	0.0692878	0.364418	0.153807	0.0866704	0.165696	0.290448	0.047297	0.0351995	0.0177017	0.449829	0.0329028	0.0358109	0.398362	0.0653936	0.00367982	0.0875198	0.556912	3.35189	0.349746	0.373083	0.0526244	0.224546	9.497442
390	-13219.4	-13153.1	-66.308	0.265486	0.428757	0.230073	0.36676	0.232759	0.366302	0.203417	0.365459	0.185899	0.204095	0.531316	0.181074	0.221954	0.301255	0.415285	0.34045	0.514173	0.44698	0.282558	0.312911	0.12097	0.171926	0.187255	0.670832	0.119122	0.0161573	0.187967	0.156845	0.226767	0.0570014	0.0886829	0.145477	0.309185	0.0907554	0.15504	0.00982892	0.0623447	0.358376	0.100902	0.0988892	0.101456	0.246166	0.0725735	0.0495667	0.0195286	0.448954	0.0328387	0.0352851	0.397586	0.0658079	0.00291339	0.0780797	0.533026	3.38598	0.349746	0.373083	0.0526244	0.224546	9.935562
400	-13219.7	-13155.3	-64.3764	0.2751667	0.577462	0.212787	0.296609	0.218657	0.309125	0.196523	0.377568	0.150505	0.190362	0.46226	0.185856	0.200449	0.351779	0.347735	0.268783	0.526281	0.364041	0.201845	0.40372	0.0933682	0.179125	0.177856	0.73413	0.095113	0.0102977	0.263549	0.0885103	0.219431	0.0986176	0.106747	0.0920196	0.31803	0.0818674	0.0568812	0.0218096	0.0717814	0.45012	0.173425	0.0390759	0.127256	0.288012	0.0568614	0.0561741	0.0220415	0.413493	0.0344367	0.0445131	0.420881	0.0646345	0.00349751	0.0853752	0.551644	3.35948	0.355184	0.371109	0.052346	0.221361	9.742407
410	-13214.1	-13155.6	-58.5565	0.278972	0.496592	0.237244	0.225158	0.167241	0.274959	0.203822	0.329218	0.19225	0.173052	0.587561	0.165971	0.191397	0.312215	0.343527	0.370322	0.47012	0.411252	0.249405	0.335736	0.134671	0.168333	0.175408	0.57656	0.0952196	0.0199417	0.283292	0.0704665	0.208328	0.0939398	0.137063	0.144242	0.372843	0.024809	0.0519379	0.0314561	0.0995423	0.210222	0.120411	0.113012	0.0488932	0.203474	0.0178851	0.0214173	0.02404	0.469201	0.0329563	0.0304669	0.385569	0.0577665	0.00374493	0.0882721	0.558739	3.34924	0.355184	0.371109	0.052346	0.221361	9.160412
420	-13213.3	-13159.3	-53.9549	0.3054555	0.392203	0.205901	0.209335	0.210581	0.293285	0.128611	0.272886	0.195004	0.221786	0.509432	0.129439	0.244896	0.307362	0.248997	0.323359	0.418773	0.316339	0.219249	0.282853	0.179461	0.214838	0.152796	0.667798	0.110402	0.0394908	0.19296	0.077233	0.304562	0.0843947	0.140026	0.108581	0.234346	0.0369219	0.0731184	0.0375749	0.080133	0.235824	0.135532	0.0702064	0.124831	0.207585	0.00932273	0.0520221	0.0199905	0.485143	0.0358412	0.0417926	0.363392	0.0538409	0.00574827	0.108745	0.604852	3.28065	0.347256	0.377337	0.0589877	0.21642	8.70025
430	-13214.9	-13158.2	-56.6381	0.2713258	0.375599	0.18466	0.33379	0.124237	0.25338	0.235411	0.396161	0.280465	0.110581	0.509432	0.182784	0.140545	0.276326	0.294666	0.269261	0.473655	0.392795	0.272775	0.321674	0.135669	0.187547	0.117713	0.588153	0.0984675	0.0518175	0.222449	0.0592397	0.22984	0.103284	0.0808497	0.104362	0.330227	0.0436532	0.0823627	0.0609685	0.0709661	0.285076	0.15966	0.0404575	0.0871957	0.270099	0.116645	0.0136748	0.0212121	0.496548	0.0366838	0.0246673	0.371934	0.0489545	0.00325799	0.082467	0.544355	3.36992	0.345645	0.375587	0.0534896	0.225279	8.968572
440	-13220	-13155.3	-64.6848	0.2952354	0.487758	0.253611	0.210167	0.184114	0.300985	0.186596	0.543957	0.238905	0.181577	0.509432	0.154534	0.182965	0.246276	0.340086	0.258557	0.504417	0.388632	0.333393	0.350543	0.160745	0.303457	0.118504	0.720257	0.091341	0.0860187	0.297994	0.10163	0.185579	0.0516182	0.157248	0.14222	0.291656	0.0883522	0.0382854	0.0234445	0.0804182	0.27044	0.153644	0.0290683	0.131377	0.277121	0.0555256	0.0607978	0.0248611	0.427922	0.0335824	0.0304311	0.435917	0.047287	0.00491678	0.100794	0.587714	3.30658	0.34302	0.372735	0.0606753	0.223569	9.773246
450	-13228.6	-13164.1	-64.4437	0.283701	0.334825	0.212956	0.264123	0.16338	0.209734	0.221108	0.436524	0.203357	0.147021	0.408524	0.190365	0.238941	0.308257	0.334094	0.357452	0.541228	0.336863	0.426331	0.424736	0.103217	0.218146	0.13216	0.759312	0.126128	0.00719923	0.243873	0.0862801	0.206376	0.106671	0.176152	0.124444	0.163778	0.0857241	0.0857283	0.0272382	0.114978	0.325939	0.139655	0.0626793	0.146464	0.439602	0.0891239	0.0184478	0.0218183	0.417157	0.0404328	0.0254574	0.44668	0.0484546	0.00406652	0.0918917	0.567388	3.33665	0.350754	0.371987	0.0541389	0.22312	9.749136
460	-13220.6	-13154.2	-66.3805	0.2743716	0.491455	0.160784	0.321826	0.166978	0.382356	0.186736	0.354256	0.19753	0.17716	0.547932	0.127282	0.225151	0.269394	0.366649	0.369551	0.466385	0.368304	0.366902	0.361797	0.133502	0.162098	0.23298	0.671718	0.164092	0.00120351	0.225978	0.159271	0.254637	0.09522	0.175482	0.11599	0.232582	0.0841762	0.0235612	0.0382966	0.110065	0.287464	0.20043	0.0830312	0.0760075	0.383665	0.0860606	0.0368712	0.018144	0.477405	0.0336236	0.0460683	0.371456	0.0533035	0.00344708	0.0847718	0.550145	3.36164	0.350023	0.371212	0.0540261	0.224739	9.94281
470	-13219.2	-13153.4	-65.7508	0.2785709	0.44903	0.232587	0.305009	0.203092	0.255499	0.258097	0.371102	0.185886	0.223846	0.504262	0.14927	0.226939	0.269475	0.427175	0.323161	0.579766	0.491014	0.366902	0.276582	0.132416	0.180938	0.13568	0.77814	0.0421206	0.0239847	0.301033	0.0663007	0.27155	0.0751801	0.19964	0.0566189	0.328942	0.0432662	0.00436988	0.0363075	0.0890945	0.249661	0.207169	0.0229229	0.0660886	0.35357	0.0430381	0.0731156	0.0181174	0.476705	0.0335744	0.0460007	0.381252	0.04435	0.00371837	0.087966	0.557997	3.35032	0.348462	0.381209	0.0496567	0.220672	9.879842
480	-13214.7	-13155.6	-59.0634	0.2683179	0.460766	0.233075	0.285147	0.251641	0.311586	0.218716	0.378642	0.263666	0.132717	0.374697	0.25148	0.161699	0.30631	0.330362	0.270575	0.481356	0.500368	0.251346	0.305894	0.118339	0.187699	0.153077	0.614213	0.0813124	0.0281629	0.184638	0.0598931	0.19289	0.0760352	0.0986607	0.0888484	0.210301	0.057104	0.0327928	0.0392379	0.092699	0.281798	0.128749	0.0499424	0.0694834	0.419089	0.0998898	0.0762018	0.0167281	0.541279	0.0281983	0.0386552	0.324486	0.0506527	0.00307756	0.0802018	0.538557	3.37816	0.351198	0.37635	0.0500467	0.222405	9.211101
490	-13214.5	-13159.8	-54.6164	0.2647876	0.389154	0.208627	0.27233	0.241234	0.303403	0.194763	0.379253	0.17509	0.192896	0.400192	0.14539	0.139505	0.235723	0.348035	0.271972	0.39244	0.345699	0.389739	0.339068	0.123788	0.191652	0.0782157	0.591772	0.0508503	0.0259794	0.215504	0.0942809	0.216071	0.11676	0.207207	0.0983086	0.163858	0.0428019	0.050178	0.0153982	0.0997882	0.27057	0.110086	0.041134	0.161166	0.305324	0.0471178	0.0840838	0.0173551	0.481404	0.0338556	0.0381746	0.368403	0.0608072	0.00287374	0.0775581	0.531651	3.38792	0.351495	0.37879	0.0476699	0.222045	8.766403
500	-13219.7	-13153.4	-66.2707	0.2739196	0.489811	0.200585	0.328387	0.194915	0.233239	0.241914	0.387412	0.178558	0.245097	0.414193	0.0981134	0.169534	0.324052	0.43259	0.270521	0.506852	0.444166	0.331021	0.380453	0.128861	0.267261	0.111192	0.713101	0.0868805	0.0422541	0.227962	0.069954	0.207593	0.0787228	0.209044	0.14163	0.304909	0.0486259	0.0775544	0.0173804	0.101888	0.302285	0.19459	0.0906089	0.158287	0.403016	0.0522792	0.0245376	0.0186807	0.526185	0.0265974	0.0411414	0.321805	0.0655905	0.00341861	0.084429	0.549291	3.36286	0.344384	0.390513	0.0476215	0.217482	9.931832
510	-13224.8	-13159.9	-64.9159	0.2516089	0.432386	0.144257	0.304354	0.263389	0.247674	0.260519	0.38049	0.150981	0.200295	0.444467	0.146938	0.256474	0.337726	0.382266	0.284867	0.370718	0.405901	0.319061	0.331702	0.163288	0.222321	0.115032	0.751907	0.13763	0.0314609	0.303307	0.273339	0.19738	0.0943405	0.144287	0.0842522	0.210414	0.0365344	0.039407	0.0456612	0.0479323	0.345063	0.137926	0.0697483	0.101996	0.422402	0.0631261	0.093134	0.0139818	0.542864	0.0228976	0.0340256	0.316428	0.0698026	0.00218759	0.0678543	0.504866	3.42509	0.344384	0.390513	0.0476215	0.217482	9.796354
520	-13220.5	-13160.1	-60.3814	0.2503935	0.497231	0.217019	0.277444	0.173633	0.280468	0.132406	0.240246	0.208548	0.193948	0.502415	0.169086	0.230334	0.313724	0.349782	0.28332	0.481768	0.361113	0.254237	0.274311	0.123543	0.210328	0.221125	0.767008	0.0597816	0.0142439	0.181088	0.139686	0.229509	0.0879416	0.0872939	0.0713321	0.320366	0.0666424	0.0385732	0.0350066	0.134972	0.3376	0.174467	0.134383	0.160939	0.236596	0.0545007	0.0149423	0.0152201	0.514721	0.0346149	0.0367106	0.341399	0.057334	0.00213015	0.0669743	0.502315	3.42858	0.333985	0.398804	0.0451118	0.222099	9.342903
530	-13215.7	-13149.2	-66.5351	0.2761782	0.395351	0.1823	0.211466	0.238952	0.347954	0.178821	0.375906	0.207437	0.235527	0.541612	0.181125	0.213921	0.390588	0.41523	0.263888	0.536074	0.456625	0.349022	0.283696	0.165611	0.200381	0.142145	0.700853	0.0634487	0.0107836	0.209796	0.0912584	0.213816	0.155242	0.137996	0.143686	0.291285	0.0681574	0.0588472	0.0350066	0.0727343	0.412343	0.183323	0.0459601	0.119993	0.348884	0.0283845	0.0528441	0.0162374	0.514777	0.0346187	0.0369161	0.341436	0.0560146	0.00356229	0.0861437	0.553542	3.35675	0.353538	0.3808	0.0535888	0.212073	9.958276
540	-13224.3	-13164.3	-59.9129	0.2848398	0.368184	0.219583	0.217415	0.21439	0.256599	0.202411	0.360398	0.297907	0.269363	0.430722	0.139048	0.150293	0.288212	0.339066	0.254254	0.449692	0.324324	0.264415	0.265778	0.129987	0.197971	0.170378	0.631918	0.0548303	0.0278676	0.165254	0.120707	0.388707	0.0763075	0.183366	0.102012	0.267318	0.0534464	0.0405645	0.0617294	0.133866	0.380949	0.170835	0.112115	0.0915077	0.273773	0.12418	0.0244117	0.0197578	0.448857	0.0404742	0.0264625	0.399188	0.0652611	0.00414631	0.0927663	0.569442	3.33365	0.347291	0.371704	0.0586961	0.222308	9.296057
550	-13212.5	-13156.1	-56.4157	0.3085063	0.340244	0.200783	0.346324	0.210579	0.310187	0.18528	0.316625	0.21088	0.228731	0.476983	0.18745	0.251186	0.325434	0.302197	0.342086	0.388802	0.322333	0.272741	0.32327	0.106725	0.170027	0.155528	0.602621	0.0598745	0.0405917	0.155765	0.124935	0.23894	0.0509263	0.176641	0.0915096	0.241028	0.0732341	0.0773013	0.023071	0.0842697	0.267327	0.104015	0.0926917	0.136817	0.245848	0.0800925	0.00443919	0.0207824	0.442193	0.0425733	0.0329291	0.409494	0.0520286	0.00601066	0.111127	0.609815	3.27305	0.359274	0.367592	0.0580468	0.215087	8.946334
560	-13213.1	-13159.9	-53.2039	0.2803125	0.351807	0.23831	0.327877	0.1538	0.301504	0.171698	0.370885	0.19281	0.18711	0.461437	0.149374	0.133671	0.275987	0.393216	0.234677	0.350325	0.362407	0.263907	0.385502	0.11136	0.180897	0.135941	0.645582	0.0770319	0.0550153	0.153193	0.116923	0.187018	0.0838727	0.201823	0.0612063	0.226427	0.0543449	0.0906422	0.00676997	0.0874535	0.257032	0.106633	0.0752391	0.140092	0.207318	0.0465874	0.0104488	0.0226011	0.413966	0.0448969	0.0258296	0.445328	0.0473781	0.00383449	0.089296	0.56121	3.34566	0.357367	0.365641	0.0591224	0.21787	8.625157
570	-13211.3	-13163.6	-47.6849	0.2964245	0.333579	0.185366	0.171257	0.147384	0.21843	0.203466	0.304574	0.198529	0.188588	0.384452	0.108938	0.182178	0.273784	0.301862	0.204251	0.449359	0.37462	0.19517	0.331056	0.111863	0.17415	0.136536	0.636137	0.0629787	0.0461344	0.108839	0.0722902	0.205418	0.0847478	0.0940504	0.0748261	0.309305	0.0366556	0.0448155	0.0477328	0.0665779	0.373677	0.0840984	0.050706	0.106347	0.296004	0.0824445	0.0100783	0.0218563	0.408052	0.0434175	0.0427736	0.430654	0.0532467	0.00500976	0.101717	0.589749	3.30352	0.371133	0.357808	0.0578559	0.213203	8.073255
580	-13216.1	-13166.6	-49.4973	0.2778335	0.372893	0.140025	0.286713	0.133691	0.172457	0.180397	0.290561	0.202442	0.14387	0.521707	0.11413	0.1686	0.329249	0.358966	0.23169	0.443058	0.280596	0.278664	0.251847	0.165878	0.208977	0.148949	0.585396	0.113532	0.0195148	0.214056	0.0991902	0.170982	0.110671	0.132116	0.0728872	0.254484	0.0653952	0.0222216	0.00713601	0.045096	0.324517	0.0935031	0.0442065	0.072823	0.266708	0.0673985	0.0473032	0.0215177	0.412455	0.0441167	0.0386382	0.437589	0.0456838	0.00366984	0.0874038	0.556629	3.3523	0.374152	0.352585	0.0583265	0.214937	8.254497
590	-13218.9	-13163.6	-55.2663	0.2990232	0.441131	0.221244	0.300734	0.233348	0.23122	0.223427	0.333331	0.213086	0.136387	0.332021	0.19081	0.171698	0.24017	0.359798	0.23169	0.515502	0.291315	0.27243	0.315201	0.157278	0.208977	0.135718	0.612139	0.0817793	0.0408695	0.270669	0.076485	0.241815	0.0918847	0.137702	0.100556	0.347724	0.0348856	0.00851823	0.00901261	0.118241	0.278069	0.157314	0.0913873	0.0519973	0.220448	0.0908343	0.0125506	0.0220799	0.402569	0.0430592	0.0377121	0.4271	0.0674798	0.0052164	0.103735	0.594159	3.29689	0.363831	0.371179	0.0602474	0.204743	8.831396
600	-13208.5	-13152.6	-55.8539	0.2955519	0.393402	0.262499	0.278034	0.134565	0.275066	0.17745	0.330493	0.159788	0.175252	0.489076	0.144991	0.209742	0.341415	0.352228	0.184476	0.356096	0.394546	0.336037	0.342522	0.119447	0.181368	0.127973	0.604464	0.0595867	0.0941476	0.185652	0.0752364	0.232033	0.0999595	0.166768	0.103911	0.359091	0.0452862	0.083685	0.0105252	0.0568649	0.30578	0.0999947	0.0963836	0.0778609	0.301516	0.0319328	0.0330115	0.0185846	0.466183	0.036243	0.0403355	0.371117	0.0675368	0.00494143	0.101039	0.588257	3.30576	0.345106	0.38231	0.0580671	0.214517	8.890154
610	-13215	-13159.5	-55.4717	0.2709793	0.411323	0.210533	0.168394	0.183792	0.2749	0.19002	0.29907	0.187865	0.186422	0.539443	0.212524	0.216968	0.313041	0.374867	0.335477	0.41994	0.394546	0.246921	0.27817	0.125118	0.18239	0.101211	0.570581	0.122712	0.0733051	0.177864	0.0835337	0.253716	0.0999595	0.114533	0.0877506	0.239393	0.0618579	0.0984901	0.0177542	0.0984054	0.247617	0.0954852	0.0254139	0.106431	0.364041	0.0341459	0.0260107	0.0141073	0.493255	0.0385682	0.0354934	0.357211	0.0613649	0.00323689	0.0822055	0.543691	3.37087	0.346803	0.384189	0.0534368	0.215571	8.851934
620	-13224.6	-13156.6	-68.08	0.2741098	0.499585	0.24426	0.341274	0.200361	0.376455	0.154759	0.37046	0.169359	0.34653	0.560601	0.181262	0.174563	0.444623	0.342425	0.414472	0.470467	0.35895	0.195448	0.36356	0.152151	0.249003	0.188302	0.762002	0.0698342	0.0137172	0.246321	0.058071	0.234142	0.0947353	0.161318	0.119483	0.285747	0.131343	0.091705	0.0314956	0.064555	0.294525	0.0945979	0.0928369	0.103927	0.293328	0.0487087	0.0215016	0.0156878	0.442107	0.0393639	0.0385217	0.397229	0.067091	0.00343058	0.0845733	0.549651	3.36235	0.346803	0.384189	0.0534368	0.215571	10.11277
630	-13222.3	-13155.3	-66.9842	0.2535838	0.386205	0.227374	0.266982	0.183642	0.39824	0.2056	0.306647	0.215133	0.178235	0.55379	0.173373	0.275803	0.326	0.306182	0.326409	0.322199	0.401421	0.29626	0.349142	0.211039	0.207051	0.194119	0.65655	0.119669	0.0629521	0.234759	0.134689	0.265035	0.0372999	0.162034	0.143321	0.242431	0.0288709	0.230129	0.0416208	0.105697	0.444662	0.170345	0.105967	0.0885297	0.319319	0.00648722	0.091968	0.0160238	0.440612	0.0362368	0.0357422	0.418453	0.0529325	0.00228301	0.06929	0.508983	3.41944	0.346803	0.384189	0.0534368	0.215571	10.00318
640	-13223.8	-13155.2	-68.5775	0.2823039	0.410867	0.260979	0.265527	0.146891	0.327851	0.282264	0.30961	0.198939	0.248122	0.478005	0.163687	0.198212	0.353489	0.427774	0.384988	0.446493	0.410046	0.272033	0.312688	0.147809	0.28852	0.17019	0.583255	0.0916614	0.114025	0.270716	0.0842833	0.261772	0.0139313	0.252926	0.101461	0.25729	0.0483713	0.211486	0.0595628	0.0997973	0.335724	0.131591	0.153229	0.154137	0.321688	0.00441169	0.106217	0.0151407	0.416329	0.0353586	0.0424342	0.416463	0.074274	0.00396988	0.0908202	0.564852	3.34036	0.358256	0.380801	0.0569433	0.204	10.16252
650	-13219.7	-13157.3	-62.4394	0.2829767	0.392279	0.268935	0.269188	0.186796	0.262399	0.284949	0.400973	0.224915	0.190105	0.419335	0.176387	0.179888	0.369641	0.273779	0.288234	0.485786	0.423352	0.252708	0.372951	0.13835	0.17189	0.141065	0.892025	0.0581814	0.0108564	0.289487	0.0752844	0.303542	0.0719721	0.252926	0.0913099	0.292354	0.0648341	0.0574702	0.00511809	0.0709102	0.280103	0.106547	0.0932684	0.0435459	0.208423	0.0485062	0.0581336	0.022611	0.456381	0.0350237	0.0306847	0.402862	0.0524377	0.00401624	0.0913359	0.566075	3.33857	0.350919	0.384945	0.0579164	0.20622	9.5487
660	-13222	-13157.1	-64.888	0.2719126	0.463574	0.153813	0.269434	0.19346	0.372815	0.167587	0.373348	0.227901	0.233492	0.451155	0.222248	0.177898	0.376598	0.327692	0.332173	0.476082	0.454851	0.258292	0.338349	0.0828381	0.219514	0.136597	0.722514	0.0673424	0.0314514	0.239343	0.136958	0.27517	0.0521923	0.211753	0.118421	0.204805	0.0648341	0.0376962	0.0424474	0.108947	0.391965	0.168314	0.0602434	0.0485059	0.324844	0.087655	0.0884551	0.0230101	0.448318	0.035642	0.0305771	0.394052	0.0684	0.00329392	0.0829102	0.545477	3.36832	0.337819	0.395703	0.0528499	0.213627	9.793568
670	-13215.6	-13160.8	-54.8542	0.2626732	0.381979	0.171403	0.258666	0.13449	0.295413	0.208597	0.371437	0.199391	0.195377	0.468544	0.146123	0.161995	0.352954	0.40801	0.223357	0.492405	0.376229	0.264152	0.278785	0.147283	0.15847	0.195294	0.635737	0.120777	0.0468094	0.207485	0.131613	0.267191	0.100286	0.0390919	0.121396	0.285946	0.0648341	0.0912587	0.00256783	0.105956	0.16815	0.0911995	0.0504702	0.0779378	0.265265	0.000787713	0.02507	0.0180831	0.444484	0.0352321	0.0342887	0.398758	0.0691537	0.00275576	0.0759829	0.527461	3.3938	0.347768	0.375482	0.0544064	0.222343	8.790182
680	-13206.9	-13156.2	-50.7186	0.2798435	0.300082	0.262558	0.236523	0.169814	0.257794	0.207815	0.322156	0.182555	0.232978	0.503314	0.112658	0.168119	0.252227	0.315795	0.230042	0.387009	0.317664	0.24287	0.292575	0.152301	0.206917	0.124584	0.57514	0.0814351	0.0451609	0.197229	0.0635564	0.219983	0.099474	0.145964	0.103	0.195261	0.0934036	0.0808584	0.00701752	0.117421	0.222105	0.109648	0.0413639	0.165213	0.277798	0.00302463	0.0542232	0.0192703	0.472906	0.0389059	0.0370363	0.386257	0.0456248	0.00380301	0.0889376	0.560347	3.34691	0.363285	0.366549	0.0531121	0.217054	8.376629
690	-13220.9	-13162.3	-58.6642	0.2735122	0.332261	0.223899	0.313702	0.185671	0.257794	0.181034	0.380284	0.182555	0.178294	0.497453	0.11544	0.199559	0.364391	0.45589	0.287081	0.452432	0.378934	0.256401	0.261299	0.0892321	0.198542	0.111037	0.66615	0.118018	0.0117818	0.173896	0.0545989	0.273507	0.0597638	0.235385	0.162811	0.285706	0.0484139	0.0905777	0.0298284	0.0703767	0.281254	0.208407	0.0529175	0.124185	0.310977	0.000909508	0.00854138	0.0155938	0.482066	0.0411282	0.0343931	0.373123	0.0536963	0.00339308	0.0841204	0.54852	3.36397	0.353127	0.378323	0.0575653	0.210985	9.171189
700	-13214.8	-13160.3	-54.5825	0.2878622	0.431403	0.225522	0.257588	0.284017	0.259839	0.194421	0.340885	0.130942	0.179007	0.552585	0.12831	0.132917	0.315575	0.334083	0.307108	0.489891	0.436368	0.234177	0.262206	0.150731	0.155806	0.150258	0.484773	0.0703724	0.00417056	0.240578	0.0910758	0.252969	0.114134	0.133752	0.0706565	0.241842	0.0376343	0.0392748	0.0460098	0.0752924	0.349398	0.111913	0.102647	0.0700998	0.231852	0.0034333	0.0374985	0.0194878	0.435339	0.0376812	0.0337142	0.410291	0.0634868	0.00436247	0.0950923	0.574844	3.3257	0.360046	0.370429	0.0561825	0.213343	8.763017
