Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pinvar	TL
32	0	-14511.2	-14517.6	6.41304	2.043203	0.143692	0.0927506	0.106134	0.102376	0.123576	0.100732	0.15108	0.0789856	0.0946444	0.221823	0.0929261	0.104089	0.119523	0.0984215	0.139478	0.175964	0.146783	0.115079	0.146218	0.0628259	0.125155	0.0863327	0.254227	0.0582411	0.0311963	0.0133365	0.0243812	0.0118477	0.0381103	0.027275	0.0379427	0.0186668	0.0275951	0.0748297	0.0437813	0.0564206	0.0470046	0.03675	0.0370699	0.0432827	0.0493355	0.0269916	0.0345336	0.298378	0.659531	1.07103	1.97106	0.4082527	3.621407
33	1	-14506.5	-14511.7	5.18096	1.860749	0.147969	0.115172	0.114869	0.105764	0.14143	0.0701395	0.146222	0.0965086	0.107565	0.212481	0.0864246	0.0802826	0.119803	0.133355	0.132528	0.157897	0.150623	0.146103	0.158669	0.0776333	0.120408	0.0985714	0.242634	0.0597713	0.0601358	0.0188449	0.0326274	0.0296043	0.0587768	0.0671923	0.0229986	0.0152063	0.0277142	0.0643193	0.0212013	0.0329969	0.0395333	0.0389912	0.0266623	0.106225	0.019622	0.0118843	0.0110817	0.276066	0.639339	1.06608	2.01852	0.354116	3.728441
34	0	-14517.7	-14523	5.24124	1.84691	0.168293	0.110673	0.1032	0.123894	0.140986	0.0825132	0.150702	0.0917936	0.104604	0.188789	0.107004	0.0923599	0.113183	0.118661	0.119155	0.141464	0.142174	0.117794	0.167246	0.0871031	0.130917	0.116074	0.229151	0.0419354	0.0296577	0.0101243	0.0425572	0.0159269	0.0327693	0.0109298	0.0531771	0.0177564	0.00787329	0.0877207	0.06711	0.0472037	0.0509568	0.0269393	0.0308508	0.0227438	0.0749831	0.0410635	0.0609983	0.274289	0.63768	1.06564	2.02239	0.3907244	3.721013
35	1	-14510.6	-14515.2	4.56632	2.026947	0.189381	0.117232	0.105845	0.149751	0.118479	0.0743204	0.15698	0.0914151	0.108405	0.224917	0.109501	0.083195	0.103439	0.122622	0.132004	0.156713	0.156569	0.118012	0.166435	0.104777	0.101361	0.0909457	0.219889	0.0614854	0.0611247	0.025519	0.0393535	0.0362351	0.0434581	0.0516195	0.0316209	0.0178709	0.0271623	0.0768643	0.0273304	0.034555	0.0338234	0.0529326	0.0312342	0.09642	0.0255532	0.0218585	0.00658957	0.29647	0.657849	1.07065	1.97503	0.354116	3.804797
36	0	-14512.8	-14518.9	6.06475	2.358675	0.165254	0.092958	0.110724	0.105545	0.12139	0.0903242	0.133974	0.10479	0.105427	0.24384	0.0909728	0.0860555	0.115634	0.0831148	0.143381	0.144465	0.159531	0.143877	0.167246	0.112623	0.0899462	0.102894	0.239001	0.0515058	0.0195034	0.0342724	0.0257112	0.0272702	0.0366284	0.0348746	0.031675	0.0180083	0.0147171	0.11028	0.0506428	0.0629244	0.0266309	0.03559	0.0372968	0.0183268	0.0401258	0.0149281	0.0322526	0.332635	0.688435	1.07683	1.9021	0.4047115	3.676131
37	1	-14509.5	-14515.6	6.15937	2.398488	0.163796	0.0945449	0.13279	0.125597	0.133795	0.0899245	0.135968	0.0912402	0.116601	0.229469	0.0781306	0.0993444	0.119042	0.0969764	0.142987	0.171068	0.129707	0.128114	0.127599	0.0726292	0.102427	0.108573	0.207398	0.0527955	0.0556638	0.0271775	0.0386302	0.0210745	0.0290892	0.0413595	0.0286401	0.0213895	0.0436275	0.0683401	0.0287761	0.0404206	0.0244765	0.042947	0.0275824	0.0989221	0.0309857	0.0365429	0.0124377	0.336616	0.691645	1.07738	1.89436	0.3773956	3.668599
38	0	-14513.1	-14518.5	5.35818	1.840773	0.161054	0.113115	0.134327	0.0925031	0.118906	0.0869608	0.115009	0.0911819	0.106319	0.240871	0.089299	0.0981008	0.132388	0.122219	0.138876	0.168036	0.156932	0.119814	0.16722	0.0767909	0.129787	0.0771812	0.196006	0.0646504	0.0382209	0.0157672	0.0330233	0.0255886	0.049683	0.0357409	0.0257668	0.0259548	0.018977	0.0955065	0.0518801	0.0803559	0.0365991	0.0296948	0.0278786	0.0246387	0.038434	0.0131765	0.044257	0.273497	0.636938	1.06544	2.02412	0.3815207	3.70869
39	1	-14514.7	-14519.2	4.44764	2.292361	0.170277	0.104859	0.171081	0.134696	0.147367	0.0827469	0.144462	0.097042	0.104516	0.175998	0.0825174	0.0903079	0.135506	0.120154	0.126941	0.162429	0.152068	0.136509	0.151902	0.102179	0.112061	0.103952	0.248541	0.0597903	0.0636914	0.0373483	0.0250107	0.0300394	0.0412024	0.0342581	0.034476	0.00801486	0.0387433	0.0683401	0.0277227	0.0477897	0.0251029	0.0517881	0.0236303	0.092565	0.0205909	0.0293224	0.0168236	0.325843	0.68289	1.07584	1.91543	0.3773956	3.834366
40	0	-14514.4	-14519.9	5.47774	2.108022	0.137844	0.113143	0.117711	0.111501	0.134432	0.0966667	0.150225	0.0782748	0.0978832	0.182102	0.0851715	0.122394	0.113931	0.126211	0.10661	0.168387	0.156932	0.164147	0.150016	0.0793408	0.13601	0.081344	0.226795	0.0605229	0.0416024	0.0207243	0.029392	0.0298173	0.0334692	0.0293448	0.0286857	0.0190814	0.0284273	0.0752324	0.0527826	0.0641451	0.0430406	0.0281516	0.0434977	0.0362916	0.061932	0.0145664	0.0419934	0.305837	0.66603	1.07247	1.95566	0.3815207	3.719773
41	1	-14511.2	-14517.2	6.00271	2.021393	0.113367	0.0920454	0.121821	0.109855	0.140805	0.113427	0.157486	0.09956	0.0891967	0.22115	0.0878567	0.0886546	0.107438	0.104601	0.146542	0.143662	0.139662	0.136509	0.143823	0.0801798	0.101971	0.11004	0.240293	0.0569596	0.0471562	0.0287577	0.0246587	0.0326102	0.0464081	0.0789495	0.0411715	0.00935959	0.018756	0.0423287	0.0267155	0.0410271	0.0268378	0.0424435	0.0425672	0.106293	0.0113351	0.0224748	0.0239598	0.295815	0.657269	1.07052	1.9764	0.3773956	3.660714
42	0	-14507.6	-14515.9	8.29409	2.226101	0.135859	0.0954299	0.112428	0.094498	0.131883	0.0944437	0.128312	0.0778576	0.113412	0.229996	0.0619125	0.0961081	0.118611	0.102411	0.126294	0.130875	0.130653	0.13497	0.143996	0.0792588	0.0933891	0.0764024	0.220249	0.0390328	0.0260411	0.0160857	0.0313519	0.00763015	0.0456512	0.0172444	0.0271501	0.0346824	0.0153678	0.0952189	0.0541847	0.0678426	0.0320041	0.0170049	0.0346067	0.0335273	0.0466129	0.0224781	0.052934	0.318849	0.677087	1.07474	1.92932	0.3880758	3.4459
43	1	-14505.8	-14510.3	4.47687	1.867342	0.19465	0.121831	0.123282	0.116899	0.133571	0.0827875	0.132614	0.0932977	0.109528	0.219945	0.0840565	0.0930311	0.123763	0.106572	0.147194	0.154073	0.176369	0.12576	0.151844	0.0809321	0.138184	0.105831	0.251048	0.0727334	0.0595045	0.0241303	0.0260271	0.0455561	0.0386868	0.0605715	0.0262624	0.0131764	0.0355334	0.0628589	0.0105749	0.0396451	0.0257897	0.0365143	0.0298344	0.0786865	0.0134222	0.0154454	0.0174937	0.276908	0.640123	1.06629	2.01668	0.3773956	3.799508
44	0	-14522.4	-14528.2	5.80094	2.151214	0.128456	0.141052	0.129429	0.100338	0.14137	0.09577	0.120285	0.0944268	0.0962721	0.222003	0.089159	0.0809515	0.0913573	0.129357	0.104818	0.187724	0.145616	0.13497	0.130605	0.0813297	0.123339	0.0738516	0.256492	0.0417882	0.0230953	0.0213732	0.0397194	0.0198489	0.052831	0.0277006	0.030325	0.0162114	0.0268104	0.11479	0.0563164	0.0705425	0.0453832	0.0245317	0.0434741	0.0417721	0.0407533	0.00448135	0.0497208	0.310681	0.670187	1.07335	1.94578	0.4029715	3.690443
45	1	-14512.6	-14516.8	4.19549	2.040571	0.157073	0.100275	0.129325	0.130861	0.130862	0.0989283	0.169535	0.100663	0.105798	0.242486	0.077523	0.0923539	0.114342	0.127699	0.102525	0.135166	0.175372	0.12576	0.169792	0.0809321	0.10835	0.118457	0.211625	0.0697221	0.0736125	0.0202307	0.0202607	0.0403783	0.0614012	0.0601074	0.0191151	0.0130381	0.0320251	0.0479332	0.0250119	0.0346512	0.0301207	0.0579372	0.0429688	0.113812	0.0212443	0.0361768	0.0175063	0.29807	0.65926	1.07097	1.9717	0.3773956	3.842957
46	0	-14518.2	-14522.8	4.64178	2.227206	0.138403	0.128381	0.115841	0.129817	0.107853	0.0871765	0.194722	0.0987514	0.118143	0.222003	0.0860649	0.11031	0.115452	0.135465	0.124133	0.190958	0.143	0.14797	0.136794	0.091619	0.102601	0.101712	0.210035	0.047965	0.0223493	0.0126327	0.062818	0.0206107	0.0378965	0.0364502	0.0350165	0.0329976	0.019241	0.0820502	0.0777809	0.0414415	0.0391723	0.0218418	0.0230549	0.0355936	0.0606009	0.00532885	0.05915	0.318967	0.677186	1.07476	1.92909	0.3685115	3.811198
47	1	-14513.2	-14518.2	5.04093	1.804408	0.192528	0.117374	0.111623	0.103151	0.123777	0.0880519	0.168987	0.092952	0.0899322	0.198988	0.0811048	0.112596	0.128229	0.100198	0.130531	0.124237	0.137972	0.103612	0.175707	0.0753767	0.104313	0.118189	0.232487	0.0506546	0.0495442	0.0231576	0.0246518	0.0499415	0.0444391	0.0612882	0.0439319	0.0121464	0.0351963	0.068095	0.0363162	0.0385393	0.0252821	0.0495036	0.0529848	0.107292	0.00795128	0.0336223	0.010121	0.268754	0.632461	1.06423	2.03456	0.3431504	3.736574
48	0	-14508.7	-14515.4	6.71153	2.112438	0.157752	0.107677	0.0900717	0.120956	0.126793	0.0881153	0.149758	0.0830955	0.109426	0.222003	0.0774445	0.108071	0.112022	0.115743	0.143557	0.145566	0.162584	0.132275	0.156126	0.0858877	0.124624	0.106519	0.189575	0.0488347	0.0222859	0.0222181	0.0343803	0.0155	0.020636	0.0243382	0.0306117	0.0342216	0.00591681	0.101252	0.0704207	0.0542857	0.0286592	0.0154559	0.0288403	0.0313873	0.0478393	0.00762981	0.0363556	0.306337	0.666461	1.07256	1.95464	0.3918423	3.596708
49	1	-14524.8	-14528.1	3.34799	2.574262	0.165194	0.122437	0.12541	0.100363	0.174176	0.0723506	0.160059	0.116237	0.139319	0.226112	0.08057	0.101795	0.121667	0.108563	0.178668	0.167098	0.131968	0.152071	0.126949	0.112263	0.108636	0.113084	0.232487	0.0628889	0.0352385	0.0254527	0.024488	0.0410333	0.0404945	0.0412527	0.0502229	0.0213874	0.0397527	0.103422	0.0265966	0.0357698	0.0294785	0.0498042	0.0437721	0.104676	0.0172532	0.0198101	0.0067265	0.353386	0.704851	1.07942	1.86234	0.3425369	3.956998
50	0	-14509.3	-14516.5	7.28803	1.833519	0.153258	0.107677	0.096079	0.114971	0.127683	0.0615446	0.130451	0.0738351	0.10182	0.215658	0.0948765	0.0813501	0.11069	0.0990184	0.155765	0.146646	0.140405	0.124122	0.130839	0.0805781	0.0930139	0.0798579	0.20942	0.063514	0.0177204	0.0377064	0.0328279	0.028263	0.0379823	0.026283	0.0354618	0.0320499	0.0147922	0.103044	0.052113	0.0560333	0.0542284	0.0149334	0.0295802	0.0228216	0.067393	0.015147	0.0435002	0.272558	0.636056	1.06521	2.02618	0.3918423	3.514954
51	1	-14516.4	-14520.7	4.23905	1.856395	0.174509	0.130155	0.10727	0.128845	0.108975	0.11692	0.17467	0.0881594	0.112647	0.21946	0.0834554	0.0821851	0.119945	0.126653	0.11487	0.16587	0.172635	0.112742	0.132589	0.0994964	0.113463	0.0964624	0.211187	0.072064	0.0539703	0.0378311	0.0226964	0.0541081	0.0555664	0.0575816	0.0342438	0.00981747	0.0161151	0.075087	0.0390842	0.024587	0.0329353	0.0511257	0.0356382	0.107505	0.0189986	0.0224875	0.00758586	0.275508	0.638819	1.06594	2.01973	0.3425369	3.822194
52	0	-14518.8	-14525.4	6.62264	2.468956	0.155679	0.141244	0.130348	0.107038	0.13103	0.0954693	0.156722	0.115275	0.112581	0.227551	0.0761777	0.0985087	0.122074	0.101364	0.128527	0.148332	0.142805	0.103806	0.113418	0.0855976	0.0896604	0.0963904	0.16324	0.0457217	0.0168215	0.0308557	0.018762	0.00988839	0.0443566	0.0430861	0.0304825	0.0426171	0.0283929	0.0876489	0.0746293	0.0535319	0.0488223	0.0195014	0.0292696	0.03429	0.086494	0.0028236	0.0345872	0.343493	0.697121	1.07827	1.88112	0.3742628	3.62542
53	1	-14515.9	-14518.8	2.84556	2.046026	0.20939	0.130502	0.144943	0.111858	0.158846	0.120115	0.150064	0.0942447	0.0979802	0.230551	0.101366	0.115884	0.119945	0.118591	0.132176	0.168706	0.164151	0.118186	0.128145	0.0935886	0.10803	0.0952501	0.246632	0.0792794	0.0490413	0.0349318	0.0067571	0.0379855	0.0588217	0.0789096	0.0236392	0.0191605	0.0246529	0.0833585	0.0374895	0.0342086	0.0212797	0.0418258	0.0323938	0.0986455	0.0183447	0.0278728	0.0106323	0.298708	0.65982	1.0711	1.97037	0.3850655	3.978375
54	0	-14525.2	-14531.6	6.45673	2.008604	0.144536	0.105211	0.130348	0.115468	0.125722	0.0840561	0.116133	0.0876199	0.0993993	0.212336	0.0665235	0.0838028	0.122074	0.116179	0.131966	0.188824	0.164795	0.130849	0.129683	0.0905133	0.111459	0.0624845	0.209944	0.0457217	0.021669	0.0161145	0.0237988	0.00209824	0.0588883	0.0228702	0.0293896	0.0345629	0.017032	0.0844872	0.0629906	0.0685787	0.0734038	0.0254935	0.046987	0.02426	0.0678674	0.00507109	0.0530638	0.2943	0.655925	1.0702	1.97957	0.3742628	3.614274
55	1	-14504.8	-14511.5	6.72274	2.078574	0.146976	0.107688	0.118098	0.0992542	0.115008	0.0738916	0.152458	0.0923907	0.118523	0.197479	0.0920298	0.105362	0.119945	0.0930959	0.141325	0.132873	0.152126	0.125119	0.128145	0.0841414	0.113847	0.0932885	0.225764	0.0419979	0.0668715	0.0280395	0.015145	0.0433565	0.044256	0.0452323	0.026418	0.0166181	0.0274256	0.0657548	0.0187392	0.0342679	0.0267004	0.0516614	0.0302117	0.121535	0.0138088	0.0266324	0.0196309	0.302477	0.663117	1.07184	1.96257	0.3792789	3.59313
56	0	-14516.3	-14522	5.75328	2.027762	0.17124	0.126869	0.134078	0.0906807	0.15895	0.0673423	0.168871	0.0830898	0.101409	0.212815	0.101244	0.0964132	0.108923	0.128601	0.126968	0.149162	0.178263	0.115009	0.14636	0.0822527	0.11436	0.0938172	0.197175	0.0493136	0.0148441	0.0176311	0.0530957	0.0293397	0.0415778	0.0120713	0.0373837	0.0197745	0.0215015	0.0814789	0.0633814	0.0688015	0.0361559	0.0114608	0.0156865	0.0254028	0.0519997	0.030988	0.0503842	0.296566	0.657934	1.07067	1.97483	0.3909938	3.686166
57	1	-14517.1	-14521.2	4.05138	1.871915	0.14735	0.136235	0.118098	0.117934	0.124392	0.0747499	0.133406	0.102441	0.114143	0.238695	0.0922218	0.116029	0.112972	0.116109	0.170986	0.143434	0.182708	0.143185	0.121967	0.0890038	0.113847	0.0915363	0.2131	0.0706008	0.0382951	0.0195014	0.0354268	0.0436573	0.0401018	0.0710989	0.0241038	0.0198641	0.058473	0.093646	0.0406968	0.0465624	0.0138365	0.0433632	0.0325489	0.0884998	0.010061	0.0231258	0.0145026	0.27749	0.640663	1.06643	2.01542	0.3796406	3.842509
58	0	-14513.3	-14520.4	7.07841	2.165145	0.16785	0.0999432	0.0961737	0.131786	0.139365	0.0962513	0.148974	0.102113	0.104776	0.172495	0.0780146	0.097121	0.107162	0.0942368	0.130641	0.149298	0.181075	0.11239	0.14312	0.061898	0.127449	0.0900489	0.200933	0.0441243	0.0210362	0.0220426	0.0415949	0.0198544	0.0411882	0.0257478	0.0500592	0.0179097	0.0121663	0.0827991	0.0640524	0.0494203	0.0577456	0.00811719	0.0451089	0.0146632	0.06333	0.00736056	0.0421862	0.312222	0.671499	1.07362	1.94266	0.3909938	3.563622
59	1	-14523.7	-14529	5.28489	2.307248	0.175949	0.0971789	0.0999926	0.100684	0.120391	0.115553	0.143077	0.0845695	0.13322	0.21362	0.0774488	0.104122	0.105381	0.0939162	0.150424	0.15044	0.165473	0.117117	0.137215	0.0890038	0.0739715	0.122069	0.233273	0.0928788	0.0439932	0.0301669	0.0410634	0.0403399	0.0324529	0.0635218	0.0432398	0.0200135	0.0551638	0.0623468	0.0363065	0.0150876	0.0387404	0.0410773	0.0497314	0.0985673	0.0150642	0.019598	0.00800881	0.327386	0.684157	1.07607	1.91239	0.3796406	3.75145
60	0	-14510.1	-14517.1	7.00672	2.004124	0.151163	0.124555	0.101308	0.120894	0.145765	0.072044	0.13007	0.0899314	0.0963599	0.18827	0.0840823	0.0903487	0.106235	0.105564	0.141711	0.120969	0.162635	0.112011	0.132834	0.0814063	0.105626	0.112577	0.212494	0.0507364	0.0125213	0.0255644	0.0541537	0.018541	0.030823	0.0287699	0.0407124	0.0389623	0.0210986	0.0882408	0.046635	0.0553052	0.0460741	0.014556	0.024296	0.0221506	0.0807521	0.0152633	0.0548986	0.293766	0.655451	1.07009	1.98069	0.3909938	3.558908
61	1	-14508.4	-14513.4	4.91448	2.328872	0.19074	0.102943	0.116413	0.0949735	0.143249	0.081345	0.174211	0.0772299	0.111667	0.225224	0.0849778	0.0866809	0.110013	0.0988715	0.145118	0.1455	0.138801	0.151243	0.139725	0.0951819	0.0983364	0.118392	0.20632	0.0612085	0.0541958	0.0393964	0.0170108	0.0329392	0.0503033	0.053227	0.0475422	0.00794758	0.0347576	0.10816	0.023506	0.0428391	0.0372818	0.0415668	0.0396598	0.111906	0.00731461	0.0215434	0.0201772	0.329608	0.685974	1.0764	1.90802	0.3865314	3.789638
62	0	-14516.2	-14521.7	5.54465	2.400429	0.173444	0.14611	0.091788	0.107456	0.107861	0.092025	0.145101	0.0890927	0.115966	0.204247	0.0914777	0.0929748	0.106235	0.11747	0.112687	0.142818	0.12965	0.173412	0.175634	0.0934145	0.0907561	0.0751674	0.241209	0.061272	0.0122964	0.0255644	0.0314508	0.0211106	0.0428454	0.0234968	0.0394276	0.019489	0.0276755	0.0955915	0.056122	0.064932	0.0543803	0.0249421	0.0490519	0.0293015	0.067227	0.00820144	0.0597893	0.336808	0.691799	1.0774	1.89399	0.3909938	3.730162
63	1	-14522.3	-14525.6	3.31506	2.20564	0.176932	0.109775	0.102281	0.130137	0.139881	0.0810845	0.137958	0.0793869	0.118801	0.242142	0.07994	0.109292	0.125416	0.12839	0.127515	0.190424	0.180371	0.117353	0.162545	0.09989	0.104282	0.114907	0.185758	0.0735296	0.0609002	0.0286189	0.0244348	0.0470354	0.0270214	0.0727689	0.0509398	0.0231359	0.0284404	0.0713238	0.0426445	0.027445	0.0434575	0.0421709	0.0636241	0.11251	0.0367813	0.0171181	0.00418839	0.316645	0.675239	1.07438	1.93374	0.3865314	3.942549
64	0	-14517.4	-14523.4	6.09243	2.859617	0.151517	0.107806	0.125898	0.0950551	0.125431	0.0830287	0.145101	0.110103	0.109939	0.213513	0.0888785	0.111078	0.123993	0.127617	0.136149	0.167077	0.159338	0.120181	0.148231	0.0859293	0.12605	0.060347	0.220202	0.0461235	0.0161857	0.0278363	0.0450415	0.0172727	0.0310698	0.0327405	0.0401998	0.0324779	0.0152518	0.102081	0.071069	0.064932	0.0322089	0.024104	0.0402963	0.0299517	0.0389734	0.00799351	0.0323959	0.378101	0.723447	1.08173	1.81672	0.3909938	3.690666
65	1	-14514.8	-14518	3.23521	1.946983	0.176932	0.103974	0.11718	0.11982	0.139026	0.101145	0.175896	0.106101	0.0978975	0.236042	0.0871347	0.12231	0.130611	0.112036	0.143847	0.131503	0.136217	0.135803	0.160805	0.121763	0.108	0.0886854	0.220813	0.0707294	0.0417821	0.0328801	0.0218504	0.0209065	0.0403188	0.0763569	0.0406477	0.0125332	0.038599	0.0512412	0.0299995	0.0486396	0.0347293	0.0578461	0.0496078	0.11666	0.028422	0.033869	0.0100059	0.286863	0.649255	1.0686	1.99528	0.3536153	3.931166
66	0	-14511.8	-14516.9	5.10594	2.308577	0.168548	0.113186	0.137038	0.109786	0.135839	0.0720435	0.14064	0.110599	0.127243	0.234224	0.0990598	0.097506	0.116163	0.0975486	0.146877	0.153606	0.135732	0.118074	0.13629	0.0906163	0.0909036	0.108542	0.236939	0.0660463	0.0138005	0.0313088	0.0203875	0.00994079	0.0412832	0.0101086	0.027866	0.0275129	0.0173427	0.095106	0.0695147	0.070803	0.0413369	0.0273297	0.0466037	0.038601	0.0824109	0.00977718	0.0453329	0.327523	0.68427	1.07609	1.91212	0.3909938	3.769417
67	1	-14530	-14531	1.01558	2.025575	0.21384	0.137722	0.118046	0.114064	0.136753	0.0838514	0.17101	0.0898382	0.117775	0.27304	0.0897757	0.111258	0.129085	0.122684	0.138625	0.122719	0.146623	0.111482	0.161231	0.100562	0.159441	0.12594	0.246708	0.0980852	0.0493815	0.0207924	0.0225888	0.0471492	0.0576017	0.0896786	0.0289843	0.0146728	0.0443662	0.104951	0.0338854	0.0235228	0.0237314	0.0374492	0.0541049	0.10672	0.0224563	0.0223242	0.0352414	0.296309	0.657706	1.07062	1.97537	0.3536153	4.159762
68	0	-14518.5	-14524.4	5.87053	2.035678	0.170992	0.111444	0.135902	0.122719	0.125633	0.0820218	0.161261	0.0850872	0.095119	0.223291	0.113179	0.0793742	0.103025	0.117895	0.10841	0.140569	0.130992	0.118074	0.124981	0.0939527	0.125995	0.0913581	0.238346	0.0599961	0.0192602	0.0405732	0.0330338	0.0100783	0.0352529	0.00667581	0.0263509	0.0294557	0.0327722	0.110252	0.0535093	0.0510988	0.0364977	0.0195855	0.0291702	0.032464	0.0882819	0.0135162	0.0476221	0.297497	0.658755	1.07086	1.97289	0.3909938	3.675069
69	1	-14523.5	-14527	3.46081	2.571299	0.225335	0.0909267	0.113545	0.107726	0.121429	0.0982344	0.161836	0.0898382	0.119945	0.241444	0.117033	0.0956632	0.129085	0.126397	0.127456	0.164147	0.144387	0.142591	0.153624	0.118382	0.143674	0.112424	0.218061	0.0924134	0.0452069	0.0156682	0.0328198	0.030264	0.0466087	0.0804156	0.0182699	0.0111838	0.0300594	0.0557077	0.0318693	0.0279329	0.0461774	0.0553047	0.0255608	0.0929888	0.00899943	0.0260806	0.00889103	0.353114	0.704641	1.07939	1.86285	0.3907794	3.945608
70	0	-14517.6	-14520.8	3.23984	2.341447	0.181983	0.0898966	0.1305	0.110389	0.16213	0.0897416	0.148042	0.10973	0.11645	0.234479	0.100976	0.111599	0.100906	0.11769	0.118905	0.13344	0.170405	0.147781	0.13895	0.0748534	0.0970419	0.109302	0.221684	0.0593258	0.0262238	0.0527054	0.0417659	0.0152349	0.0468956	0.0369826	0.0514482	0.0334521	0.0214884	0.126788	0.0598942	0.0640321	0.0544124	0.00252819	0.0214108	0.0362211	0.0908081	0.0316334	0.0676278	0.33089	0.687019	1.07658	1.90551	0.3630575	3.957751
71	1	-14522.5	-14525.5	3.03444	2.195495	0.154065	0.138621	0.116329	0.130883	0.113517	0.0960558	0.160747	0.0786506	0.116625	0.23832	0.0761447	0.0956632	0.101064	0.147751	0.112211	0.170033	0.172049	0.12029	0.171094	0.0978144	0.107576	0.114228	0.244871	0.0746205	0.0782673	0.0247674	0.0276688	0.0330147	0.0414441	0.0657075	0.0184543	0.0175706	0.0216671	0.0761436	0.0172939	0.0403085	0.0361421	0.0669411	0.071627	0.147756	0.00775498	0.0190749	0.00914534	0.315545	0.674313	1.07419	1.93595	0.3907794	3.969975
72	0	-14517.2	-14520.5	3.29545	2.080146	0.179219	0.127537	0.143067	0.0922138	0.150495	0.0874983	0.178876	0.103796	0.134775	0.227846	0.0796807	0.100879	0.119881	0.120575	0.112759	0.136586	0.161752	0.123278	0.143265	0.119659	0.0914657	0.128342	0.226004	0.0505679	0.022454	0.0292856	0.0369441	0.0119961	0.0386235	0.0211531	0.0491263	0.0300047	0.0198603	0.110042	0.048363	0.0664794	0.0682547	0.0122628	0.0170735	0.0522084	0.0958059	0.0246823	0.0413394	0.302658	0.663274	1.07187	1.9622	0.3630575	3.935976
73	1	-14521.7	-14524.9	3.23324	2.174985	0.143342	0.111418	0.121876	0.105257	0.204784	0.096478	0.149038	0.108037	0.0938007	0.247159	0.0673719	0.100281	0.120372	0.110214	0.152736	0.161548	0.172049	0.148202	0.138343	0.117853	0.112267	0.0989015	0.234648	0.0722774	0.0421319	0.0437266	0.022617	0.0490657	0.0477818	0.0419919	0.0291086	0.0208319	0.023592	0.0876123	0.0430975	0.0298012	0.0411691	0.0627591	0.04034	0.0851527	0.00535038	0.0296635	0.0147361	0.313305	0.672418	1.07381	1.94047	0.3657483	3.948783
74	0	-14515.7	-14519.7	4.05892	2.416695	0.185913	0.0883805	0.112512	0.0952744	0.144761	0.0930043	0.163139	0.116109	0.136606	0.19279	0.0951976	0.0954434	0.125223	0.0956545	0.153404	0.142871	0.139167	0.131417	0.126641	0.0921561	0.126414	0.0759797	0.271798	0.0658672	0.0228	0.022189	0.0270442	0.0167678	0.0473106	0.0297909	0.0485494	0.0263181	0.0401462	0.0951266	0.069967	0.0732216	0.0597541	0.0111847	0.0303033	0.0294429	0.0951143	0.00902881	0.0597059	0.338414	0.693084	1.07762	1.89089	0.3751191	3.879489
75	1	-14504.9	-14512.2	7.30702	2.13239	0.164858	0.108547	0.11074	0.0885246	0.119174	0.0822478	0.138643	0.072577	0.108611	0.231177	0.0917682	0.0957634	0.116075	0.109335	0.131137	0.140309	0.136665	0.144114	0.170681	0.0828502	0.0902253	0.0897014	0.170092	0.0509382	0.0686164	0.0206944	0.0241646	0.0371256	0.0314395	0.054055	0.0277128	0.0202988	0.0333275	0.0656868	0.0332509	0.0358579	0.0276315	0.0432169	0.0500229	0.0851527	0.0103551	0.0195071	0.00568333	0.308582	0.668392	1.07297	1.95005	0.4004858	3.538554
76	0	-14516.3	-14522.1	5.77839	2.118325	0.192101	0.123169	0.14516	0.114457	0.133309	0.0664286	0.130181	0.0638072	0.105639	0.203937	0.081249	0.0902403	0.102747	0.100305	0.141798	0.12998	0.12558	0.155283	0.167014	0.063691	0.119564	0.0898782	0.256541	0.0658188	0.0160001	0.0267981	0.0272048	0.016406	0.0332917	0.0317418	0.0365144	0.019357	0.0219765	0.109968	0.0756141	0.0568635	0.046828	0.0169433	0.0223723	0.0159313	0.0788446	0.0107302	0.0591764	0.307002	0.667034	1.07269	1.95328	0.3751191	3.690437
77	1	-14511.1	-14517.1	5.92177	2.234603	0.151651	0.106358	0.100514	0.128922	0.141876	0.0799575	0.155205	0.0927941	0.101134	0.197191	0.0857752	0.0967696	0.0993991	0.10143	0.112799	0.154203	0.140021	0.132906	0.197682	0.0929451	0.108766	0.0917489	0.19458	0.0510076	0.051352	0.0242309	0.0404391	0.0304378	0.0638916	0.0497982	0.0308682	0.0194709	0.0291023	0.0669264	0.0332791	0.050901	0.0215991	0.0648223	0.0414985	0.0973401	0.00676928	0.0234659	0.0218164	0.319758	0.677847	1.07489	1.92751	0.385894	3.683643
