Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
259	1	-13207.4	-13170.9	-36.4565	0.2944488	0.344196	0.203818	0.178988	0.155152	0.180789	0.166392	0.211327	0.12079	0.199279	0.35128	0.129038	0.173705	0.201528	0.189376	0.188572	0.287398	0.333977	0.19731	0.249504	0.117754	0.140008	0.0887138	0.540393	0.177974	0.0460821	0.0551612	0.0634582	0.0912901	0.0587844	0.0711937	0.0795624	0.0738323	0.124977	0.0523762	0.0733633	0.229297	0.111241	0.0305326	0.119076	0.176974	0.233478	0.085022	0.0474471	0.0279357	0.206827	0.0662028	0.0165166	0.652734	0.0297835	0.00485583	0.100184	0.586361	3.3086	0.358397	0.351896	0.0885297	0.201178	6.950411
260	0	-13219.3	-13179.7	-39.5291	0.2727601	0.267514	0.263674	0.154693	0.136622	0.183658	0.161402	0.304072	0.10513	0.155189	0.312607	0.151318	0.213984	0.295041	0.286365	0.224063	0.407942	0.3319	0.29076	0.314841	0.105384	0.127364	0.0713266	0.487403	0.0691233	0.106492	0.0598042	0.105459	0.0370704	0.209237	0.316276	0.0641004	0.131445	0.220961	0.070069	0.0795439	0.0120925	0.0612181	0.0118759	0.162779	0.0265233	0.0490196	0.024608	0.0877268	0.0310657	0.250978	0.0633213	0.0157463	0.604531	0.034358	0.00334624	0.083551	0.547092	3.36601	0.358101	0.350769	0.0804373	0.210693	7.257676
261	1	-13200.3	-13160.9	-39.4027	0.3032669	0.350245	0.12907	0.263254	0.1208	0.210345	0.133917	0.205762	0.145542	0.162407	0.370485	0.1504	0.136719	0.252438	0.230771	0.227197	0.289532	0.269557	0.211691	0.286623	0.0804894	0.189498	0.163818	0.596063	0.168519	0.057857	0.0137727	0.0536933	0.0853893	0.0243718	0.0712977	0.100752	0.05066	0.275818	0.0952575	0.0646723	0.242456	0.112637	0.0610279	0.0295876	0.241443	0.167487	0.0870063	0.064708	0.0367982	0.220377	0.0593351	0.0126745	0.640619	0.0301958	0.00556405	0.107039	0.601249	3.28615	0.347203	0.358036	0.0900743	0.204688	7.245036
262	0	-13198.3	-13162.6	-35.6862	0.2882048	0.327641	0.18083	0.214577	0.146404	0.235265	0.125591	0.235829	0.14587	0.183729	0.308758	0.150336	0.136193	0.236613	0.295468	0.170297	0.286076	0.221664	0.231219	0.26818	0.116203	0.129698	0.0930221	0.61346	0.0571263	0.148706	0.0371558	0.0983844	0.0598657	0.152282	0.241618	0.0355686	0.131477	0.170385	0.070069	0.0795439	0.0458581	0.0528828	0.0218079	0.177523	0.0987163	0.0299715	0.0501317	0.0613914	0.0334121	0.255256	0.0644006	0.0232188	0.59083	0.0328828	0.00438739	0.0953565	0.575452	3.3248	0.344371	0.367069	0.0766628	0.211898	6.873388
263	1	-13211.8	-13172.6	-39.1983	0.2893023	0.392948	0.170318	0.215051	0.136225	0.292309	0.117941	0.233542	0.149496	0.15183	0.39965	0.124273	0.216213	0.252438	0.270508	0.305337	0.26934	0.313018	0.183122	0.267307	0.149	0.137049	0.122811	0.457948	0.14068	0.0296154	0.0548073	0.051624	0.108261	0.030146	0.0833487	0.0990729	0.0349936	0.119466	0.0667936	0.0606196	0.260002	0.0910459	0.0390971	0.0470259	0.231343	0.155871	0.0763579	0.116753	0.0368658	0.253707	0.0722873	0.00969313	0.592967	0.0344794	0.00446773	0.0962031	0.577392	3.32194	0.335512	0.3534	0.0935949	0.217494	7.224597
264	0	-13194	-13165.3	-28.7443	0.2997428	0.279572	0.145755	0.211359	0.127082	0.212055	0.116366	0.213792	0.159279	0.151093	0.331113	0.0936012	0.13378	0.193398	0.232531	0.188719	0.327457	0.231984	0.187275	0.246604	0.0941598	0.125562	0.107986	0.328852	0.06725	0.111327	0.0531718	0.072217	0.0143534	0.192515	0.236123	0.040044	0.131769	0.181404	0.0521907	0.0446023	0.0311456	0.0913406	0.00513979	0.189853	0.0414795	0.0748976	0.0510703	0.0579315	0.0347608	0.2858	0.0603639	0.0286401	0.558137	0.0322989	0.00527446	0.104295	0.595371	3.29506	0.355	0.359527	0.0764156	0.209057	6.179199
265	1	-13199.5	-13164.7	-34.8054	0.2909534	0.337552	0.184849	0.188565	0.111675	0.191238	0.186359	0.264806	0.141033	0.117918	0.353847	0.158899	0.137159	0.229353	0.233171	0.205759	0.338766	0.213164	0.177271	0.237893	0.103833	0.166976	0.110519	0.528818	0.24861	0.052343	0.0684648	0.0336078	0.0851256	0.0193579	0.0533872	0.108312	0.0390013	0.111351	0.0669625	0.0741792	0.196994	0.135098	0.0463321	0.067178	0.204009	0.147797	0.0585152	0.0492546	0.0348998	0.233914	0.0740207	0.0138596	0.618735	0.0245704	0.00459021	0.0974784	0.580292	3.31764	0.355308	0.34974	0.0850074	0.209945	6.785304
266	0	-13205.7	-13165.5	-40.2057	0.315599	0.287888	0.139999	0.173259	0.173985	0.239212	0.192622	0.219596	0.133668	0.20503	0.439322	0.112244	0.193747	0.220874	0.283637	0.207183	0.356834	0.222361	0.248922	0.228937	0.119821	0.185316	0.0936974	0.600202	0.0535008	0.122467	0.0752174	0.146646	0.0331394	0.223831	0.258564	0.0359959	0.0831581	0.16039	0.0611729	0.0436334	0.0290409	0.0544814	0.0555639	0.276158	0.0925707	0.0539748	0.102382	0.0850966	0.0307808	0.352269	0.0549776	0.0166087	0.508334	0.03703	0.0066457	0.116672	0.621093	3.25559	0.355198	0.357008	0.0707	0.217094	7.32534
267	1	-13204.3	-13165	-39.3172	0.3106524	0.312624	0.203399	0.254981	0.110905	0.243222	0.17497	0.264806	0.129291	0.173531	0.38729	0.121847	0.100172	0.284403	0.252195	0.230857	0.405344	0.308678	0.242088	0.280993	0.114961	0.198602	0.132116	0.427436	0.22197	0.0771362	0.0257905	0.0358358	0.0963587	0.016744	0.0463728	0.063115	0.0950616	0.201529	0.0598793	0.0083931	0.215326	0.12281	0.0334533	0.067178	0.189551	0.171873	0.0632459	0.0701477	0.0305146	0.258294	0.0626124	0.0138787	0.606271	0.02843	0.00619913	0.112803	0.613266	3.26773	0.375289	0.344597	0.0814634	0.198651	7.236483
268	0	-13206.6	-13173.8	-32.7845	0.3003275	0.3514	0.125695	0.193201	0.168536	0.226073	0.155164	0.263419	0.141491	0.139925	0.362813	0.110298	0.136063	0.179127	0.222366	0.173785	0.334003	0.203399	0.168283	0.282677	0.0953637	0.175508	0.117688	0.448129	0.0368542	0.120077	0.040008	0.12369	0.0357212	0.16671	0.187981	0.0438912	0.093986	0.262578	0.0769426	0.0433674	0.0364791	0.0566808	0.00715868	0.223789	0.0821575	0.0294648	0.111842	0.0294324	0.0358833	0.231161	0.0703427	0.0196903	0.611434	0.0314886	0.00532191	0.10475	0.596352	3.29358	0.356312	0.348578	0.094741	0.200369	6.583217
269	1	-13198	-13166.3	-31.6884	0.2883136	0.293301	0.100149	0.19926	0.109028	0.214174	0.158635	0.176724	0.111035	0.134285	0.28924	0.116655	0.13275	0.226405	0.24191	0.195427	0.351883	0.255091	0.169583	0.2437	0.128115	0.138711	0.117827	0.505452	0.227611	0.0509483	0.0365637	0.0951801	0.0723977	0.0104719	0.0839986	0.108704	0.0396827	0.162672	0.0631839	0.0258401	0.196854	0.163056	0.0727159	0.0514471	0.178883	0.113746	0.0832151	0.0270881	0.0304768	0.245915	0.0608219	0.011342	0.616893	0.0345516	0.00439532	0.0954404	0.575645	3.32452	0.367968	0.356394	0.0808628	0.194775	6.4736
270	0	-13207.2	-13173.5	-33.7338	0.3218534	0.321227	0.127399	0.194847	0.128323	0.256235	0.082734	0.173371	0.141491	0.250031	0.386226	0.128623	0.137343	0.2535	0.239002	0.238821	0.381248	0.278721	0.26512	0.182887	0.11549	0.150574	0.0671035	0.447868	0.0711777	0.129597	0.0470571	0.094872	0.0222288	0.112243	0.122786	0.0825225	0.0969475	0.244209	0.0922203	0.100147	0.0116795	0.0945606	0.00960704	0.222554	0.0392853	0.0180024	0.0370763	0.0811929	0.036808	0.237823	0.0644059	0.0123701	0.62719	0.0214033	0.00723453	0.121567	0.630742	3.24046	0.357743	0.352709	0.0920516	0.197496	6.678148
271	1	-13201.6	-13172.1	-29.4301	0.3121998	0.343033	0.151472	0.216029	0.117834	0.20088	0.16564	0.173087	0.145642	0.165525	0.330003	0.112976	0.118303	0.185322	0.263808	0.155643	0.319041	0.194755	0.18716	0.2437	0.0828347	0.139901	0.112765	0.433798	0.122703	0.0561019	0.0583754	0.0704184	0.0793013	0.011302	0.0672082	0.123578	0.0295527	0.169306	0.0394963	0.0836587	0.217432	0.0767426	0.0460098	0.0617709	0.204722	0.0773942	0.0598991	0.0336517	0.0298749	0.256089	0.0718047	0.0155252	0.57322	0.0534862	0.006337	0.114013	0.615733	3.26392	0.36201	0.363217	0.0773538	0.19742	6.247776
272	0	-13210.7	-13171.3	-39.3893	0.3235588	0.381154	0.130034	0.209282	0.16498	0.297869	0.160584	0.172169	0.191214	0.161583	0.375228	0.122136	0.169652	0.243055	0.196039	0.205666	0.383192	0.302842	0.246175	0.314057	0.130646	0.192173	0.109956	0.586961	0.0479705	0.183211	0.0887933	0.0763623	0.0679254	0.187069	0.157643	0.0506479	0.118032	0.159402	0.087934	0.0896987	0.0242263	0.111332	0.0110571	0.144337	0.117207	0.0107231	0.00565429	0.0578186	0.0362745	0.216246	0.0718833	0.0147136	0.617593	0.0432905	0.00739973	0.122902	0.633326	3.23637	0.355296	0.350296	0.0862587	0.20815	7.243694
273	1	-13198.3	-13168.7	-29.6321	0.2933964	0.300446	0.125257	0.1714	0.0787315	0.206484	0.139435	0.14747	0.160446	0.16808	0.268044	0.134449	0.171808	0.222933	0.207853	0.183588	0.319041	0.257696	0.189894	0.229351	0.105726	0.142664	0.112237	0.443131	0.180813	0.044617	0.00438424	0.0618097	0.0685995	0.0580385	0.0539369	0.105186	0.0486191	0.162058	0.060115	0.0712465	0.275885	0.106153	0.0320671	0.0322698	0.228023	0.0929841	0.057053	0.0379508	0.0293339	0.254277	0.0711909	0.0153924	0.591883	0.0379223	0.00477495	0.0993687	0.584544	3.31131	0.360911	0.362883	0.0738796	0.202326	6.267972
274	0	-13196.5	-13167.1	-29.3719	0.3294225	0.306565	0.149616	0.13608	0.11981	0.236922	0.0914579	0.226723	0.116207	0.156498	0.250552	0.119782	0.147099	0.228662	0.251646	0.199599	0.301123	0.222203	0.220055	0.219225	0.093665	0.134967	0.100248	0.497661	0.0454233	0.185952	0.0956041	0.101941	0.065949	0.104777	0.139246	0.0356284	0.1041	0.235065	0.0961915	0.0797497	0.00388845	0.0819433	0.033731	0.179161	0.0526104	0.0126829	0.0102282	0.0517152	0.0399563	0.238864	0.0697955	0.0142863	0.599654	0.0374431	0.00798287	0.127493	0.642061	3.22246	0.34198	0.355069	0.0911479	0.211803	6.241953
275	1	-13212.2	-13180.2	-31.9976	0.2904645	0.2137	0.175798	0.158189	0.13354	0.251445	0.140824	0.172852	0.133458	0.14049	0.369818	0.107995	0.141463	0.145186	0.217553	0.255179	0.329609	0.215951	0.200219	0.254998	0.0678827	0.129178	0.109114	0.393332	0.283741	0.0713409	0.0441381	0.0507593	0.0685044	0.0531825	0.075543	0.108588	0.0572196	0.0986543	0.0675904	0.0712465	0.222318	0.101169	0.0602858	0.0838413	0.226467	0.128749	0.0757168	0.0976939	0.0288627	0.280261	0.0637123	0.0138498	0.560691	0.0526232	0.00455375	0.0971006	0.579436	3.31891	0.338977	0.371568	0.0783531	0.211102	6.504522
276	0	-13208.6	-13175.4	-33.1875	0.2982974	0.30642	0.212455	0.239064	0.128343	0.204818	0.138887	0.189948	0.178714	0.197989	0.362155	0.155841	0.15184	0.250648	0.21068	0.20567	0.326681	0.255406	0.221039	0.214283	0.0632591	0.172146	0.0849086	0.473149	0.0383155	0.144048	0.0637497	0.0779377	0.051897	0.156151	0.151196	0.0778388	0.0439447	0.259266	0.108745	0.0600218	0.00333008	0.0695042	0.0035322	0.175376	0.055128	0.0387373	0.0194393	0.0810121	0.0372849	0.230742	0.0719438	0.0201399	0.618112	0.0217778	0.00515821	0.103171	0.592932	3.29874	0.342935	0.354479	0.0864585	0.216128	6.623512
277	1	-13194.9	-13160.1	-34.7861	0.320472	0.269715	0.195875	0.239808	0.134622	0.205121	0.14699	0.253622	0.167777	0.195775	0.369818	0.151998	0.141463	0.211774	0.25714	0.244336	0.326655	0.269087	0.180575	0.216171	0.0879421	0.138818	0.139992	0.551907	0.188325	0.0605005	0.023281	0.0688137	0.0721516	0.0467062	0.0739034	0.0656842	0.00895709	0.11976	0.072296	0.0440389	0.196476	0.133861	0.00399162	0.0416087	0.217261	0.156011	0.0606477	0.0321176	0.0364021	0.253728	0.0646417	0.0144012	0.577078	0.0537491	0.00710217	0.120486	0.628634	3.24378	0.350372	0.368719	0.0777523	0.203157	6.783375
278	0	-13204	-13165.4	-38.5053	0.3182414	0.33439	0.135672	0.237955	0.176178	0.193598	0.156938	0.300545	0.142376	0.20682	0.37208	0.182046	0.178171	0.26012	0.169096	0.253973	0.420893	0.306153	0.182972	0.2499	0.106886	0.130599	0.111479	0.499977	0.0343784	0.220924	0.0459839	0.11376	0.0248021	0.162039	0.228844	0.0428382	0.0788245	0.17007	0.108745	0.0583456	0.0581118	0.0485089	0.031146	0.211998	0.0469137	0.0279545	0.0565948	0.0756932	0.0314248	0.248319	0.068184	0.0195244	0.599222	0.0333265	0.0068912	0.11874	0.625203	3.24917	0.346954	0.366389	0.0836708	0.202986	7.155292
279	1	-13198.4	-13159.7	-38.7852	0.3101621	0.296439	0.184834	0.203037	0.180935	0.258619	0.157184	0.22489	0.147221	0.209151	0.339476	0.1276	0.141463	0.197574	0.264556	0.216719	0.396042	0.301532	0.213742	0.291225	0.107823	0.17238	0.123287	0.547577	0.29533	0.091663	0.0450082	0.0705196	0.0747524	0.0298711	0.0576841	0.0711732	0.0410565	0.176804	0.0535838	0.0656414	0.164479	0.103317	0.0358757	0.0755154	0.126367	0.163834	0.0775173	0.0599814	0.0385178	0.246888	0.0588992	0.0152664	0.600451	0.0399774	0.00615579	0.11242	0.612481	3.26894	0.349351	0.367644	0.0827062	0.200299	7.183282
280	0	-13206.5	-13169.2	-37.2927	0.307404	0.258084	0.175241	0.21647	0.204186	0.274169	0.124071	0.223673	0.14207	0.218057	0.354562	0.173217	0.120087	0.25217	0.229017	0.20092	0.346562	0.215776	0.270704	0.222952	0.137475	0.11668	0.0860111	0.538352	0.0615229	0.176543	0.0870383	0.109159	0.0227882	0.139341	0.176651	0.0428382	0.0560928	0.253302	0.117985	0.0910439	0.0480194	0.0324149	0.031146	0.256106	0.090052	0.0592038	0.0348632	0.0474243	0.0314958	0.288291	0.0670988	0.0201756	0.560852	0.032087	0.00591511	0.110266	0.60803	3.27579	0.348755	0.368291	0.0768473	0.206107	7.034037
281	1	-13207.2	-13177.4	-29.7553	0.295068	0.283584	0.146781	0.175985	0.176639	0.268368	0.185263	0.147801	0.12682	0.191337	0.332539	0.0861085	0.188525	0.206848	0.252477	0.24471	0.293893	0.229778	0.180672	0.163663	0.100077	0.147415	0.0717239	0.425919	0.170214	0.0457035	0.0901127	0.0373562	0.0560535	0.0231723	0.0593646	0.106131	0.00232964	0.147806	0.0479402	0.0439574	0.229615	0.0755216	0.0484219	0.048499	0.20572	0.129408	0.0478834	0.0381566	0.0341977	0.252182	0.0673622	0.0143501	0.583566	0.0483411	0.00490378	0.100664	0.587426	3.30701	0.333397	0.37076	0.080617	0.215226	6.280291
282	0	-13199.5	-13158.4	-41.0773	0.2953243	0.358329	0.178829	0.175444	0.155712	0.281051	0.173317	0.266402	0.166491	0.23269	0.3522	0.13504	0.177499	0.215985	0.252064	0.241681	0.314678	0.336779	0.209343	0.320394	0.117303	0.183786	0.137154	0.541926	0.0450708	0.140847	0.108956	0.0991496	0.0242114	0.119523	0.211102	0.0577908	0.106085	0.214589	0.0852778	0.0714774	0.019491	0.0910925	0.0279298	0.257147	0.046304	0.0172548	0.0790235	0.0660767	0.032038	0.256713	0.0696078	0.0197778	0.596135	0.0257288	0.0049237	0.100863	0.587866	3.30635	0.353511	0.355672	0.0778953	0.212921	7.412497
283	1	-13193.7	-13162	-31.6624	0.3014158	0.377421	0.158014	0.190684	0.126602	0.207609	0.116586	0.173168	0.143833	0.154861	0.388183	0.117306	0.113029	0.199219	0.194311	0.223697	0.311655	0.267372	0.250875	0.189561	0.115927	0.113729	0.10498	0.455679	0.186958	0.0689429	0.016981	0.0694474	0.133942	0.0122475	0.0783989	0.103156	0.00994351	0.172935	0.0581684	0.0306434	0.133211	0.104286	0.025523	0.0595221	0.239519	0.146495	0.0876527	0.0387346	0.034505	0.275622	0.0617022	0.0154586	0.573428	0.0392844	0.00541086	0.105597	0.598173	3.29082	0.341773	0.368178	0.0826424	0.207407	6.47101
284	0	-13191.9	-13161.7	-30.218	0.3071381	0.282985	0.135924	0.17803	0.175913	0.203541	0.11145	0.23397	0.158579	0.130027	0.273095	0.141225	0.122635	0.191982	0.256147	0.177818	0.276659	0.224711	0.203495	0.253718	0.105356	0.114428	0.105204	0.494389	0.0682607	0.165253	0.0373335	0.0797218	0.0411853	0.160101	0.170097	0.0442241	0.0969152	0.180689	0.0820378	0.0499223	0.0597452	0.0585325	0.00718138	0.257147	0.0617795	0.0119432	0.080693	0.0625231	0.035571	0.268786	0.0628118	0.0197422	0.565561	0.0475281	0.00589219	0.110058	0.607598	3.27645	0.34904	0.371679	0.0771977	0.202084	6.326568
285	1	-13202	-13167.2	-34.7688	0.2825691	0.285559	0.154589	0.222851	0.153174	0.160014	0.205976	0.243866	0.153282	0.11898	0.355533	0.0885126	0.195978	0.234135	0.234141	0.269906	0.294638	0.262154	0.213923	0.256852	0.120729	0.11747	0.113657	0.425229	0.196365	0.0466732	0.0255771	0.0470183	0.0383873	0.0286443	0.0813326	0.115423	0.0490522	0.162698	0.105158	0.0403762	0.204119	0.0909424	0.0500715	0.0493828	0.251275	0.183516	0.0732716	0.0612134	0.0347867	0.267268	0.0762197	0.0186636	0.579394	0.0236679	0.00398811	0.0910234	0.565334	3.33965	0.351335	0.355746	0.0849546	0.207964	6.781644
286	0	-13202.7	-13168	-34.7471	0.3101376	0.303431	0.184771	0.154736	0.14944	0.244812	0.131452	0.276673	0.17218	0.148849	0.296045	0.0899421	0.186075	0.194589	0.200019	0.224649	0.306988	0.34182	0.205163	0.253718	0.107682	0.1469	0.113183	0.441278	0.0624729	0.137059	0.0705318	0.086221	0.0448535	0.195105	0.166379	0.0282961	0.173534	0.214397	0.0425354	0.104027	0.0442474	0.0953931	0.0275833	0.205076	0.0768526	0.0229893	0.0580916	0.0494341	0.0323162	0.247924	0.0713907	0.0191147	0.577968	0.051286	0.00615362	0.112401	0.612441	3.269	0.344546	0.357347	0.0814363	0.21667	6.779473
287	1	-13196.2	-13169.7	-26.4821	0.2943141	0.312011	0.103434	0.1692	0.117919	0.211049	0.0803067	0.189933	0.104003	0.13041	0.381608	0.100717	0.113144	0.213395	0.167983	0.223334	0.258301	0.241481	0.217952	0.192812	0.0831336	0.15552	0.10574	0.496236	0.193688	0.063311	0.025522	0.0176459	0.054056	0.0180689	0.0573429	0.0557758	0.0300185	0.155826	0.048195	0.0277637	0.149379	0.111056	0.034548	0.0455701	0.236673	0.15066	0.0572397	0.0510184	0.0470724	0.277046	0.0652136	0.0186121	0.552143	0.0399128	0.00484543	0.10008	0.586129	3.30895	0.334401	0.368468	0.0848229	0.212308	5.95298
288	0	-13196.9	-13163	-33.8912	0.289003	0.263856	0.181734	0.199446	0.128053	0.237488	0.161609	0.245617	0.120585	0.12347	0.453049	0.125991	0.124859	0.235013	0.228213	0.257064	0.359331	0.273528	0.198071	0.212668	0.0839002	0.140061	0.118318	0.477853	0.0614084	0.110306	0.0300508	0.0900088	0.0356148	0.150578	0.231672	0.0631284	0.128926	0.1647	0.0975208	0.10396	0.0306423	0.0526919	0.0297739	0.143455	0.0520332	0.00816515	0.0488469	0.110621	0.0303439	0.250497	0.060636	0.0217624	0.593915	0.0428453	0.00444574	0.0959722	0.576864	3.32272	0.367612	0.350634	0.0782781	0.203476	6.693881
289	1	-13207.8	-13182.5	-25.2709	0.3164957	0.246299	0.141799	0.176656	0.1597	0.257988	0.0742964	0.135009	0.141957	0.120137	0.297169	0.0900776	0.13415	0.22949	0.227462	0.165458	0.287157	0.204246	0.219253	0.184583	0.0831336	0.143822	0.0703894	0.472762	0.18396	0.0486109	0.0276644	0.0545519	0.13457	0.0383562	0.0210205	0.0871267	0.0285223	0.191616	0.0670185	0.0187903	0.134993	0.128477	0.0106685	0.0526712	0.129519	0.150821	0.0521652	0.00774292	0.0413358	0.279307	0.0657458	0.0195654	0.556649	0.037397	0.00672847	0.117373	0.622493	3.25341	0.351538	0.367783	0.0756588	0.20502	5.831859
290	0	-13207.5	-13173.1	-34.3712	0.3161776	0.25875	0.125245	0.164569	0.130969	0.239746	0.183507	0.313204	0.140041	0.151851	0.283824	0.140821	0.145923	0.195438	0.231222	0.248017	0.318962	0.270226	0.16646	0.242662	0.109709	0.122398	0.080615	0.500991	0.0413778	0.204018	0.0645706	0.0932119	0.0794397	0.158997	0.176303	0.0372718	0.169082	0.187326	0.07213	0.0853237	0.0812057	0.117401	0.0426191	0.193175	0.0185221	0.0215207	0.0732127	0.0600303	0.0274963	0.252925	0.0666781	0.0161108	0.599672	0.0371173	0.00669904	0.117124	0.621997	3.25418	0.368856	0.358476	0.0781012	0.194567	6.741888
291	1	-13195.2	-13167.1	-28.1412	0.3239432	0.26455	0.188927	0.184919	0.0871542	0.224783	0.122543	0.2382	0.15485	0.145262	0.302908	0.0967927	0.142159	0.155308	0.220376	0.207679	0.266135	0.285481	0.219253	0.18785	0.0793985	0.17297	0.0852237	0.42946	0.154654	0.0782367	0.0624877	0.0672919	0.0972351	0.0358681	0.0555428	0.120648	0.0285223	0.14906	0.0274031	0.00839694	0.155666	0.168737	0.0179354	0.0271835	0.199244	0.134155	0.0445436	0.0238962	0.0395246	0.285602	0.0647041	0.0223406	0.548912	0.0389172	0.00743725	0.123203	0.633905	3.23545	0.347443	0.370373	0.0757206	0.206464	6.118887
292	0	-13199.7	-13167.6	-32.1363	0.2908514	0.331243	0.109942	0.225962	0.108234	0.184461	0.159838	0.267992	0.100254	0.170249	0.364097	0.115855	0.183509	0.249584	0.197262	0.20049	0.302407	0.239809	0.174935	0.160828	0.114586	0.125281	0.11346	0.430787	0.0586202	0.12813	0.0400945	0.0932119	0.0480571	0.171628	0.25095	0.0212441	0.129187	0.231282	0.0625461	0.0935331	0.0543945	0.0635169	0.0424907	0.204337	0.0576044	0.0172047	0.0312203	0.088074	0.0309264	0.256208	0.0644112	0.0148076	0.594155	0.0394918	0.00458259	0.0973996	0.580114	3.3179	0.370816	0.34863	0.0859297	0.194625	6.518392
293	1	-13191.5	-13166.7	-24.7127	0.2944865	0.26713	0.179708	0.18157	0.118915	0.130264	0.164834	0.221793	0.136867	0.128871	0.302908	0.12571	0.146413	0.189696	0.179073	0.156024	0.292969	0.226458	0.171796	0.169898	0.0706779	0.0982357	0.113492	0.389806	0.155366	0.081111	0.0261037	0.0545793	0.0452464	0.0365001	0.048704	0.100431	0.0207154	0.112919	0.0428479	0.00128322	0.205291	0.136594	0.0405594	0.0449776	0.174576	0.16396	0.0710886	0.0500766	0.0400544	0.283873	0.064525	0.012387	0.555897	0.0432635	0.00485874	0.100213	0.586426	3.3085	0.347992	0.364018	0.0809524	0.207037	5.776037
294	0	-13205	-13169.2	-35.8139	0.267861	0.290452	0.169289	0.193116	0.108068	0.228371	0.172238	0.258504	0.166236	0.18257	0.361207	0.123796	0.110585	0.232201	0.267942	0.238029	0.311436	0.233847	0.219021	0.235678	0.0650178	0.153118	0.128354	0.606461	0.0910195	0.205833	0.00994264	0.115971	0.0597659	0.153274	0.181716	0.03475	0.0675045	0.239352	0.0844006	0.0648432	0.0454566	0.0406689	0.0385454	0.220929	0.0410678	0.00716699	0.0651317	0.0632775	0.0369709	0.250978	0.0734153	0.0171854	0.598037	0.023413	0.0030507	0.0798587	0.53767	3.37942	0.341438	0.358778	0.0872525	0.212532	6.886152
295	1	-13200	-13167.6	-32.3883	0.3136209	0.313532	0.145168	0.155431	0.183408	0.212691	0.164816	0.202076	0.146233	0.140509	0.343546	0.164509	0.132463	0.23346	0.185914	0.181799	0.371065	0.225112	0.205884	0.254141	0.0665918	0.154905	0.124486	0.521342	0.227249	0.0528238	0.0537575	0.0305925	0.0413089	0.056793	0.0624748	0.0858454	0.00884747	0.163671	0.084475	6.15997e-05	0.171159	0.136594	0.045218	0.0520251	0.165756	0.153882	0.0909929	0.0309916	0.0325951	0.28792	0.063436	0.0182628	0.546516	0.051271	0.00646508	0.115124	0.617984	3.26043	0.341511	0.364201	0.0816982	0.21259	6.543599
296	0	-13205.6	-13171.7	-33.9401	0.3176692	0.367431	0.166633	0.209502	0.0772214	0.222765	0.101026	0.211117	0.180008	0.199637	0.378907	0.115811	0.171716	0.201631	0.249809	0.257243	0.306553	0.270615	0.249398	0.215893	0.0973911	0.146285	0.0922172	0.41732	0.111008	0.124946	0.0313835	0.115971	0.0365338	0.0989483	0.199491	0.0475121	0.0720061	0.161526	0.101344	0.118866	0.014829	0.038556	0.0395492	0.221032	0.0630141	0.0115429	0.0652391	0.119349	0.0378147	0.247515	0.0624296	0.014181	0.611685	0.0263748	0.00683762	0.118292	0.624317	3.25055	0.339441	0.360401	0.0866653	0.213493	6.698776
