Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1888	0	-13190.6	-13154.9	-35.7089	0.2999375	0.3385	0.146001	0.241223	0.136433	0.202677	0.178568	0.244012	0.1272	0.152933	0.373361	0.100638	0.145442	0.231538	0.228442	0.180429	0.348751	0.331998	0.212594	0.263623	0.114373	0.159065	0.0970689	0.504741	0.0598738	0.17466	0.0431961	0.139938	0.0443641	0.197663	0.215363	0.0774416	0.0846474	0.187488	0.0722668	0.0761639	0.0381212	0.00122976	0.0584528	0.159099	0.0751071	0.0374538	0.0255549	0.0479655	0.0354579	0.264595	0.0685086	0.0111947	0.577533	0.0427107	0.00529024	0.104447	0.595698	3.29457	0.336784	0.375785	0.0807765	0.206655	6.875659
1889	1	-13191.8	-13166.6	-25.2379	0.303961	0.275022	0.111001	0.160491	0.140457	0.217365	0.111285	0.213884	0.126703	0.140234	0.255338	0.0946739	0.146002	0.160905	0.195167	0.172743	0.316865	0.273803	0.184086	0.225083	0.0606749	0.15951	0.103618	0.413394	0.108248	0.0627039	0.0301361	0.023334	0.0398823	0.0318145	0.0303228	0.146719	0.0757802	0.179777	0.0628537	0.0539464	0.168083	0.0982936	0.0233642	0.0662653	0.163048	0.107468	0.0588624	0.0393519	0.0369924	0.303783	0.0669456	0.0242545	0.539555	0.0284698	0.00562212	0.10758	0.602395	3.2844	0.348278	0.369283	0.0739671	0.208472	5.828559
1890	0	-13218.8	-13184.6	-34.2016	0.2816491	0.316676	0.125337	0.190032	0.100609	0.245137	0.274641	0.257389	0.12106	0.179393	0.26151	0.108145	0.199593	0.144986	0.275495	0.301821	0.294513	0.299426	0.220704	0.21594	0.0874697	0.162518	0.0667751	0.469628	0.0827667	0.144413	0.0967396	0.0998976	0.00676844	0.184928	0.177664	0.000316128	0.118623	0.222517	0.0749192	0.0501095	0.0165436	0.011929	0.0520159	0.229537	0.06803	0.0333012	0.0529361	0.0821746	0.0341527	0.262698	0.0648538	0.0110078	0.597312	0.0299758	0.00392505	0.0903186	0.563658	3.3421	0.365888	0.351298	0.0842503	0.198564	6.724928
1891	1	-13194.6	-13167.5	-27.1075	0.3042473	0.347806	0.12296	0.139372	0.140569	0.284793	0.114104	0.198687	0.117353	0.134301	0.28179	0.088944	0.128519	0.191382	0.199517	0.194354	0.242325	0.237542	0.202673	0.178615	0.0923864	0.164712	0.109567	0.402167	0.147401	0.0398264	0.0368702	0.0511632	0.0924891	0.019218	0.00552042	0.140279	0.0479582	0.134702	0.071285	0.029408	0.246267	0.107815	0.0509598	0.0244567	0.256104	0.104831	0.0578367	0.036684	0.0411086	0.262376	0.062162	0.020745	0.582085	0.0315226	0.00564616	0.107803	0.602867	3.28368	0.346065	0.359948	0.0869194	0.207068	6.015513
1892	0	-13205.2	-13171.3	-33.9209	0.3088681	0.300669	0.199173	0.228657	0.201363	0.194875	0.119711	0.243755	0.140347	0.123529	0.271115	0.12619	0.131899	0.190813	0.229565	0.20293	0.31961	0.269365	0.183905	0.210784	0.083105	0.144473	0.117188	0.569473	0.0816051	0.189187	0.0474783	0.121783	0.00614163	0.172535	0.240888	0.00105707	0.0889676	0.228699	0.0928345	0.126331	0.0875409	0.00241319	0.0721801	0.11376	0.0565589	0.0520645	0.0507968	0.0615402	0.0370444	0.279052	0.0647262	0.019556	0.548468	0.0511531	0.00604221	0.111409	0.610399	3.27215	0.357297	0.353636	0.0792981	0.209769	6.696855
1893	1	-13196.7	-13171.2	-25.4936	0.2723113	0.259031	0.122782	0.208135	0.128251	0.181996	0.188006	0.204856	0.181053	0.122416	0.252264	0.0953946	0.102679	0.237118	0.161973	0.220974	0.273547	0.225281	0.175566	0.184319	0.0986467	0.118676	0.0884557	0.436102	0.238794	0.0384042	0.0368702	0.0523708	0.0627038	0.0186173	0.0178916	0.127585	0.0659337	0.133682	0.036375	0.0315862	0.253644	0.0814975	0.012688	0.0239386	0.152382	0.121182	0.0594866	0.0209692	0.0443683	0.270823	0.0617544	0.0166799	0.563517	0.0428572	0.00331847	0.0832116	0.546237	3.36723	0.338731	0.367853	0.078239	0.215178	5.854123
1894	0	-13212.6	-13175.4	-37.2165	0.3000842	0.282287	0.174776	0.16864	0.207087	0.217731	0.146648	0.267125	0.158001	0.156237	0.386174	0.182052	0.110963	0.242093	0.285295	0.22028	0.32562	0.313	0.267573	0.282421	0.0629383	0.131491	0.0892631	0.555126	0.0499395	0.191559	0.0519148	0.124623	0.0039132	0.144941	0.212232	0.0223846	0.0938635	0.145823	0.0496316	0.101302	0.0456873	0.00681705	0.047987	0.15977	0.108849	0.0446465	0.0624016	0.125311	0.0296709	0.288518	0.0449872	0.0250093	0.553822	0.0579924	0.00530214	0.104561	0.595944	3.29419	0.372232	0.35217	0.0755162	0.200082	7.026415
1895	1	-13197.2	-13170.2	-27.0625	0.3156319	0.305341	0.125552	0.174132	0.0883205	0.214786	0.120727	0.189234	0.133739	0.156875	0.245804	0.116373	0.120916	0.248456	0.265926	0.240785	0.305406	0.234484	0.195875	0.155109	0.116004	0.106618	0.0541813	0.480112	0.217694	0.07427	0.0757736	0.0366699	0.0841305	0.0202521	0.046729	0.084196	0.0497215	0.110585	0.0514377	0.0513316	0.168853	0.117854	0.054523	0.0336509	0.186353	0.068231	0.0566017	0.0273999	0.0368993	0.257924	0.0698604	0.0186879	0.579918	0.0367099	0.00664873	0.116697	0.621144	3.25551	0.350238	0.366152	0.0765732	0.207037	6.01101
1896	0	-13203.8	-13163.5	-40.2622	0.295325	0.333709	0.153444	0.236097	0.107043	0.267916	0.134382	0.22246	0.165648	0.200021	0.392317	0.120602	0.155035	0.228912	0.252785	0.241603	0.291992	0.303521	0.253426	0.243458	0.139422	0.165379	0.0716789	0.552281	0.0402132	0.142902	0.0654314	0.143222	0.00869986	0.12786	0.257309	0.0536987	0.14434	0.184663	0.115935	0.120015	0.0475246	0.0184074	0.13129	0.258534	0.0640307	0.0658149	0.0494681	0.0584951	0.0275917	0.324416	0.0537131	0.0163893	0.523757	0.0541332	0.00492375	0.100863	0.587867	3.30635	0.368202	0.363203	0.0698807	0.198714	7.330986
1897	1	-13196	-13168.5	-27.4983	0.2852255	0.298432	0.109655	0.152324	0.101245	0.207266	0.157322	0.206935	0.138795	0.155094	0.312159	0.111061	0.108918	0.219879	0.125743	0.226366	0.295498	0.291179	0.193559	0.180022	0.0960125	0.127173	0.0953061	0.480112	0.211616	0.0255227	0.0714651	0.0810583	0.0360926	0.0193587	0.0274291	0.110386	0.0497215	0.151256	0.0340464	0.0372993	0.171902	0.151934	0.0295749	0.0299495	0.163002	0.133554	0.0671808	0.0621871	0.0316387	0.295617	0.0739498	0.0136376	0.551974	0.0331828	0.00417354	0.0930627	0.570136	3.33263	0.35086	0.370315	0.0745317	0.204293	6.054592
1898	0	-13206.1	-13159.9	-46.1238	0.2950269	0.464614	0.196938	0.270141	0.155693	0.30951	0.172526	0.373059	0.200318	0.188515	0.410994	0.155019	0.178726	0.205021	0.261365	0.24874	0.291992	0.323392	0.251098	0.312737	0.155817	0.173916	0.0981254	0.581049	0.0564006	0.132873	0.0754181	0.105046	0.046764	0.185953	0.225651	0.0465359	0.124784	0.204201	0.0853939	0.101901	0.0624657	0.0155188	0.0618147	0.180678	0.0602029	0.0553674	0.0636011	0.0472702	0.0311905	0.317711	0.0519316	0.0259243	0.528617	0.0446257	0.00490058	0.100632	0.587356	3.30711	0.34847	0.373608	0.0673164	0.210606	7.917145
1899	1	-13194.9	-13168.5	-26.4021	0.2781089	0.287999	0.115513	0.129703	0.1628	0.181349	0.139463	0.202929	0.113845	0.150018	0.398418	0.138346	0.0921028	0.175219	0.186077	0.208061	0.239363	0.258593	0.18117	0.194967	0.0887336	0.114768	0.0805078	0.398868	0.216658	0.0631698	0.105352	0.057422	0.0601187	0.0415926	0.0210352	0.0761139	0.0841605	0.146767	0.0405503	0.0124828	0.156528	0.0732434	0.0250868	0.0473243	0.225809	0.1292	0.0608589	0.0626878	0.0311716	0.292046	0.0706059	0.011237	0.543825	0.0511147	0.00368792	0.0876137	0.557141	3.35156	0.341206	0.371203	0.0745459	0.213045	5.944974
1900	0	-13209	-13162.2	-46.8316	0.289264	0.330159	0.142178	0.196416	0.160757	0.226711	0.229112	0.301513	0.160876	0.216279	0.432449	0.151471	0.144815	0.25688	0.283953	0.20529	0.356743	0.374894	0.279645	0.304132	0.109931	0.174458	0.101517	0.617454	0.0623015	0.213578	0.0855442	0.147685	0.0768931	0.146135	0.233475	0.0733436	0.174292	0.184576	0.163404	0.0974478	0.0727307	0.0333353	0.074329	0.220625	0.0484694	0.0412921	0.0466797	0.0341563	0.0323421	0.3263	0.0566176	0.0158998	0.532548	0.036293	0.00446492	0.0961736	0.577324	3.32204	0.338652	0.380253	0.069733	0.211362	7.987923
1901	1	-13202.8	-13177.5	-25.3338	0.3291666	0.302478	0.130279	0.183818	0.100797	0.18655	0.0989384	0.169414	0.110157	0.148966	0.301753	0.132174	0.106325	0.191086	0.158574	0.213095	0.268368	0.174759	0.219575	0.236117	0.0813383	0.181542	0.0574222	0.512211	0.214951	0.0516593	0.0566496	0.0416829	0.0839236	0.0196672	0.0358185	0.0795333	0.0364205	0.110367	0.0433267	0.0453844	0.173942	0.0908167	0.0561289	0.0576729	0.194114	0.120335	0.0516094	0.00840437	0.0389101	0.324544	0.0740872	0.026733	0.507242	0.0284836	0.00795694	0.127293	0.641685	3.22307	0.342281	0.3696	0.0798173	0.208302	5.838147
1902	0	-13197.8	-13166	-31.7904	0.3113495	0.356862	0.141939	0.168454	0.124198	0.238003	0.113931	0.240232	0.141828	0.198657	0.356936	0.108357	0.0969719	0.201369	0.254972	0.162433	0.313099	0.256943	0.261153	0.205662	0.0850881	0.1563	0.129853	0.461492	0.0543368	0.144252	0.0855442	0.0859545	0.00572495	0.108895	0.195262	0.0647792	0.0799245	0.144797	0.0780926	0.0661353	0.0764147	0.00642381	0.0580388	0.22381	0.0547534	0.0440481	0.0424344	0.0894527	0.0324008	0.313003	0.0703322	0.0172742	0.533515	0.0334746	0.00626104	0.113348	0.61438	3.26601	0.345804	0.369653	0.0741847	0.210359	6.48381
1903	1	-13200.4	-13172.6	-27.714	0.3066851	0.29093	0.145847	0.168493	0.129417	0.170051	0.183602	0.184365	0.148491	0.13173	0.32378	0.117384	0.110716	0.173098	0.174261	0.221012	0.227619	0.15721	0.218279	0.18556	0.0729324	0.133023	0.117851	0.486038	0.160888	0.0976599	0.0491093	0.0519601	0.0461517	0.0186637	0.0283591	0.058129	0.0838817	0.18888	0.048664	0.0587656	0.248132	0.111978	0.0622486	0.0743807	0.174203	0.169372	0.0529372	0.0201113	0.0384638	0.344045	0.070114	0.0190414	0.501424	0.0269118	0.00585325	0.109705	0.606861	3.27758	0.336645	0.369281	0.0786854	0.215389	6.076166
1904	0	-13198.3	-13170.7	-27.6541	0.3089271	0.291135	0.161702	0.184397	0.112641	0.191362	0.104407	0.21479	0.166556	0.139294	0.258512	0.115706	0.124175	0.197345	0.268895	0.198996	0.323046	0.31648	0.189554	0.188089	0.0887976	0.114191	0.104994	0.411282	0.0400188	0.133652	0.0400455	0.0697568	0.00143457	0.14646	0.146272	0.0606315	0.0842196	0.167469	0.0716498	0.100838	0.0304702	0.0200615	0.104766	0.183086	0.0824793	0.0486003	0.0297245	0.0421927	0.0326386	0.363877	0.0647461	0.0253067	0.474542	0.0388896	0.00604737	0.111455	0.610495	3.272	0.346841	0.368873	0.0662423	0.218044	6.070174
1905	1	-13192.4	-13167.3	-25.1371	0.2965874	0.262484	0.187354	0.149996	0.107053	0.214008	0.103318	0.202586	0.132264	0.163669	0.311278	0.0881884	0.133456	0.186652	0.174261	0.149808	0.295963	0.224987	0.221978	0.222087	0.0788098	0.105289	0.0801763	0.428912	0.168746	0.0817161	0.038129	0.0562521	0.0850672	0.0313015	0.0207552	0.0655367	0.0310236	0.126581	0.0753529	0.0456351	0.261426	0.0862285	0.0423031	0.0405107	0.145653	0.0654361	0.0901414	0.0361041	0.0366255	0.284347	0.0655865	0.0157787	0.569162	0.0284998	0.00502257	0.101843	0.590027	3.30311	0.344252	0.366751	0.0807664	0.208231	5.818479
1906	0	-13195.6	-13172.9	-22.7205	0.3198677	0.268623	0.11221	0.148759	0.113786	0.20766	0.147763	0.208489	0.163038	0.146358	0.233979	0.100287	0.124175	0.181566	0.176885	0.141493	0.2301	0.220997	0.199099	0.211652	0.087454	0.172325	0.0831215	0.44645	0.0364805	0.0766596	0.0129872	0.0988627	0.00243906	0.134264	0.164084	0.0658903	0.12363	0.21548	0.0614024	0.0427343	0.0465862	0.00298049	0.0630281	0.155756	0.0539965	0.0396435	0.0114495	0.0421927	0.0448087	0.315414	0.0847059	0.017765	0.502232	0.0350743	0.00704467	0.120013	0.627708	3.24524	0.325047	0.379899	0.0755997	0.219454	5.576817
1907	1	-13197.3	-13167.6	-29.7461	0.3099602	0.311037	0.13805	0.158027	0.139049	0.17814	0.175409	0.156279	0.123602	0.186583	0.305237	0.15545	0.116743	0.194062	0.265461	0.235891	0.29699	0.238839	0.221978	0.175046	0.108569	0.141255	0.0816674	0.441678	0.15612	0.0751757	0.122897	0.0562521	0.0641642	0.028121	0.0191913	0.100345	0.0667611	0.120184	0.0633931	0.0298025	0.199114	0.0751177	0.0378695	0.0786006	0.205616	0.151432	0.0760502	0.00812089	0.0439306	0.253484	0.0659491	0.0156422	0.579574	0.04142	0.00613799	0.112262	0.612157	3.26944	0.337043	0.364245	0.0888304	0.209881	6.27937
1908	0	-13197.4	-13176.1	-21.31	0.3047787	0.280447	0.119525	0.114388	0.100144	0.149488	0.148411	0.165197	0.108317	0.145258	0.305923	0.106925	0.145572	0.207241	0.20388	0.189135	0.227322	0.223588	0.18422	0.190358	0.0624769	0.115493	0.0972567	0.373324	0.0744106	0.158488	0.0141127	0.0773921	0.00629048	0.159716	0.158804	0.0601073	0.0736351	0.160996	0.0615132	0.0559488	0.0320653	0.0385105	0.0124314	0.163756	0.0476388	0.025388	0.00193604	0.0887341	0.0406564	0.286415	0.0770843	0.0186747	0.542536	0.0346338	0.00569095	0.108217	0.603741	3.28235	0.328988	0.374092	0.0834605	0.213459	5.435764
1909	1	-13196.3	-13168.1	-28.2611	0.2976984	0.292715	0.13278	0.162923	0.115238	0.224062	0.142998	0.265645	0.146424	0.134607	0.252398	0.119714	0.119197	0.18793	0.231597	0.200269	0.352864	0.314021	0.240175	0.18758	0.0681629	0.122209	0.0904012	0.441678	0.21444	0.0524206	0.0667886	0.0331188	0.0607757	0.0321653	0.0305918	0.0959643	0.0603953	0.104232	0.0463335	0.0638313	0.178887	0.120548	0.00959957	0.049011	0.194387	0.0681985	0.0736278	0.0299667	0.0401228	0.305056	0.0600319	0.0216648	0.544541	0.0285829	0.00511046	0.102706	0.591917	3.30027	0.336083	0.362856	0.0874927	0.213569	6.130873
1910	0	-13207.3	-13185.3	-22.0175	0.30863	0.303871	0.100634	0.129629	0.0871769	0.149488	0.113395	0.240663	0.0804877	0.117058	0.240926	0.101256	0.0926787	0.213832	0.1225	0.214165	0.303803	0.184869	0.15097	0.176666	0.0712241	0.166273	0.099326	0.48591	0.0594115	0.147642	0.024214	0.0749814	0.000920344	0.149912	0.204369	0.0339811	0.0799712	0.153494	0.071944	0.0808525	0.0467632	0.0422719	0.0509723	0.197098	0.0261572	0.0411074	0.0308097	0.0428397	0.0381967	0.290576	0.0792262	0.0192917	0.52802	0.0446893	0.00602144	0.111223	0.610015	3.27274	0.343042	0.370814	0.0781549	0.207989	5.506515
1911	1	-13199.8	-13171.8	-28.0167	0.3113738	0.284387	0.122867	0.161582	0.135664	0.218033	0.106998	0.188454	0.129692	0.159142	0.292616	0.112309	0.125164	0.194826	0.24186	0.234604	0.26704	0.263285	0.224474	0.204918	0.0882618	0.149738	0.0682679	0.544963	0.162646	0.0546988	0.0178408	0.0418274	0.0474518	0.0135435	0.0460316	0.126883	0.0603953	0.122132	0.0671735	0.0146684	0.130186	0.138181	0.0571435	0.0704453	0.202981	0.12246	0.0731023	0.0175007	0.0471959	0.298607	0.0760588	0.0129789	0.535283	0.0298764	0.00626319	0.113367	0.614418	3.26595	0.315929	0.386462	0.0859204	0.211689	6.106437
1912	0	-13194	-13174.6	-19.4054	0.3372104	0.216235	0.105815	0.147704	0.11852	0.194084	0.104662	0.1843	0.134651	0.117462	0.280708	0.0825152	0.1209	0.180412	0.211648	0.170494	0.282359	0.228316	0.163734	0.171431	0.0862532	0.0961564	0.0846996	0.372411	0.0616569	0.147642	0.0593768	0.108754	0.00799136	0.110728	0.148327	0.0515404	0.111395	0.151935	0.0286814	0.0449207	0.00232879	0.0225376	0.0551535	0.120216	0.0635821	0.0525017	0.0242478	0.0163198	0.0505702	0.307658	0.0694684	0.0189714	0.520647	0.0326845	0.00879314	0.133584	0.653314	3.20431	0.339709	0.370567	0.0802912	0.209433	5.245302
1913	1	-13195.5	-13171.5	-24.045	0.3097384	0.290181	0.14994	0.133834	0.125843	0.172696	0.129285	0.207848	0.148948	0.140385	0.30716	0.102738	0.0949121	0.199521	0.184905	0.155081	0.338867	0.306669	0.147364	0.20619	0.0568733	0.103736	0.104552	0.425519	0.17606	0.0610273	0.0606818	0.0442441	0.0702994	0.0140855	0.0262622	0.0874902	0.046385	0.181152	0.0492466	0.00248222	0.144422	0.0858099	0.0339833	0.0408965	0.162882	0.103424	0.0609354	0.0244448	0.0365672	0.247479	0.0703941	0.0114893	0.587069	0.0470009	0.00611847	0.112089	0.611801	3.26999	0.363918	0.353011	0.0825221	0.200549	5.709261
1914	0	-13209.6	-13182.2	-27.416	0.3122548	0.269551	0.0666065	0.154502	0.0929442	0.183327	0.11358	0.131483	0.142821	0.117462	0.317688	0.115961	0.0970249	0.214731	0.205582	0.212939	0.326794	0.267482	0.187706	0.241707	0.108552	0.113632	0.0995423	0.435274	0.0795813	0.159139	0.0719445	0.121032	0.0130758	0.152446	0.203701	0.0324352	0.127761	0.268373	0.0705635	0.0460687	0.003225	0.0399775	0.0803857	0.158128	0.0362042	0.0830244	0.0241678	0.0582433	0.0424268	0.362711	0.0525938	0.018251	0.482352	0.0416658	0.00634193	0.114056	0.615821	3.26378	0.343575	0.378959	0.0665075	0.210959	6.046367
1915	1	-13212.9	-13178.6	-34.3692	0.316473	0.318535	0.161159	0.247784	0.0978142	0.265216	0.21379	0.247858	0.135401	0.155222	0.340841	0.136667	0.132839	0.222144	0.205115	0.210793	0.307973	0.339106	0.257646	0.23217	0.0734121	0.190173	0.0937373	0.517789	0.127071	0.0939667	0.0606818	0.0342436	0.0442459	0.0237437	0.0210884	0.118126	0.0538204	0.218318	0.0248899	0.00115039	0.259646	0.125365	0.0222632	0.0722576	0.165394	0.122791	0.0318698	0.0175727	0.0323485	0.232685	0.0871689	0.0132482	0.592891	0.0416588	0.00672637	0.117356	0.622458	3.25346	0.325888	0.380001	0.0843291	0.209781	6.74169
1916	0	-13199.9	-13168.4	-31.5279	0.2898093	0.314356	0.134225	0.165265	0.149849	0.197884	0.162745	0.24513	0.142821	0.138153	0.343709	0.120707	0.127135	0.200141	0.182378	0.146857	0.306265	0.316188	0.284505	0.242002	0.100324	0.172591	0.115305	0.431795	0.0698887	0.108511	0.0473636	0.101269	0.0250944	0.179332	0.173161	0.0867183	0.103234	0.200259	0.0534667	0.0661429	0.0554925	0.0316411	0.0652466	0.190037	0.0605819	0.0379916	0.0157826	0.0460122	0.0321974	0.330685	0.061259	0.0272225	0.497501	0.0511347	0.00450514	0.0965945	0.578285	3.32062	0.335768	0.377836	0.0680204	0.218376	6.457553
1917	1	-13202.4	-13170.3	-32.0414	0.2982502	0.289862	0.161887	0.147147	0.129845	0.190579	0.171868	0.282746	0.148877	0.152885	0.284686	0.0967709	0.151513	0.242731	0.203568	0.176794	0.3043	0.253048	0.196661	0.226866	0.0898499	0.172886	0.0909102	0.498228	0.260091	0.0265546	0.0530865	0.0575135	0.07346	0.0275857	0.0559793	0.114884	0.0198596	0.197124	0.0336909	0.00994762	0.224283	0.108078	0.0427918	0.0298708	0.264207	0.169479	0.0493398	0.0265676	0.0418516	0.226018	0.0647494	0.0144949	0.622978	0.0299089	0.00515444	0.103135	0.592853	3.29886	0.33721	0.365697	0.0927684	0.204325	6.508902
1918	0	-13206.4	-13181.6	-24.7863	0.2944327	0.278901	0.154106	0.157537	0.10061	0.192287	0.153283	0.163375	0.139843	0.105637	0.296719	0.125556	0.107722	0.260154	0.180457	0.223938	0.230196	0.178406	0.216242	0.175259	0.110993	0.103847	0.0969883	0.34301	0.0695944	0.160567	0.0572811	0.0874628	0.00132732	0.142445	0.183599	0.0635203	0.111322	0.138613	0.0797422	0.068409	0.0212539	0.0287611	0.0552241	0.218216	0.0815696	0.0387981	0.039867	0.0407603	0.0303685	0.375755	0.067154	0.0259246	0.456541	0.0442568	0.00485458	0.100172	0.586334	3.30864	0.3255	0.392905	0.0660526	0.215542	5.7834
1919	1	-13194.5	-13172.7	-21.8647	0.2809185	0.241653	0.151575	0.174114	0.103202	0.165621	0.121487	0.187268	0.116613	0.101786	0.319293	0.0916703	0.116656	0.16074	0.214018	0.179239	0.254434	0.253272	0.167922	0.182167	0.0670453	0.145314	0.0767576	0.368214	0.113125	0.0667691	0.0218145	0.0612707	0.109189	0.00803749	0.02428	0.0774217	0.0628297	0.196894	0.0362528	0.0243549	0.132406	0.104649	0.0102658	0.0443842	0.247895	0.0988451	0.0639248	0.0265676	0.0432165	0.260919	0.0762986	0.0143949	0.561807	0.0433646	0.0038754	0.0897594	0.562322	3.34404	0.348454	0.356093	0.0836795	0.211773	5.49124
1920	0	-13206.9	-13181.9	-24.9822	0.2980571	0.255172	0.156036	0.164388	0.0923872	0.140202	0.11969	0.206048	0.142564	0.135683	0.244333	0.110058	0.132198	0.146006	0.197214	0.155257	0.307988	0.207078	0.185915	0.20509	0.0937115	0.172424	0.0683967	0.405871	0.0440701	0.141723	0.0473153	0.0707361	0.0145981	0.186304	0.279584	0.0415171	0.0887113	0.187441	0.0548671	0.0749435	0.0178048	0.0626037	0.0962006	0.134447	0.0477216	0.0341895	0.0835325	0.0509599	0.0384449	0.344938	0.0576849	0.0191905	0.514124	0.0256176	0.00513903	0.102984	0.592525	3.29935	0.346237	0.372769	0.0683575	0.212636	5.802981
1921	1	-13203	-13171.5	-31.5041	0.3048587	0.317929	0.143872	0.163352	0.0998723	0.203416	0.150905	0.276248	0.139166	0.167723	0.410924	0.113025	0.121731	0.179934	0.254153	0.19956	0.322992	0.307317	0.180955	0.194333	0.0866183	0.0942833	0.117927	0.451162	0.16003	0.0614882	0.0155911	0.0786478	0.0565106	0.0175404	0.095989	0.108745	0.0248224	0.123901	0.0518913	0.022023	0.177784	0.0893168	0.0198918	0.0520997	0.252668	0.230865	0.10214	0.0158355	0.0450277	0.25396	0.0662368	0.0183579	0.587118	0.0292987	0.00569771	0.10828	0.603873	3.28215	0.343604	0.353546	0.0902305	0.212619	6.455179
1922	0	-13201.5	-13172.2	-29.2851	0.325017	0.243537	0.150861	0.164388	0.148484	0.220758	0.110508	0.180121	0.157367	0.155296	0.402564	0.128455	0.10435	0.171243	0.295081	0.149083	0.2576	0.219418	0.189968	0.27373	0.105257	0.168634	0.0960238	0.497262	0.0532872	0.126383	0.048632	0.1331	0.0220663	0.128214	0.201296	0.0520778	0.12193	0.198693	0.0663536	0.0573268	0.0166461	0.0250644	0.04496	0.138555	0.0577443	0.0620819	0.0360821	0.0527881	0.0377622	0.356971	0.0514244	0.0388491	0.486368	0.0286252	0.00754258	0.124044	0.63552	3.23289	0.354151	0.359488	0.0686257	0.217735	6.233271
1923	1	-13200.6	-13167.7	-32.8876	0.2911038	0.274955	0.0953216	0.174999	0.192321	0.177638	0.143048	0.272534	0.161234	0.140326	0.353858	0.13809	0.129337	0.206296	0.280547	0.245449	0.313459	0.29109	0.260249	0.203494	0.0945508	0.151501	0.075439	0.465768	0.116472	0.081966	0.0413358	0.0305063	0.0739943	0.0401795	0.0102388	0.110412	0.0811729	0.153561	0.0441214	0.0640355	0.254473	0.0735617	0.024946	0.0455527	0.252668	0.121387	0.107064	0.0243708	0.0440417	0.261411	0.0515559	0.0139623	0.600102	0.0289276	0.00460146	0.0975947	0.580556	3.31725	0.344726	0.358684	0.0861551	0.210435	6.593523
1924	0	-13213.9	-13178.4	-35.4398	0.2909166	0.322046	0.114923	0.207289	0.165963	0.175651	0.142045	0.239512	0.141588	0.161429	0.421602	0.0726042	0.123933	0.25134	0.28463	0.189024	0.339364	0.256496	0.222441	0.255863	0.0725092	0.160867	0.102916	0.497262	0.0831718	0.19043	0.119258	0.0833304	0.0397856	0.215373	0.253854	0.0175949	0.137129	0.202756	0.0812598	0.074125	0.0235222	0.00120574	0.0761127	0.154418	0.0577443	0.0270057	0.0493904	0.0399802	0.0349182	0.337982	0.0495166	0.0455267	0.488171	0.0438853	0.00458747	0.09745	0.580228	3.31773	0.346362	0.372598	0.0626615	0.218379	6.848745
1925	1	-13200.6	-13177.6	-23.0133	0.3030927	0.283744	0.164074	0.134302	0.161921	0.193274	0.151217	0.17587	0.169491	0.0987012	0.239105	0.111367	0.12385	0.200201	0.235831	0.170948	0.30076	0.235236	0.19489	0.183651	0.0610971	0.119086	0.0431272	0.413186	0.109369	0.0330746	0.0413358	0.0381479	0.0856795	0.0430202	0.0245878	0.0707182	0.0459607	0.114221	0.0617341	0.0434488	0.185634	0.0814644	0.056758	0.0521786	0.181925	0.0977746	0.0650701	0.00906212	0.0558997	0.296338	0.054035	0.0159833	0.558513	0.0192307	0.00554954	0.106903	0.60096	3.28659	0.334395	0.365815	0.0873925	0.212398	5.606094
1926	0	-13215.3	-13176.7	-38.5325	0.3019974	0.325591	0.19835	0.149676	0.151208	0.198015	0.151037	0.18795	0.128937	0.181662	0.482935	0.137705	0.0960946	0.293135	0.227298	0.230932	0.327882	0.293307	0.229107	0.26126	0.107495	0.162546	0.0700935	0.601207	0.0552624	0.147026	0.11628	0.0964336	0.0189242	0.212563	0.212949	0.0296486	0.0669522	0.21492	0.124481	0.089609	0.0729446	0.0098133	0.116519	0.217069	0.0852142	0.0193267	0.0136173	0.0450358	0.0267096	0.412316	0.0450217	0.0309401	0.424244	0.0607683	0.00545873	0.10605	0.599142	3.28935	0.34638	0.380094	0.0668404	0.206686	7.158012
1927	1	-13198.8	-13175.1	-23.6643	0.2912051	0.247216	0.109924	0.167465	0.0942333	0.22116	0.100049	0.133736	0.15595	0.110412	0.343957	0.136774	0.0982825	0.202162	0.223381	0.229467	0.282381	0.197889	0.188255	0.176545	0.0764473	0.128986	0.107739	0.384292	0.192169	0.0509804	0.0716004	0.0445515	0.0481518	0.00916363	0.0340144	0.0995531	0.0810227	0.180508	0.0660864	0.021893	0.16284	0.0858019	0.0325731	0.018245	0.174895	0.103063	0.0484225	0.0289548	0.0489679	0.325412	0.0512055	0.0121226	0.528028	0.0342637	0.00460905	0.097673	0.580733	3.31699	0.32651	0.368439	0.0861155	0.218935	5.671193
