Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
396	0	-14503	-14524	20.9915	0.123457	0.103834	0.124065	0.105583	0.102056	0.074029	0.129579	0.0739272	0.0849958	0.168327	0.0882432	0.0786175	0.089652	0.0795958	0.105625	0.109198	0.126754	0.0888361	0.130377	0.094292	0.0860866	0.0889431	0.146754	0.0467834	0.0413377	0.0282567	0.016784	0.0574706	0.0161496	0.0183513	0.0453196	0.0281869	0.0361615	0.0220003	0.0194707	0.0621654	0.0371041	0.0249105	0.0132068	0.0365615	0.0242639	0.0167237	0.0536462	0.223167	0.287525	0.0597774	0.0261708	0.391242	0.0121182	0.229	0.226191	0.16919	0.375618	3.047684
397	1	-14498.2	-14520.2	21.9698	0.118378	0.10041	0.0897096	0.0938514	0.120042	0.0757055	0.102276	0.0773181	0.084596	0.15527	0.0687069	0.0678948	0.101498	0.108882	0.105523	0.122269	0.111129	0.119725	0.105956	0.070519	0.071008	0.0897442	0.174459	0.0205398	0.0133215	0.0209927	0.0323954	0.0377887	0.024367	0.0317635	0.0348816	0.0218008	0.0546545	0.0304083	0.0286731	0.0296729	0.0353375	0.0190264	0.01335	0.0333342	0.0292975	0.0623741	0.0409992	0.228288	0.291097	0.046886	0.0348162	0.385226	0.0136864	0.244911	0.223082	0.146105	0.385901	2.949848
398	0	-14502.5	-14524.3	21.829	0.105791	0.0898533	0.0958718	0.0762269	0.116283	0.0686034	0.109158	0.0647539	0.114322	0.165235	0.0677073	0.0831609	0.0951673	0.0850633	0.108284	0.124752	0.137404	0.108818	0.118	0.0978025	0.0645573	0.0741111	0.151642	0.0517732	0.0416754	0.0282567	0.0193645	0.0521125	0.0201539	0.0158465	0.0405439	0.0159402	0.0330258	0.0161221	0.0273498	0.0873913	0.0462646	0.0262571	0.0147028	0.0366811	0.0181031	0.0157256	0.0340742	0.227625	0.301073	0.0576987	0.0261999	0.378664	0.00873963	0.231868	0.234248	0.147636	0.386248	2.963932
399	1	-14498.6	-14518.4	19.8033	0.127353	0.0973013	0.113241	0.0945063	0.104593	0.0807817	0.124371	0.0778843	0.105587	0.169341	0.0784262	0.0810591	0.118847	0.100368	0.105523	0.136627	0.131639	0.11709	0.132629	0.077564	0.084522	0.0752324	0.191102	0.0293686	0.00772159	0.0249124	0.0302333	0.0313457	0.0191934	0.0224386	0.0480164	0.0137813	0.0537331	0.0472795	0.0276915	0.0201757	0.0236291	0.0149531	0.0226352	0.0285598	0.0395659	0.106233	0.0294492	0.205109	0.286282	0.0642175	0.027079	0.400098	0.0172142	0.244396	0.230617	0.149988	0.374999	3.166504
400	0	-14498.3	-14519.7	21.3924	0.118915	0.0983057	0.109046	0.0923283	0.0826037	0.0887528	0.134245	0.0644359	0.0956259	0.158491	0.0830395	0.0737925	0.0886851	0.110994	0.108543	0.107507	0.130874	0.116774	0.107659	0.0675244	0.0994195	0.0862639	0.151642	0.0433555	0.0397783	0.0234399	0.0193645	0.0546963	0.0301283	0.025593	0.0382981	0.0187314	0.0237908	0.0192862	0.0245854	0.0840403	0.0412226	0.0151902	0.0141554	0.0383613	0.018561	0.0214318	0.0381117	0.213643	0.278613	0.0570105	0.0292538	0.410136	0.0113428	0.24314	0.231686	0.157767	0.367407	3.00759
401	1	-14510	-14530.7	20.7526	0.122171	0.10663	0.100697	0.0770304	0.105518	0.0688067	0.116678	0.0672765	0.082882	0.199081	0.0752658	0.0838242	0.0893167	0.0936295	0.152858	0.136627	0.127971	0.107761	0.133829	0.0674043	0.0815498	0.0987822	0.149392	0.0212766	0.0148571	0.00805373	0.0284006	0.0356585	0.0268188	0.0180227	0.0346114	0.0130091	0.0460518	0.0410397	0.0170145	0.043248	0.0194742	0.0238456	0.0232177	0.0537057	0.025008	0.0954144	0.037862	0.208811	0.311552	0.0519458	0.0235697	0.394173	0.00994813	0.245108	0.221788	0.148938	0.384165	3.07157
402	0	-14500.1	-14521.6	21.4799	0.129921	0.0990259	0.103538	0.103148	0.0889898	0.0784702	0.118977	0.0565055	0.0633697	0.158491	0.0758378	0.0769178	0.0897101	0.100134	0.0994907	0.100964	0.135985	0.12299	0.108659	0.0797395	0.0847954	0.0883084	0.166534	0.0501084	0.04445	0.0284388	0.0193645	0.0353383	0.0301416	0.0200258	0.0489118	0.0152713	0.0330167	0.0213117	0.0217478	0.101175	0.0521887	0.0253471	0.0195918	0.0223999	0.0264686	0.0173466	0.0356923	0.232124	0.270514	0.0581493	0.0219499	0.407619	0.00964403	0.237811	0.221286	0.167311	0.373591	2.998839
403	1	-14505.9	-14527.5	21.6018	0.129347	0.10663	0.112039	0.0805287	0.108815	0.0837808	0.129941	0.0918865	0.0872993	0.168352	0.063995	0.0647547	0.0868552	0.0959002	0.117746	0.110776	0.131972	0.127843	0.120825	0.0665602	0.0889799	0.080622	0.128399	0.022633	0.0198186	0.0142135	0.0234768	0.0356585	0.0301813	0.0220576	0.0379955	0.0285353	0.0411853	0.0411491	0.0380363	0.0192418	0.0123506	0.0166958	0.0155166	0.0425206	0.0347427	0.0725811	0.0342222	0.224142	0.281525	0.0629945	0.0221251	0.402644	0.00656961	0.244793	0.222783	0.163113	0.369312	2.986658
404	0	-14505.7	-14526	20.3217	0.122934	0.0944472	0.109023	0.0789952	0.112377	0.0656241	0.143009	0.079414	0.0892272	0.168496	0.0789153	0.078009	0.115948	0.0950974	0.0899856	0.129329	0.124187	0.115818	0.121496	0.0797395	0.0866794	0.0897391	0.181753	0.055264	0.0443552	0.026638	0.0191877	0.0277795	0.0387092	0.0238757	0.0394046	0.021553	0.0314973	0.0179748	0.0182123	0.0873899	0.0484158	0.0202698	0.0313966	0.0402359	0.0249684	0.00770593	0.0395887	0.21459	0.279483	0.0600773	0.0129356	0.418223	0.0146914	0.249987	0.231824	0.161498	0.356691	3.114666
405	1	-14500.7	-14521.9	21.2464	0.122261	0.0919471	0.113068	0.115868	0.108399	0.0546684	0.129896	0.0707849	0.0888528	0.172844	0.0683898	0.0842742	0.0891505	0.0959002	0.095889	0.141601	0.113674	0.128022	0.135026	0.083131	0.0849313	0.079698	0.158397	0.0207931	0.00802865	0.014917	0.0200218	0.0285463	0.0249666	0.0214559	0.0362164	0.0252115	0.0360931	0.0358298	0.0290543	0.0329826	0.0282269	0.0184847	0.0245388	0.0322234	0.0199952	0.0988299	0.0390994	0.221259	0.281528	0.0532079	0.0302233	0.404319	0.00946358	0.246995	0.225991	0.150638	0.376376	3.022189
406	0	-14505.1	-14525.8	20.7053	0.132237	0.0938319	0.0978342	0.0913476	0.0759346	0.0682407	0.140514	0.0725626	0.0973328	0.175798	0.0789153	0.0765601	0.0867646	0.0945075	0.106492	0.126101	0.154894	0.117169	0.128246	0.0696215	0.0908046	0.0897391	0.16076	0.0325882	0.0360817	0.0348675	0.022303	0.0535068	0.0182932	0.0115928	0.0554884	0.0107732	0.0389292	0.0125565	0.0273207	0.102528	0.0421613	0.0185185	0.0168829	0.0227373	0.0263511	0.015653	0.0509596	0.208081	0.271609	0.0595095	0.034258	0.411433	0.0151093	0.229516	0.242162	0.159229	0.369093	3.0763
407	1	-14504.9	-14527.7	22.836	0.127462	0.106625	0.0758024	0.0805146	0.0894084	0.0764808	0.125362	0.0666465	0.0836438	0.168537	0.0696449	0.0776827	0.0951453	0.100038	0.0986151	0.109412	0.101333	0.102038	0.104382	0.0603311	0.0855058	0.063881	0.153527	0.0258973	0.00870257	0.0322969	0.0247054	0.0376733	0.0243466	0.040061	0.0367682	0.0159268	0.0462413	0.0484211	0.0325999	0.022143	0.0191527	0.0107538	0.0232757	0.0512344	0.024815	0.0815286	0.0346724	0.217956	0.266288	0.0564536	0.0283365	0.419978	0.0109879	0.235797	0.229577	0.159931	0.374695	2.863234
408	0	-14516	-14537.1	21.0815	0.131049	0.105373	0.10162	0.0991705	0.0781624	0.0741898	0.113262	0.0769137	0.0934714	0.215353	0.0757924	0.0575962	0.115444	0.0903898	0.103546	0.122615	0.102685	0.105006	0.113891	0.0687053	0.0799181	0.0792413	0.170687	0.0531774	0.0401069	0.0174884	0.0188632	0.0503995	0.030817	0.0165451	0.049953	0.0183062	0.0304877	0.0234618	0.0208769	0.0950211	0.0388203	0.0187228	0.0178283	0.0326026	0.0341923	0.0229488	0.0339785	0.208194	0.284277	0.0603932	0.0232096	0.407072	0.0168538	0.271193	0.230968	0.148016	0.349823	3.038679
409	1	-14492.6	-14514.6	21.9899	0.120799	0.093844	0.103203	0.0857584	0.102502	0.0723255	0.11526	0.0628765	0.0988289	0.187285	0.078924	0.0771467	0.0951453	0.0960917	0.0947415	0.111285	0.11091	0.107754	0.115155	0.0699213	0.0755665	0.0823713	0.170326	0.0129484	0.0176639	0.00446129	0.028477	0.033475	0.0216622	0.0268076	0.0434549	0.0171787	0.0424577	0.0491432	0.0320728	0.0330724	0.0173993	0.0154835	0.0174047	0.0410182	0.0315394	0.0811198	0.0529842	0.223512	0.261861	0.054136	0.0302235	0.419165	0.0111024	0.244493	0.223439	0.167391	0.364677	2.947843
410	0	-14505.6	-14526.3	20.7101	0.12394	0.100604	0.122802	0.0994381	0.105863	0.0738111	0.136031	0.0905287	0.102334	0.174465	0.0614243	0.0742337	0.0830772	0.109589	0.113477	0.141249	0.121538	0.108929	0.101591	0.0907555	0.0746461	0.0834605	0.166664	0.0416365	0.0413186	0.0267904	0.015705	0.0438894	0.0249492	0.0161462	0.0425041	0.0205591	0.0328555	0.0207443	0.0138616	0.0812629	0.0438071	0.0194814	0.0122771	0.0363156	0.0264537	0.0208354	0.0339785	0.224955	0.303372	0.041545	0.0229311	0.396799	0.010398	0.259793	0.225445	0.138898	0.375865	3.075824
411	1	-14495.1	-14515.9	20.7675	0.136282	0.106301	0.10672	0.100257	0.103992	0.0771706	0.112974	0.0797823	0.0898638	0.18944	0.0638204	0.0811895	0.100223	0.0762084	0.114768	0.133033	0.132169	0.0863833	0.131014	0.0757422	0.0759666	0.0770447	0.151459	0.0221348	0.0167365	0.0212103	0.0234489	0.0364028	0.0276751	0.0310869	0.0407652	0.0226172	0.0456101	0.0337025	0.0473161	0.0246818	0.0318439	0.0159536	0.0190168	0.0474106	0.0325417	0.08382	0.0443063	0.215515	0.267332	0.0550769	0.0258162	0.428753	0.00750622	0.247797	0.224849	0.165908	0.361446	3.070086
412	0	-14499.6	-14521.4	21.7704	0.137837	0.125819	0.106958	0.0934327	0.0930588	0.0844351	0.125472	0.0819597	0.0801686	0.163919	0.0680505	0.0577436	0.088804	0.0961227	0.0973372	0.118257	0.117458	0.105844	0.102323	0.0750981	0.0778417	0.0818623	0.155415	0.0372971	0.0404894	0.0269111	0.0174233	0.0422439	0.0252507	0.0226724	0.0400375	0.0221999	0.0328555	0.0257658	0.0291347	0.0895215	0.0313664	0.0121946	0.0169244	0.0527752	0.0190933	0.0155306	0.0348843	0.218511	0.291137	0.0504175	0.0260578	0.399969	0.0139078	0.254038	0.229038	0.151447	0.365477	2.969789
413	1	-14505.8	-14526.1	20.2832	0.133575	0.09768	0.10935	0.115208	0.0886096	0.0757488	0.144991	0.0652291	0.112986	0.155536	0.0850242	0.0731528	0.100582	0.10151	0.142365	0.141757	0.118808	0.0953709	0.117814	0.080293	0.0703617	0.0994608	0.150638	0.019107	0.00934846	0.0212674	0.0294473	0.0325797	0.0191819	0.0386265	0.0407652	0.0153419	0.0404644	0.0508859	0.0273278	0.0159071	0.0254957	0.0160816	0.0291523	0.0557557	0.036891	0.0742165	0.0446195	0.215397	0.276813	0.0589018	0.0320235	0.408636	0.00822913	0.24803	0.233687	0.158435	0.359848	3.118514
414	0	-14506.9	-14527.4	20.5327	0.117302	0.0992635	0.106741	0.111372	0.111945	0.0832808	0.110021	0.0774414	0.102694	0.193012	0.0773801	0.0746698	0.0975893	0.100706	0.119613	0.120535	0.133204	0.0908101	0.117559	0.0878731	0.0778417	0.0847089	0.180558	0.0465604	0.0354906	0.0351577	0.0160018	0.0300385	0.0187675	0.0124988	0.0299714	0.0233585	0.063683	0.0103608	0.0225142	0.080887	0.0445697	0.0215557	0.014986	0.0322471	0.0264632	0.0085938	0.0437339	0.214601	0.285927	0.0552417	0.0392963	0.395638	0.00929634	0.231544	0.245196	0.144621	0.378639	3.093561
415	1	-14513.8	-14534.4	20.5143	0.129949	0.0844655	0.108084	0.0898273	0.127658	0.0818174	0.131477	0.0642957	0.0744665	0.191932	0.0855785	0.0712902	0.0992259	0.105679	0.120226	0.118249	0.136047	0.112465	0.109206	0.0731855	0.0949387	0.0974227	0.163459	0.0422156	0.0175855	0.00650748	0.0362612	0.0527334	0.01558	0.0266475	0.0432682	0.00860948	0.0530921	0.0429203	0.0289457	0.0244155	0.0183599	0.0214359	0.00807738	0.0345895	0.0397339	0.0579641	0.0455151	0.223362	0.278659	0.0607929	0.0276512	0.402201	0.00733387	0.247166	0.240617	0.15492	0.357297	3.095401
416	0	-14497	-14518.7	21.6408	0.129553	0.0992635	0.102686	0.0879838	0.109792	0.0695898	0.118473	0.0713126	0.0857757	0.170186	0.0533993	0.0772498	0.0885578	0.0868343	0.106837	0.149017	0.119743	0.107544	0.117194	0.095471	0.0817427	0.0973554	0.154018	0.0291046	0.0331511	0.0206822	0.0199387	0.0484979	0.0275134	0.0117011	0.0349348	0.0113048	0.0271463	0.0183395	0.0322232	0.0799816	0.0505032	0.0289758	0.0114209	0.0322471	0.0246274	0.0171505	0.0437339	0.21764	0.271756	0.0612019	0.0316921	0.409946	0.00776338	0.232592	0.223043	0.163445	0.38092	2.982756
417	1	-14505.7	-14526.3	20.6688	0.12293	0.0960639	0.0968918	0.09159	0.101401	0.0854703	0.123042	0.0880239	0.0935959	0.184274	0.0722716	0.0758806	0.0963221	0.11024	0.111081	0.121012	0.128225	0.122167	0.114248	0.0853877	0.0729632	0.0741772	0.162912	0.0310817	0.0111381	0.00416778	0.0458023	0.0421891	0.0141493	0.0101385	0.0540398	0.0165384	0.0435451	0.0506609	0.0371326	0.0375094	0.0212908	0.0119434	0.0157802	0.0281894	0.0294155	0.100784	0.0442817	0.220311	0.265684	0.0582247	0.0355031	0.411874	0.00840315	0.253756	0.219858	0.159871	0.366514	3.079949
418	0	-14500.8	-14523.1	22.3066	0.132729	0.0842203	0.106051	0.0975259	0.0971553	0.0840836	0.115085	0.0724769	0.0706512	0.165762	0.0787688	0.0821554	0.0968408	0.0917596	0.110944	0.135153	0.11504	0.0898246	0.104508	0.0790092	0.0746996	0.0953117	0.169997	0.0348466	0.028474	0.0240476	0.0170977	0.0374519	0.0360519	0.00853017	0.0478675	0.0145613	0.028032	0.0222209	0.0356473	0.0649405	0.0324203	0.021969	0.016793	0.0345146	0.0192615	0.00408894	0.0376006	0.226765	0.25698	0.0507004	0.0286739	0.422806	0.0140744	0.244034	0.213635	0.161387	0.380944	2.916168
419	1	-14508.5	-14529	20.4506	0.117354	0.0970531	0.100215	0.0867397	0.0960186	0.0628935	0.10932	0.0693199	0.0992592	0.207782	0.0820372	0.066919	0.0843401	0.0932572	0.141104	0.145727	0.103724	0.107161	0.122915	0.0893362	0.107999	0.0938213	0.167175	0.0273941	0.0151482	0.0132246	0.0402053	0.0424646	0.0277771	0.0167333	0.0554275	0.0106024	0.0403007	0.0465204	0.039836	0.0231885	0.019538	0.0143461	0.0198503	0.0289	0.0365317	0.0889679	0.043343	0.202082	0.269394	0.0611789	0.0299299	0.427086	0.0103294	0.245096	0.221499	0.158251	0.375154	3.101771
420	0	-14512.5	-14533	20.4685	0.12167	0.108641	0.103683	0.104089	0.100622	0.0846399	0.122926	0.0864444	0.0740498	0.176587	0.0842956	0.0797511	0.0953481	0.128277	0.10763	0.148616	0.124432	0.111765	0.143465	0.072537	0.092221	0.0700645	0.176894	0.0348466	0.0331907	0.0206401	0.0152711	0.03442	0.0186076	0.018169	0.0335123	0.0128762	0.0415083	0.0256423	0.0357324	0.077867	0.0270666	0.007813	0.00722767	0.0324267	0.0272678	0.030614	0.0466337	0.225129	0.290652	0.045732	0.0286216	0.401517	0.00834824	0.256406	0.225869	0.145644	0.372081	3.09998
421	1	-14507.5	-14527.9	20.4416	0.121564	0.103078	0.096827	0.124438	0.116119	0.0825046	0.106131	0.0754121	0.069763	0.153321	0.0889897	0.0863541	0.122403	0.102814	0.105053	0.11063	0.105286	0.118311	0.130698	0.086116	0.0816182	0.101598	0.153606	0.0247813	0.0236286	0.00745291	0.0401765	0.0327647	0.0294523	0.0240727	0.0531554	0.0120863	0.0456255	0.051199	0.0405807	0.0231885	0.0204118	0.0136241	0.0153016	0.0327149	0.0305751	0.0892908	0.0499521	0.220888	0.257409	0.0587367	0.0284489	0.424431	0.0100862	0.242218	0.225509	0.164361	0.367912	3.102669
422	0	-14511.9	-14532.2	20.3221	0.127611	0.0762378	0.132444	0.087646	0.120678	0.09721	0.11506	0.079108	0.0661431	0.199343	0.064563	0.0739731	0.106722	0.0825332	0.119912	0.147363	0.153701	0.0963939	0.120803	0.0728931	0.0697364	0.0780634	0.156096	0.0287404	0.0516897	0.0264885	0.0226602	0.0422177	0.0255946	0.0149039	0.0314562	0.019611	0.042078	0.0288479	0.0291761	0.0905785	0.0526837	0.0262719	0.0144864	0.0343625	0.0201925	0.0171775	0.0511775	0.206291	0.299854	0.0525141	0.028414	0.403584	0.00934351	0.25363	0.237825	0.141679	0.366865	3.114627
423	1	-14505.3	-14527	21.7768	0.12289	0.102069	0.0908398	0.0800295	0.0908127	0.0774202	0.102141	0.0800434	0.0974763	0.166941	0.0967566	0.0789524	0.106263	0.115647	0.0990269	0.114093	0.120101	0.0915117	0.103737	0.0845327	0.0815478	0.0816176	0.159024	0.0231839	0.0138854	0.0359178	0.0312041	0.0387445	0.0172224	0.0140841	0.0312593	0.0193283	0.0438635	0.0369177	0.0338604	0.0248392	0.0162827	0.0232072	0.0148915	0.0488804	0.0288366	0.0779471	0.0513225	0.212717	0.257862	0.0559076	0.0354918	0.425179	0.0128424	0.256421	0.23055	0.157928	0.355101	2.969153
424	0	-14506.9	-14526.7	19.8587	0.115983	0.100559	0.112635	0.0879697	0.114543	0.0611768	0.121866	0.0749006	0.094191	0.177539	0.0852112	0.0701269	0.0978091	0.0971564	0.119912	0.1346	0.132653	0.105999	0.116845	0.0829583	0.101413	0.0830277	0.188202	0.0448981	0.045019	0.0316579	0.0122019	0.0578569	0.02177	0.00859846	0.0460927	0.0129475	0.0411019	0.0262049	0.0248207	0.110532	0.0297444	0.0167461	0.0169665	0.0348224	0.0335936	0.0283022	0.0398074	0.225643	0.268521	0.0579244	0.0418263	0.398512	0.00757338	0.247998	0.232697	0.140685	0.37862	3.16096
425	1	-14495.1	-14515.8	20.6928	0.116501	0.100293	0.115424	0.101355	0.116632	0.0722023	0.115346	0.0800173	0.0825344	0.182074	0.084024	0.0789816	0.111706	0.0938269	0.103469	0.132365	0.125674	0.0992017	0.121882	0.0735327	0.0887372	0.093671	0.148402	0.0231839	0.0121529	0.0182333	0.0261054	0.0496854	0.0279596	0.0246289	0.0434021	0.00517905	0.0466835	0.0369177	0.0450863	0.0249405	0.0363552	0.0170516	0.0173489	0.0240315	0.0376926	0.0800358	0.0430288	0.221537	0.283356	0.0545739	0.0254123	0.400765	0.0143557	0.249354	0.237874	0.153245	0.359527	3.077556
426	0	-14512.7	-14534.2	21.541	0.114068	0.0682648	0.0964901	0.0756476	0.0933274	0.06862	0.125293	0.0823556	0.0779515	0.173554	0.0564558	0.0649917	0.117502	0.0756847	0.103928	0.11777	0.134122	0.105999	0.115091	0.0620835	0.0816108	0.0830277	0.175253	0.0421446	0.0531594	0.0203646	0.0180124	0.0446456	0.0304517	0.0163232	0.0514051	0.0158961	0.0434801	0.0151881	0.029756	0.113455	0.0445006	0.0494518	0.00948306	0.0367496	0.0228233	0.017923	0.0484236	0.222544	0.276264	0.0536402	0.0262571	0.406662	0.0146317	0.243967	0.232551	0.162932	0.360551	2.992729
427	1	-14504.2	-14526.5	22.2356	0.129516	0.0988561	0.101838	0.0905749	0.109418	0.0652717	0.113927	0.0579041	0.0885818	0.146309	0.0729059	0.0830927	0.102686	0.0852547	0.0929047	0.119306	0.141436	0.101517	0.113174	0.0729804	0.0853822	0.0919176	0.159988	0.0220327	0.0107676	0.0287269	0.0317066	0.0401497	0.0313994	0.0179051	0.0434899	0.00362148	0.0422056	0.0616262	0.0258125	0.0181519	0.0211878	0.0141244	0.0112804	0.0284509	0.0317505	0.0813399	0.0327971	0.218479	0.264576	0.0601743	0.031013	0.414675	0.0110824	0.237498	0.212627	0.157899	0.391976	2.923269
428	0	-14513.4	-14534.2	20.8112	0.10131	0.109826	0.0920532	0.0917831	0.120101	0.0647625	0.126001	0.0569234	0.0995654	0.177975	0.0736573	0.0874526	0.104026	0.0961706	0.120777	0.143125	0.128758	0.118052	0.116145	0.0804101	0.0735432	0.0826135	0.163009	0.0380411	0.0393607	0.0465441	0.0225841	0.0459342	0.0136687	0.0215712	0.0671045	0.00893877	0.0268451	0.0185446	0.0171457	0.0789317	0.0358412	0.0298963	0.0204454	0.0322665	0.0250071	0.0120393	0.0369591	0.231582	0.268241	0.0609254	0.0264238	0.40231	0.0105181	0.249357	0.233277	0.156788	0.360578	3.06571
429	1	-14506.3	-14528.3	22.0902	0.140152	0.0872946	0.0843963	0.0890642	0.116661	0.068634	0.100249	0.0602147	0.0719585	0.179809	0.0532237	0.0739961	0.0965553	0.0962896	0.110807	0.126695	0.124374	0.108957	0.120955	0.0835548	0.0970801	0.0906973	0.177544	0.0197567	0.0161774	0.0163805	0.039987	0.0357977	0.00836379	0.0162686	0.0337861	0.0122592	0.0499787	0.0394703	0.0362814	0.0181519	0.0198914	0.0114175	0.0144057	0.0326471	0.0361461	0.07855	0.0429291	0.23405	0.269837	0.064934	0.028181	0.387818	0.0151797	0.226926	0.227211	0.158495	0.387368	2.937808
430	0	-14503.5	-14524.3	20.7327	0.119808	0.108093	0.0961145	0.0860921	0.111146	0.0804188	0.114879	0.0826285	0.0874518	0.149294	0.0879659	0.0908449	0.0923115	0.111124	0.101621	0.126778	0.124949	0.118172	0.106949	0.0848245	0.0807634	0.0956153	0.173023	0.0365648	0.0220783	0.0320563	0.0105731	0.0468361	0.0254398	0.0237179	0.0490225	0.0155764	0.0506635	0.0258218	0.0254407	0.0775237	0.0472051	0.021713	0.020912	0.0381114	0.0299202	0.0120393	0.0314764	0.22122	0.305633	0.0546364	0.0230104	0.38712	0.00838018	0.229505	0.249509	0.138184	0.382802	3.073561
431	1	-14504.8	-14524.9	20.1209	0.117636	0.097411	0.109433	0.111421	0.113715	0.0719605	0.10696	0.0793137	0.088892	0.168295	0.0825098	0.089182	0.097907	0.0834808	0.130434	0.137297	0.115723	0.0970559	0.143709	0.0656838	0.0674697	0.101089	0.175415	0.0210047	0.0162956	0.0146192	0.0242805	0.0306463	0.0140078	0.0337727	0.0399733	0.0236191	0.062867	0.0451294	0.040555	0.0146329	0.0356884	0.0219023	0.024568	0.0318699	0.0411492	0.10515	0.041019	0.226206	0.274792	0.0622495	0.0228489	0.397886	0.0160179	0.239626	0.238613	0.149991	0.371769	3.134744
432	0	-14501.2	-14522.1	20.9102	0.108743	0.103775	0.101772	0.106071	0.108209	0.078899	0.115599	0.0565743	0.0886122	0.163921	0.0800476	0.0813021	0.0897631	0.0971866	0.133328	0.132244	0.120459	0.112602	0.130715	0.0799016	0.101769	0.0865083	0.15633	0.0378335	0.0541135	0.0274283	0.00753216	0.0449853	0.0206726	0.0145912	0.0529156	0.0197046	0.0406668	0.0208838	0.0224993	0.0811685	0.0588239	0.021713	0.013292	0.022414	0.0248437	0.00778146	0.0276143	0.216334	0.303132	0.0554801	0.0291277	0.384009	0.0119178	0.24689	0.230317	0.143005	0.379787	3.055808
433	1	-14500.7	-14520.6	19.9287	0.128733	0.120446	0.0962625	0.121679	0.0840067	0.0791778	0.123176	0.0773116	0.0873684	0.176283	0.0751072	0.086142	0.126477	0.11558	0.106042	0.129248	0.128525	0.0863541	0.131532	0.0719917	0.078261	0.100751	0.171885	0.0291452	0.0140128	0.0149246	0.0345567	0.0361319	0.021873	0.0290495	0.043199	0.0156242	0.0432053	0.0361706	0.0241522	0.0279182	0.0343751	0.0150065	0.0193316	0.0523414	0.0405401	0.0803702	0.0396982	0.225173	0.273537	0.0506897	0.0272793	0.412801	0.0105204	0.237613	0.23052	0.158392	0.373475	3.153965
434	0	-14501.3	-14521	19.6825	0.140032	0.104926	0.106382	0.107303	0.11995	0.0793006	0.127579	0.0661584	0.101884	0.177079	0.0635602	0.0813021	0.0928242	0.119632	0.119418	0.123255	0.138573	0.0983592	0.148281	0.0644202	0.0874997	0.104686	0.15633	0.0274291	0.0353923	0.0379679	0.011861	0.0477095	0.027644	0.0225096	0.0371539	0.0296001	0.0303768	0.022402	0.0283668	0.0777591	0.0389384	0.0334755	0.0145522	0.0358245	0.0315749	0.0184266	0.0408799	0.221926	0.285553	0.054847	0.0227795	0.404921	0.0099741	0.239811	0.237266	0.146486	0.376437	3.178579
435	1	-14513.1	-14534.3	21.205	0.134368	0.105032	0.0974238	0.0744967	0.0810213	0.0789992	0.126371	0.0710549	0.109284	0.156789	0.0835812	0.064747	0.126477	0.103289	0.106969	0.129248	0.136245	0.0977758	0.117953	0.0746862	0.0812837	0.0614309	0.163116	0.0337306	0.00900549	0.0229829	0.0258119	0.050087	0.0282385	0.0330235	0.0300418	0.0104569	0.0534519	0.043073	0.0375749	0.0318641	0.0317949	0.0159214	0.0135164	0.0211256	0.0403062	0.0694731	0.0432149	0.238351	0.271276	0.0564421	0.0139384	0.407281	0.012711	0.238622	0.227727	0.157458	0.376193	3.026336
436	0	-14504.3	-14524.9	20.6455	0.126265	0.0964122	0.0939822	0.0912825	0.0985953	0.0852185	0.128201	0.0701723	0.0790007	0.188009	0.0608273	0.065074	0.09975	0.0764701	0.120382	0.137343	0.136581	0.112408	0.115675	0.101919	0.0859728	0.0879138	0.145947	0.0436878	0.0514951	0.0349852	0.0180754	0.0286112	0.0338789	0.020395	0.0402068	0.0159299	0.0344668	0.02617	0.0335554	0.10279	0.0454538	0.0244483	0.0145522	0.0202584	0.0285438	0.0143374	0.04704	0.213076	0.287733	0.0617118	0.0283039	0.393961	0.0152143	0.231083	0.240311	0.158573	0.370033	3.082283
