Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1390	0	-14509.3	-14530.5	21.179	0.140743	0.104669	0.0978516	0.0844934	0.0962577	0.083056	0.107587	0.0652702	0.0789874	0.18212	0.0916975	0.0871904	0.085968	0.0874138	0.102592	0.107119	0.118662	0.108969	0.124616	0.0930681	0.103482	0.0799597	0.175706	0.0295068	0.0319779	0.0210966	0.00977756	0.0595034	0.0278039	0.0291529	0.0513856	0.0244004	0.0280663	0.0228358	0.01044	0.0633467	0.0405067	0.0256877	0.00907534	0.0416549	0.0258868	0.0141971	0.0551496	0.236889	0.251616	0.0618927	0.0262132	0.413935	0.0094545	0.236946	0.228168	0.16542	0.369465	3.028933
1391	1	-14502.4	-14524.2	21.7909	0.128193	0.103252	0.0964425	0.0937673	0.0909499	0.0668799	0.111724	0.0570784	0.0904786	0.17731	0.0787975	0.0678636	0.0881845	0.10137	0.118323	0.133619	0.108712	0.119262	0.114758	0.0850231	0.0956431	0.0778647	0.132112	0.0179203	0.0233896	0.0179775	0.028911	0.0365792	0.0181393	0.0402691	0.0264005	0.0222519	0.043102	0.0489206	0.033453	0.0126532	0.00897546	0.0121821	0.0127396	0.0522485	0.0491122	0.0821819	0.0427258	0.23516	0.275348	0.0536094	0.0259709	0.397739	0.0121729	0.242935	0.219825	0.16523	0.372011	2.96774
1392	0	-14511.1	-14531.6	20.5604	0.125523	0.0976961	0.0952006	0.10138	0.0917302	0.0885168	0.109513	0.0740588	0.0963342	0.168374	0.0702496	0.0771182	0.111066	0.0717647	0.112563	0.15113	0.125867	0.122551	0.148488	0.0665136	0.09315	0.0913827	0.141632	0.0454196	0.0427241	0.025079	0.0190891	0.0419505	0.0353571	0.00752242	0.0377428	0.0202615	0.0386983	0.0228013	0.0283167	0.071451	0.0364029	0.0282776	0.017495	0.0426401	0.0263279	0.0247561	0.0466779	0.235685	0.265173	0.0573826	0.021135	0.411095	0.00952967	0.240202	0.229539	0.168229	0.36203	3.090794
1393	1	-14500.5	-14521.2	20.6847	0.0954489	0.103252	0.0850812	0.109161	0.106745	0.0756924	0.115523	0.0866295	0.0862943	0.175429	0.0750601	0.0898129	0.10791	0.0918113	0.105725	0.12569	0.138716	0.121738	0.125387	0.0639128	0.092453	0.0769806	0.180872	0.0170315	0.0211582	0.0156788	0.0346656	0.0441293	0.0191037	0.0257136	0.0393918	0.0292752	0.0383201	0.0458054	0.0277715	0.0212728	0.0205213	0.0227427	0.0247947	0.0372313	0.0324776	0.0810678	0.044889	0.215237	0.28849	0.0546432	0.03385	0.394861	0.0129188	0.250378	0.229179	0.140521	0.379922	3.078367
1394	0	-14518.1	-14538.5	20.4057	0.132788	0.0954278	0.100455	0.0965135	0.106084	0.0602635	0.131618	0.0983457	0.0891053	0.164242	0.0778211	0.0844065	0.103404	0.0746375	0.109941	0.138879	0.131795	0.122522	0.107537	0.0901097	0.0725005	0.0796446	0.191111	0.0263568	0.0382357	0.038998	0.00595692	0.0556975	0.0171247	0.0153043	0.047133	0.0208041	0.0388535	0.0158656	0.0196507	0.0669679	0.0603458	0.0307279	0.0205176	0.029233	0.0191066	0.0286551	0.0515711	0.236494	0.268759	0.0687643	0.0173164	0.399489	0.00917647	0.228271	0.235044	0.169271	0.367414	3.106258
1395	1	-14501.3	-14522.5	21.24	0.121478	0.094634	0.0949163	0.108911	0.0925091	0.067513	0.123638	0.0778282	0.0954837	0.164687	0.0759391	0.0635461	0.101327	0.0972609	0.104009	0.118067	0.132979	0.103621	0.114745	0.0947206	0.0684662	0.0872013	0.127125	0.031522	0.0120465	0.0110434	0.0348703	0.0442884	0.016953	0.0287046	0.0304115	0.0250011	0.0432907	0.0602679	0.0429997	0.0241568	0.0165509	0.0367559	0.0254175	0.0418453	0.0280153	0.0940817	0.044003	0.215745	0.289172	0.0583355	0.0258972	0.395793	0.0150575	0.249128	0.222887	0.15211	0.375876	3.022832
1396	0	-14516.5	-14534.7	18.1647	0.139533	0.120012	0.130327	0.105361	0.122979	0.0795382	0.129694	0.0723917	0.0912079	0.188626	0.076408	0.100027	0.0869048	0.104753	0.111684	0.120489	0.115107	0.103138	0.135257	0.0883216	0.108207	0.120501	0.195482	0.0374445	0.0539254	0.0261007	0.0108811	0.0413931	0.0219272	0.00982798	0.0464165	0.0178769	0.0415075	0.0298743	0.0311767	0.102236	0.041206	0.0226687	0.0210144	0.0337506	0.0264686	0.023008	0.0457055	0.213879	0.285199	0.0621331	0.0308104	0.400179	0.0077993	0.233155	0.257149	0.152416	0.35728	3.330359
1397	1	-14499.5	-14520.4	20.8756	0.124216	0.094634	0.106575	0.103812	0.113934	0.0680716	0.108773	0.0692384	0.0894308	0.175231	0.0759391	0.0874999	0.108697	0.110722	0.09158	0.116937	0.119523	0.115196	0.130796	0.0733706	0.104973	0.0802585	0.142035	0.0151571	0.022025	0.00763976	0.0230201	0.0414552	0.0279511	0.027004	0.0331416	0.0338369	0.0453209	0.0365489	0.0409679	0.0261735	0.0288383	0.0277504	0.0159174	0.0463332	0.038759	0.0778098	0.0321838	0.225	0.288753	0.0500033	0.0338381	0.389055	0.013351	0.232653	0.224108	0.149984	0.393255	3.059275
1398	0	-14513.1	-14533.5	20.4061	0.126977	0.0914743	0.12328	0.0942274	0.123203	0.0738609	0.113661	0.0701937	0.0796493	0.17899	0.0776912	0.088097	0.0929183	0.11326	0.107138	0.127954	0.115724	0.132196	0.129864	0.0610236	0.0945922	0.087228	0.185497	0.034284	0.0355492	0.0208977	0.0166076	0.0431932	0.0280525	0.00647635	0.0584431	0.015	0.0225522	0.0285441	0.0128835	0.0898654	0.0520419	0.0213899	0.0149731	0.0284407	0.0153052	0.0313703	0.0416562	0.194129	0.2765	0.0667969	0.0245313	0.425125	0.012918	0.240558	0.232368	0.165399	0.361676	3.106226
1399	1	-14514.1	-14534.3	20.2291	0.150487	0.107753	0.100934	0.0946117	0.110289	0.0969124	0.0942328	0.0692384	0.0968526	0.166963	0.0534001	0.0744404	0.118336	0.0988307	0.120184	0.132396	0.131445	0.115714	0.107699	0.0940016	0.0803104	0.0863822	0.180681	0.0251263	0.0182137	0.0101338	0.033002	0.0463953	0.0209578	0.0256948	0.0386355	0.0176611	0.0358449	0.032891	0.0443854	0.0358751	0.0237292	0.0136949	0.0197274	0.0294472	0.0448204	0.0807582	0.0448327	0.22761	0.303725	0.0456803	0.0396714	0.37201	0.0113026	0.243144	0.235242	0.132336	0.389277	3.12392
1400	0	-14509.2	-14529.8	20.6983	0.12749	0.0958185	0.0971233	0.096852	0.0980669	0.0716159	0.106581	0.0662094	0.0779627	0.151069	0.104181	0.0768712	0.111274	0.121766	0.107138	0.134334	0.122406	0.120349	0.137701	0.0965893	0.0686009	0.093423	0.160491	0.0464754	0.0404363	0.0390371	0.0122907	0.0328796	0.0229374	0.0152221	0.0448771	0.0153552	0.0363365	0.0275487	0.0199741	0.0862078	0.0354414	0.0132037	0.0191399	0.040315	0.0286398	0.0164553	0.0403202	0.220914	0.268584	0.0636624	0.0223046	0.409584	0.0149501	0.232299	0.233807	0.164541	0.369353	3.077007
1401	1	-14504.2	-14524.5	20.2677	0.115487	0.0930124	0.114751	0.111877	0.0917115	0.0859873	0.133674	0.068709	0.0976665	0.181242	0.0766095	0.074389	0.0920328	0.0962126	0.105689	0.119046	0.129895	0.112287	0.152994	0.0771954	0.0827994	0.0770028	0.208702	0.0259465	0.0212155	0.0139145	0.029236	0.0434993	0.0238411	0.0187069	0.0501483	0.0285272	0.0395873	0.0341712	0.0334595	0.017537	0.0214298	0.00913464	0.00661861	0.0429421	0.0324011	0.0811204	0.0476507	0.22652	0.294779	0.0540592	0.0252788	0.380901	0.0184617	0.230502	0.240842	0.14254	0.386116	3.120059
1402	0	-14508.6	-14528.6	19.9635	0.135696	0.0977802	0.106669	0.110002	0.085707	0.075324	0.118937	0.0813111	0.0829051	0.156286	0.0838476	0.0605209	0.108297	0.11049	0.0960488	0.135029	0.144825	0.125837	0.13415	0.0797518	0.0961413	0.0754257	0.162296	0.058163	0.0475885	0.0262265	0.0174523	0.05596	0.0123319	0.0243459	0.0468058	0.0198706	0.0289214	0.0145762	0.0181268	0.0999267	0.0536299	0.0225012	0.0292353	0.0275583	0.0267701	0.0220774	0.0351398	0.207322	0.268554	0.0605433	0.0235717	0.424615	0.015394	0.25214	0.230684	0.172968	0.344207	3.150486
1403	1	-14505.3	-14525.9	20.5655	0.127916	0.08377	0.119083	0.124466	0.111068	0.0729528	0.145947	0.0742036	0.081449	0.173414	0.0718493	0.0762139	0.0794643	0.107158	0.0860533	0.137658	0.126098	0.0982875	0.118853	0.0709808	0.0879439	0.0799649	0.18679	0.0192315	0.018227	0.0129538	0.0315631	0.041331	0.0251712	0.0340112	0.045167	0.0195621	0.0294197	0.0485409	0.0289063	0.0317798	0.0139736	0.0183952	0.0197227	0.0382528	0.035305	0.102871	0.0343126	0.23242	0.280242	0.0542486	0.0363358	0.388961	0.00779199	0.223215	0.240605	0.154713	0.381467	3.090281
1404	0	-14503.1	-14524.6	21.5042	0.113689	0.0692948	0.101834	0.0871702	0.107308	0.0937746	0.121617	0.0662086	0.10661	0.18158	0.073495	0.0830373	0.0844561	0.0977388	0.104615	0.123273	0.13459	0.0925938	0.121168	0.0734218	0.076173	0.0725788	0.157497	0.0502376	0.041675	0.0199241	0.0182209	0.0381987	0.0257561	0.0149285	0.0492724	0.0237648	0.0358029	0.02038	0.0288912	0.0760309	0.049472	0.0303298	0.0251862	0.0363044	0.0130066	0.014339	0.0409643	0.218052	0.269981	0.0692962	0.0245582	0.408916	0.0091969	0.239892	0.224296	0.168934	0.366878	2.99641
1405	1	-14505.3	-14527	21.7457	0.117911	0.0981824	0.105553	0.0906626	0.0863083	0.0748053	0.110053	0.088259	0.0758044	0.172665	0.0652144	0.0651028	0.0875693	0.0826296	0.0982392	0.137481	0.124976	0.114244	0.123751	0.0603611	0.0930574	0.0856203	0.162548	0.0105934	0.00991166	0.0135238	0.0404594	0.0420751	0.0201615	0.0248308	0.0316117	0.031229	0.0300757	0.0397906	0.05019	0.0214329	0.0187208	0.0321614	0.0252316	0.0395752	0.039906	0.0746558	0.055133	0.237961	0.277811	0.0532695	0.0245643	0.390492	0.0159025	0.234905	0.227702	0.15698	0.380414	2.972268
1406	0	-14509.4	-14530.3	20.8947	0.120807	0.11976	0.0946492	0.0998579	0.100493	0.0778212	0.107824	0.0662657	0.0865988	0.162589	0.0922469	0.0582182	0.0937302	0.130971	0.102975	0.123273	0.127245	0.117835	0.116795	0.0816033	0.0939942	0.0962371	0.14025	0.0560762	0.0501331	0.018083	0.00795631	0.0325322	0.0191389	0.0112288	0.0405218	0.0151515	0.0414394	0.0168238	0.0310007	0.0719785	0.0602999	0.02187	0.0153254	0.0431646	0.0267073	0.0234689	0.0424268	0.235312	0.260518	0.0529023	0.0249679	0.412287	0.0140126	0.234146	0.233705	0.165204	0.366944	3.057367
1407	1	-14500.4	-14522.1	21.7645	0.110842	0.106851	0.0848779	0.0813332	0.102195	0.062141	0.11095	0.0696249	0.0893291	0.167579	0.0723284	0.064893	0.0906911	0.100527	0.0887997	0.126986	0.133854	0.105701	0.141382	0.0673809	0.0968579	0.104159	0.154764	0.0191022	0.0111349	0.0158691	0.028827	0.0410567	0.0282218	0.0274184	0.035686	0.0177692	0.0418805	0.0561202	0.0291698	0.0235827	0.0232455	0.022625	0.0260871	0.0351955	0.0267969	0.0768247	0.0497187	0.221859	0.265809	0.0628341	0.0314152	0.406443	0.0116393	0.230635	0.235723	0.154469	0.379173	2.970378
1408	0	-14505.5	-14526.3	20.7777	0.154637	0.0780063	0.108712	0.0941298	0.107463	0.0737945	0.106141	0.0772477	0.0904634	0.176283	0.0781961	0.0803385	0.0942896	0.0977835	0.106874	0.115709	0.132605	0.091158	0.129202	0.0713446	0.0893791	0.0940222	0.150437	0.0408016	0.050829	0.0319772	0.0172624	0.0301248	0.0156905	0.0197332	0.0543366	0.0253807	0.0462474	0.0316375	0.0289097	0.0972338	0.0289602	0.0218445	0.0143007	0.037666	0.0147584	0.0207287	0.0424268	0.235645	0.260887	0.0542648	0.030601	0.402975	0.0156272	0.239276	0.231801	0.155813	0.373109	3.069066
1409	1	-14510.1	-14531.4	21.3058	0.133113	0.109582	0.0884171	0.0847551	0.0776101	0.0774867	0.138323	0.0652943	0.0950679	0.190515	0.0623744	0.0647311	0.0895901	0.0942268	0.109503	0.137369	0.113299	0.100153	0.122171	0.0646202	0.0659794	0.0774029	0.174102	0.0237654	0.0110895	0.0108518	0.0253522	0.0478644	0.0248396	0.0144395	0.0493045	0.0341912	0.04323	0.0411373	0.0536179	0.0245553	0.0164911	0.0113016	0.0221494	0.0385547	0.0416292	0.086704	0.0594949	0.211776	0.29445	0.0502046	0.0290365	0.398545	0.015987	0.249052	0.233271	0.151241	0.366437	3.01625
1410	0	-14498.1	-14518.2	20.0697	0.129774	0.113873	0.111522	0.120174	0.109418	0.0831421	0.128172	0.0825183	0.0955388	0.156125	0.061803	0.07218	0.0952088	0.112759	0.116396	0.12589	0.142727	0.114143	0.127769	0.0917484	0.0891409	0.0744344	0.179071	0.0424373	0.0407687	0.0240422	0.0239684	0.0388553	0.0251698	0.0138441	0.0430176	0.0193669	0.0304028	0.0258816	0.0142849	0.0750873	0.034777	0.0206309	0.0181137	0.0449191	0.0240089	0.0126813	0.0340779	0.215449	0.292431	0.058667	0.0263196	0.394542	0.0125918	0.239048	0.234938	0.152272	0.373742	3.139862
1411	1	-14496.3	-14517.1	20.8455	0.126177	0.098491	0.105318	0.105816	0.0981085	0.0825422	0.129951	0.0737682	0.0743251	0.18215	0.0859736	0.0650114	0.10802	0.0910633	0.113657	0.130854	0.112043	0.106481	0.143057	0.076438	0.0788973	0.0854213	0.162506	0.0240254	0.0129377	0.00700559	0.0429346	0.0397866	0.0349394	0.0267992	0.0584293	0.0267351	0.040254	0.0427067	0.0305392	0.0161972	0.0136778	0.0187922	0.0132123	0.0340978	0.0299774	0.0848861	0.0282762	0.224954	0.27485	0.0573538	0.0323584	0.40132	0.009164	0.231467	0.234384	0.164216	0.369933	3.062279
1412	0	-14500.9	-14521.3	20.4205	0.138422	0.0832869	0.103272	0.104101	0.0963206	0.0729535	0.121315	0.0793462	0.0836004	0.177041	0.0731757	0.0688626	0.114176	0.0973284	0.102706	0.114093	0.142139	0.118842	0.0995496	0.104415	0.103158	0.0965461	0.166141	0.055847	0.0452878	0.0298949	0.0126011	0.0424626	0.0248928	0.0138441	0.0351845	0.010968	0.0272488	0.0210619	0.0216461	0.0879521	0.0597444	0.0281552	0.0116397	0.0300279	0.0258875	0.0271513	0.0324977	0.22524	0.286757	0.053715	0.0298741	0.389172	0.0152425	0.243826	0.232536	0.146477	0.377161	3.104784
1413	1	-14513.4	-14534.3	20.954	0.135706	0.109415	0.105869	0.0772041	0.108207	0.067519	0.138369	0.0628778	0.0741096	0.18396	0.100606	0.0902333	0.0821268	0.0884568	0.110442	0.102956	0.140323	0.111835	0.125422	0.0674589	0.0703181	0.0879164	0.143931	0.0176841	0.04263	0.0114871	0.0255018	0.0393324	0.018571	0.0435221	0.0549512	0.0213406	0.0336753	0.0488586	0.0421027	0.0333931	0.0185157	0.0130256	0.0121418	0.034538	0.0304941	0.0803597	0.0440449	0.22266	0.269121	0.0547601	0.0347187	0.406305	0.0124348	0.241451	0.23961	0.149512	0.369428	3.051431
1414	0	-14503.5	-14523.1	19.5561	0.144292	0.0891721	0.108993	0.0780764	0.115843	0.0702917	0.127367	0.0776221	0.0848958	0.179827	0.0765442	0.073715	0.0828947	0.111347	0.124797	0.137182	0.123131	0.122551	0.140809	0.082511	0.104561	0.0986451	0.158835	0.0512821	0.0396853	0.0370515	0.0236442	0.0395451	0.02666	0.0200121	0.0520736	0.0162352	0.0333725	0.0153654	0.0241189	0.105885	0.0466227	0.0163659	0.0238253	0.0240059	0.0331674	0.0171465	0.031261	0.203358	0.298098	0.0511934	0.0262498	0.409657	0.0114438	0.249981	0.23908	0.148193	0.362745	3.191228
1415	1	-14514.7	-14535.8	21.0552	0.133355	0.104894	0.0818521	0.116329	0.0918972	0.0763356	0.100143	0.0880745	0.0768148	0.161585	0.0537063	0.0871665	0.079676	0.114367	0.117624	0.0933619	0.111651	0.118707	0.10299	0.0990508	0.0825387	0.0911412	0.182395	0.0184606	0.0220473	0.00637617	0.0202598	0.0387818	0.021804	0.0218148	0.0399422	0.0243493	0.0602802	0.0460923	0.0434378	0.0313051	0.0253573	0.0279562	0.0155421	0.0459032	0.0354142	0.0878987	0.0426377	0.207066	0.267163	0.0627509	0.0305157	0.422338	0.0101661	0.246376	0.236762	0.155068	0.361794	3.041315
1416	0	-14499.9	-14520.6	20.7031	0.127726	0.0902704	0.104257	0.107606	0.0984367	0.0753403	0.117151	0.0727176	0.0779474	0.175098	0.071604	0.0803824	0.100355	0.100609	0.133524	0.135535	0.120094	0.0991431	0.107139	0.0955565	0.0979434	0.0840341	0.170165	0.0387296	0.0422584	0.0247363	0.0129301	0.0457251	0.026273	0.0154919	0.0396103	0.0316438	0.0329006	0.0243814	0.026015	0.0901016	0.047914	0.0186529	0.00940258	0.0332301	0.0306119	0.0201227	0.0231547	0.214961	0.297364	0.0642948	0.0332684	0.383036	0.00707506	0.243279	0.235421	0.147421	0.373879	3.076521
1417	1	-14495	-14515.2	20.2487	0.120394	0.103124	0.100948	0.088151	0.0996241	0.0743654	0.115488	0.0702613	0.0907612	0.196657	0.0645341	0.0871665	0.110964	0.111921	0.109908	0.128375	0.131505	0.106368	0.122984	0.0763112	0.0812337	0.102813	0.159013	0.0306599	0.01086	0.0148726	0.0293471	0.0276411	0.0292209	0.0228787	0.0516562	0.0378746	0.0464504	0.0441253	0.0418651	0.0250858	0.0290528	0.0183339	0.0172613	0.0445251	0.0308279	0.0743031	0.0422491	0.214199	0.27239	0.0582605	0.0302111	0.413186	0.0117525	0.245827	0.234836	0.160486	0.358851	3.12196
1418	0	-14503.6	-14524.6	20.9195	0.128961	0.0940975	0.0916527	0.0805496	0.104178	0.0690657	0.141673	0.0641554	0.0908526	0.178927	0.0783042	0.0774527	0.0855001	0.101044	0.104288	0.118177	0.113285	0.101491	0.132094	0.0632817	0.108209	0.0912712	0.171853	0.0493064	0.0494199	0.0247363	0.0129301	0.0378404	0.0291583	0.0254794	0.0501584	0.0182034	0.0411645	0.0154846	0.0258326	0.0667662	0.0290812	0.0326984	0.0170191	0.0320934	0.0299843	0.0211004	0.0560656	0.234155	0.272372	0.0586149	0.0312154	0.396317	0.00732585	0.239623	0.227688	0.159483	0.373206	3.054887
1419	1	-14501.2	-14523	21.7674	0.115443	0.0918637	0.0760004	0.0864633	0.101565	0.0737427	0.128603	0.0932815	0.080901	0.1633	0.0769391	0.0619755	0.0977418	0.106488	0.122001	0.120994	0.114979	0.111442	0.121478	0.0713477	0.0671042	0.0896665	0.142653	0.0325914	0.0225754	0.0183929	0.031628	0.0239894	0.0154907	0.0263337	0.0457922	0.0256504	0.0475351	0.0309171	0.0356677	0.0183931	0.0138509	0.0202928	0.0230857	0.0475478	0.0382825	0.0850342	0.0510664	0.22962	0.274547	0.0544393	0.0333309	0.395885	0.0121792	0.242694	0.230392	0.15079	0.376124	2.970092
1420	0	-14497.5	-14519	21.556	0.114399	0.0959916	0.101709	0.0985144	0.101858	0.0705617	0.123819	0.0648807	0.0759392	0.193071	0.0747235	0.0704542	0.0917208	0.0992655	0.0969976	0.13128	0.13193	0.109672	0.102009	0.0755587	0.0808155	0.0892769	0.165941	0.0508321	0.0415682	0.0296455	0.022587	0.0377596	0.0127069	0.023047	0.0361118	0.0191394	0.0412979	0.015291	0.0222057	0.0726407	0.0499787	0.025412	0.00967993	0.0273937	0.0351489	0.0239846	0.0344188	0.233796	0.272433	0.0594369	0.0299812	0.390647	0.0137054	0.22058	0.227872	0.161639	0.389909	2.991238
1421	1	-14502.6	-14523.8	21.1556	0.116916	0.0982417	0.115081	0.106501	0.098065	0.0667804	0.120702	0.0696035	0.081437	0.178767	0.0574741	0.0769175	0.0886943	0.110217	0.122983	0.134182	0.117179	0.114273	0.0983153	0.0929155	0.0885495	0.105329	0.178217	0.0246776	0.017409	0.0191161	0.0366399	0.031036	0.0292252	0.0198441	0.0356096	0.0267605	0.0349942	0.0341838	0.0313256	0.0268024	0.0180072	0.0144481	0.0081418	0.0343916	0.0453464	0.0729773	0.0329944	0.235796	0.279696	0.0552471	0.0264434	0.390187	0.0126309	0.243449	0.221412	0.156586	0.378553	3.031272
1422	0	-14499.2	-14520.1	20.8751	0.123456	0.118909	0.105777	0.0998543	0.102417	0.0671694	0.12348	0.0849771	0.0911601	0.175533	0.0706915	0.0821234	0.079593	0.100887	0.108104	0.122802	0.13193	0.1054	0.120017	0.0676023	0.0914844	0.0901411	0.158281	0.0358162	0.0443399	0.0247922	0.0111707	0.0445105	0.0309026	0.0290988	0.0278195	0.0178715	0.025663	0.015082	0.0205424	0.0894876	0.0460074	0.017408	0.0148975	0.0364396	0.0373843	0.014599	0.0536999	0.216125	0.292824	0.0589425	0.0330962	0.391425	0.00758833	0.231571	0.2411	0.138586	0.388744	3.059321
1423	1	-14498.8	-14519.5	20.7638	0.11951	0.114375	0.111257	0.0872305	0.112065	0.0667337	0.12911	0.0807222	0.0769204	0.160479	0.0716814	0.077521	0.0871188	0.0909558	0.105844	0.153126	0.123408	0.115531	0.12734	0.0736405	0.103787	0.0831164	0.168284	0.0305315	0.0123392	0.024444	0.0228933	0.035557	0.0240468	0.0268723	0.0377296	0.0224465	0.0436246	0.0480449	0.0503613	0.0191061	0.012272	0.0252166	0.0205652	0.0405165	0.035955	0.0626606	0.0355125	0.213239	0.269443	0.0545025	0.0326235	0.415589	0.0146036	0.251935	0.228637	0.152661	0.366768	3.070451
1424	0	-14507.8	-14527.9	20.1007	0.134056	0.120294	0.0794006	0.109975	0.109681	0.0820169	0.115655	0.0671749	0.0900182	0.179559	0.0734499	0.086505	0.0921513	0.0724719	0.118374	0.155514	0.13193	0.108238	0.118981	0.087113	0.10957	0.0807045	0.15871	0.0566725	0.0439085	0.0340612	0.0261818	0.0319137	0.0141047	0.0193172	0.0444943	0.0245604	0.0277298	0.0169849	0.022729	0.100195	0.0561053	0.0124214	0.0156143	0.0229257	0.0248126	0.00866094	0.0518213	0.211113	0.30318	0.0590432	0.0261741	0.392094	0.00839555	0.239103	0.234251	0.147819	0.378827	3.136758
1425	1	-14505	-14525.5	20.4752	0.140281	0.131842	0.127724	0.0933357	0.11343	0.0691541	0.148186	0.0782076	0.0672864	0.169991	0.0729947	0.077521	0.0960834	0.104488	0.091098	0.120531	0.146365	0.112145	0.114771	0.0868547	0.0890804	0.0758073	0.174379	0.0108629	0.0153475	0.00512369	0.0384686	0.0479817	0.0175109	0.0306307	0.0332293	0.027225	0.0451471	0.0412022	0.0341404	0.02907	0.00991904	0.0163921	0.0197153	0.0317397	0.0266049	0.0801103	0.0373325	0.219244	0.294593	0.0502545	0.0242042	0.400139	0.0115655	0.252524	0.229171	0.146935	0.371371	3.099311
1426	0	-14505.4	-14525	19.6008	0.130664	0.102549	0.10063	0.0881402	0.0961382	0.0800741	0.124061	0.0639164	0.105473	0.164738	0.0880734	0.0683487	0.0842581	0.109408	0.132425	0.136043	0.13845	0.110782	0.111353	0.101764	0.105932	0.0770501	0.172824	0.0519272	0.047899	0.0217988	0.012689	0.0461858	0.0256297	0.0111008	0.0442037	0.0205833	0.035033	0.0188585	0.0227819	0.0953919	0.0587274	0.033602	0.0231699	0.0257447	0.0158075	0.0310366	0.0514917	0.2088	0.297686	0.0608071	0.0279269	0.394298	0.0104816	0.236309	0.2376	0.150358	0.375733	3.186757
1427	1	-14497.6	-14519.5	21.9112	0.105907	0.100619	0.0898257	0.0942147	0.100932	0.0595209	0.116404	0.0746788	0.0860523	0.167235	0.0725941	0.077521	0.0922645	0.0960554	0.100576	0.117734	0.150168	0.0993568	0.114771	0.082651	0.0727635	0.0745602	0.161581	0.0286213	0.0182654	0.0218494	0.0329413	0.0410444	0.0214516	0.0298586	0.0416281	0.0251296	0.0359759	0.0460881	0.0305791	0.0216333	0.0125158	0.0101794	0.0197153	0.0372036	0.0550474	0.0939086	0.0240885	0.229974	0.286393	0.0496765	0.0252925	0.399951	0.00871313	0.240779	0.219679	0.161614	0.377928	2.95571
1428	0	-14515	-14535.6	20.5424	0.115856	0.0703355	0.11146	0.0946692	0.105309	0.077956	0.100101	0.0861765	0.0911572	0.178799	0.06891	0.0843277	0.106104	0.0893641	0.0977475	0.134774	0.135899	0.1239	0.131795	0.0956179	0.0583254	0.089974	0.162894	0.0535267	0.0510119	0.0496301	0.0144606	0.0311341	0.0264366	0.0131739	0.0327357	0.0233051	0.0330493	0.0294882	0.0227819	0.0953292	0.0488382	0.0166784	0.0243204	0.0370313	0.0267436	0.0161528	0.0353099	0.207808	0.26349	0.06303	0.023879	0.424983	0.0168104	0.262566	0.234209	0.167337	0.335888	3.092591
1429	1	-14495.9	-14518.5	22.628	0.130518	0.0887964	0.100364	0.100864	0.0871177	0.0731151	0.101162	0.0781572	0.0811921	0.155736	0.0721635	0.0676884	0.0877556	0.0922513	0.113497	0.122685	0.118442	0.120082	0.108221	0.0749361	0.0713388	0.0742388	0.133141	0.0215853	0.0150658	0.0196523	0.0274273	0.0480336	0.0209937	0.0285572	0.0422783	0.025519	0.0430723	0.0491265	0.0266739	0.014715	0.0248333	0.0189018	0.0168897	0.0351992	0.0333531	0.0905051	0.028193	0.219533	0.26528	0.0601314	0.0216309	0.426417	0.00700698	0.243974	0.222712	0.166489	0.366825	2.884038
1430	0	-14503.1	-14523.5	20.4078	0.112447	0.107455	0.11263	0.107597	0.10617	0.0576904	0.126251	0.069398	0.0855102	0.194092	0.06891	0.0902514	0.0982566	0.100344	0.0928911	0.124284	0.135899	0.106193	0.118181	0.0923408	0.0709177	0.0983994	0.165923	0.0398139	0.0371238	0.0403707	0.00698631	0.0392795	0.0254348	0.0163573	0.0461966	0.0248747	0.0322033	0.0229438	0.0339116	0.0832613	0.0602803	0.024673	0.0161688	0.0233532	0.0202544	0.0228105	0.0477239	0.22096	0.276871	0.0681465	0.0226196	0.397036	0.0143665	0.231095	0.235942	0.171173	0.36179	3.106054
1431	1	-14499.6	-14521.2	21.6378	0.107125	0.0809201	0.0951025	0.0843669	0.103829	0.0808101	0.124992	0.0709579	0.0880964	0.152338	0.0732564	0.0750075	0.0924106	0.0826132	0.119165	0.133765	0.136986	0.110497	0.125788	0.0694985	0.0701779	0.0914282	0.157168	0.0203839	0.00998996	0.0165327	0.0193128	0.0425602	0.0323151	0.0260944	0.0422783	0.0271874	0.0449247	0.055977	0.0401788	0.0257581	0.0114567	0.0280513	0.020679	0.0418198	0.0285497	0.0789323	0.0437701	0.231461	0.26833	0.0604928	0.0263171	0.407381	0.0060177	0.247469	0.215992	0.163987	0.372552	2.98305
